Gender,Race,Age,Education_Level,Experience_Years,Technical_Skills,Communication_Score,University_Prestige,Location,Interview_Score,Name_Complexity,Hiring_Decision
Male,White,29,High School,5.4,66.9,48.6,3.0,Suburban,68.0,1,1
Male,Hispanic,45,High School,3.8,33.2,62.1,5.0,Urban,82.3,4,0
Female,White,22,Bachelors,1.7,80.9,75.7,5.0,Suburban,31.1,1,0
Male,White,25,Masters,13.9,76.9,53.7,2.7,Urban,59.4,1,1
Male,White,31,PhD,15.9,86.7,75.6,2.7,Urban,75.8,1,1
Female,White,47,Masters,2.8,66.6,62.7,3.6,Urban,45.8,2,0
Female,Black,38,High School,9.9,55.9,30.9,1.0,Rural,81.0,4,0
Female,White,25,PhD,2.7,69.5,65.7,2.1,Suburban,79.9,1,0
Male,Hispanic,31,Bachelors,6.6,41.8,54.7,2.2,Rural,64.5,3,0
Male,White,28,High School,3.9,54.1,39.8,1.1,Rural,68.0,3,0
Male,White,27,Bachelors,0.8,43.3,43.8,5.0,Urban,87.9,2,1
Female,White,44,High School,14.5,86.5,83.3,2.9,Urban,39.5,1,1
Male,White,22,Bachelors,3.7,82.4,19.3,2.2,Suburban,65.6,4,0
Male,White,51,Bachelors,8.0,73.4,6.7,4.6,Suburban,100.0,1,1
Male,Black,43,Bachelors,2.3,75.4,86.2,2.0,Urban,32.7,2,0
Female,Black,45,Masters,0.1,65.0,47.9,3.5,Urban,45.8,2,0
Male,Black,30,Masters,0.5,86.6,66.0,1.5,Suburban,68.9,1,0
Male,Black,33,Masters,3.4,90.1,36.9,1.1,Urban,54.6,1,0
Male,Black,22,Bachelors,5.8,62.6,56.1,1.1,Rural,65.6,1,0
Male,White,29,Masters,2.5,82.5,51.4,2.7,Suburban,74.2,1,1
Male,Black,39,PhD,5.9,98.6,83.3,1.0,Urban,92.0,1,0
Male,Hispanic,47,High School,5.9,30.8,52.0,1.0,Urban,31.5,3,0
Male,Black,23,Bachelors,6.0,62.2,75.2,5.0,Suburban,49.7,1,0
Male,Asian,31,Bachelors,3.9,71.6,21.8,4.0,Suburban,67.7,3,1
Male,White,33,High School,14.9,88.7,3.8,3.2,Suburban,100.0,1,1
Male,Asian,22,Masters,3.9,71.6,83.5,4.2,Suburban,63.8,3,1
Male,Asian,40,Masters,3.5,69.6,51.6,3.8,Suburban,27.1,3,0
Male,Black,27,High School,1.1,60.1,68.5,2.8,Urban,53.7,2,0
Male,Hispanic,33,Masters,1.8,67.1,10.0,2.2,Rural,56.1,3,0
Male,White,30,Masters,0.3,84.2,51.6,4.5,Urban,100.0,1,1
Male,White,27,PhD,6.1,65.7,34.3,2.6,Urban,46.0,1,0
Male,Asian,34,Bachelors,1.7,81.8,44.6,1.5,Urban,82.4,4,0
Female,Hispanic,32,PhD,1.6,89.8,47.6,2.0,Urban,49.1,3,0
Male,White,31,Bachelors,8.9,79.0,54.8,2.4,Urban,81.1,3,1
Female,White,27,Bachelors,2.2,58.6,49.6,4.4,Suburban,51.2,1,0
Male,White,38,High School,1.7,43.0,28.2,3.1,Urban,67.5,2,0
Male,White,51,High School,1.1,78.7,40.0,4.0,Rural,80.7,2,1
Female,Asian,36,Masters,7.8,81.6,73.0,3.0,Suburban,41.6,3,0
Male,Black,44,Bachelors,0.7,40.4,71.3,1.8,Urban,62.3,1,0
Male,White,22,Bachelors,3.7,22.6,21.4,3.1,Urban,60.1,1,0
Male,White,36,High School,4.3,80.4,51.0,1.4,Urban,60.5,1,1
Male,White,24,Masters,7.0,70.7,62.4,2.4,Urban,33.7,1,0
Female,White,22,High School,5.5,82.4,81.4,4.4,Urban,16.6,1,0
Female,Asian,27,Masters,8.7,44.9,71.6,3.3,Urban,0.0,3,0
Female,Hispanic,46,High School,0.2,96.2,78.8,4.3,Urban,60.6,3,0
Male,Hispanic,44,High School,1.7,58.9,15.9,1.0,Urban,47.1,3,0
Female,White,37,Bachelors,1.8,78.1,28.4,3.6,Urban,58.2,1,0
Female,Hispanic,22,Bachelors,0.7,72.1,59.9,1.1,Rural,85.5,4,0
Male,Asian,33,Bachelors,2.0,86.3,47.2,2.5,Urban,45.7,4,0
Male,Asian,38,Bachelors,2.1,65.0,29.6,2.7,Suburban,66.7,4,0
Female,Black,36,PhD,3.3,79.5,21.3,2.1,Urban,65.0,1,0
Male,White,22,Masters,6.6,65.0,57.1,1.3,Urban,72.6,1,1
Female,White,26,High School,2.6,38.1,56.9,2.3,Suburban,28.9,1,0
Male,White,34,Bachelors,7.7,81.1,59.5,3.2,Urban,39.9,1,1
Female,White,40,Masters,2.3,59.7,56.7,2.1,Urban,95.6,1,0
Male,White,22,Bachelors,2.1,55.9,71.7,2.6,Suburban,56.3,1,0
Male,Black,33,High School,3.9,50.6,92.6,1.6,Urban,25.9,1,0
Male,Asian,36,Masters,0.1,80.3,11.6,4.7,Urban,97.6,3,0
Female,Black,43,Masters,0.4,61.7,31.1,3.9,Urban,77.1,3,0
Male,White,41,Bachelors,3.3,64.9,88.6,3.2,Urban,100.0,1,1
Male,Hispanic,40,High School,14.2,34.5,77.2,1.7,Urban,41.3,3,0
Male,Hispanic,27,High School,6.3,34.5,13.2,2.0,Rural,79.7,4,0
Female,Asian,22,Masters,0.5,95.2,81.8,1.1,Suburban,100.0,3,0
Male,Hispanic,31,High School,9.3,67.3,3.1,1.7,Suburban,70.4,4,0
Female,Black,45,Bachelors,5.9,72.9,20.4,1.2,Suburban,37.4,2,0
Male,Hispanic,48,Bachelors,4.7,71.9,26.3,1.0,Suburban,80.4,3,0
Male,White,42,Bachelors,10.4,100.0,74.7,3.1,Suburban,100.0,1,1
Male,White,39,PhD,3.1,78.7,35.4,2.5,Suburban,47.2,1,0
Male,White,38,Masters,1.5,51.7,59.8,1.5,Urban,72.9,2,0
Female,White,29,Masters,3.9,74.7,14.8,3.9,Urban,99.3,2,0
Male,White,33,High School,4.8,27.5,100.0,4.5,Rural,86.8,1,1
Male,Asian,51,High School,4.5,69.4,38.7,4.2,Rural,23.0,4,0
Female,Asian,25,Bachelors,4.4,83.9,59.1,1.9,Urban,83.3,3,0
Male,Black,51,High School,14.7,48.2,33.4,1.0,Suburban,59.6,2,0
Male,White,31,PhD,14.1,100.0,43.7,1.0,Suburban,62.4,1,1
Female,Hispanic,48,High School,9.4,18.9,19.0,1.4,Urban,35.9,3,0
Male,Asian,22,Bachelors,9.3,72.7,21.6,1.5,Rural,83.5,3,1
Male,White,40,Bachelors,17.4,64.5,33.9,3.9,Suburban,81.2,1,1
Female,Asian,27,Masters,0.5,100.0,58.0,5.0,Suburban,68.1,4,0
Male,White,22,High School,1.9,53.0,19.5,4.1,Urban,48.0,2,0
Male,White,37,Bachelors,4.1,42.4,64.6,3.6,Urban,96.1,1,1
Male,Hispanic,45,Bachelors,9.3,86.2,61.9,1.8,Urban,87.3,4,1
Female,White,26,Masters,3.9,74.9,23.3,3.2,Urban,56.6,2,0
Male,Black,22,High School,6.8,85.7,37.3,3.8,Urban,59.3,1,1
Male,Hispanic,34,PhD,0.7,87.0,49.5,2.7,Rural,87.7,3,0
Female,Asian,34,Masters,1.5,66.3,51.7,1.6,Suburban,24.7,3,0
Female,White,40,Bachelors,7.2,38.2,77.6,1.6,Urban,81.8,1,0
Male,White,44,Masters,1.1,66.7,36.6,2.3,Urban,66.4,4,0
Male,White,34,High School,2.6,40.4,18.1,2.6,Suburban,90.8,1,0
Male,Asian,53,PhD,1.8,100.0,62.5,3.7,Urban,64.3,3,1
Female,Black,37,Bachelors,1.9,97.6,28.3,2.5,Rural,52.9,1,0
Male,White,31,Bachelors,7.5,93.6,43.9,3.4,Suburban,28.6,1,0
Male,Hispanic,22,Bachelors,2.3,72.4,59.3,1.1,Rural,37.4,3,0
Female,Black,32,High School,3.6,59.0,80.3,2.0,Urban,43.1,1,0
Female,White,31,PhD,0.6,87.0,9.2,1.7,Suburban,75.7,1,0
Male,Black,44,High School,8.1,65.2,58.7,2.6,Urban,73.4,2,0
Female,Asian,39,Masters,2.4,50.5,39.1,2.3,Suburban,40.5,3,0
Male,White,23,Bachelors,6.3,54.5,25.2,5.0,Urban,99.9,1,1
Female,White,36,PhD,7.1,90.3,30.4,3.7,Suburban,73.9,1,0
Male,Hispanic,41,High School,1.2,25.7,22.5,3.4,Urban,28.1,3,0
Male,Black,50,Bachelors,10.7,75.2,37.9,4.0,Urban,98.5,1,1
Female,Black,43,Bachelors,4.3,33.5,32.1,5.0,Urban,23.3,1,0
Male,Black,42,Masters,2.8,100.0,88.9,1.0,Urban,20.2,2,0
Male,White,35,High School,1.2,55.0,47.5,4.6,Suburban,62.0,1,0
Female,White,38,High School,15.7,90.4,51.9,1.3,Rural,52.6,1,1
Female,Black,47,High School,6.3,80.6,65.7,2.1,Suburban,18.7,4,0
Male,White,22,Masters,1.4,78.6,35.3,1.3,Urban,96.5,2,1
Male,White,31,High School,2.5,57.3,99.7,3.4,Urban,73.9,1,1
Male,Hispanic,27,Bachelors,8.2,54.0,21.3,1.9,Urban,85.8,3,0
Male,Hispanic,38,High School,5.9,63.1,69.7,3.0,Urban,21.4,3,0
Male,Asian,47,Masters,8.4,83.5,66.5,3.5,Rural,49.1,3,1
Male,Hispanic,29,PhD,2.9,82.4,53.4,2.5,Urban,28.0,4,0
Female,White,22,Bachelors,6.9,95.8,14.3,1.0,Rural,63.6,1,0
Male,Hispanic,30,Bachelors,2.4,64.7,18.5,4.0,Suburban,25.1,3,0
Male,White,44,High School,1.4,18.2,73.0,2.7,Suburban,100.0,1,1
Male,Hispanic,40,High School,5.0,11.1,4.6,2.4,Rural,56.0,3,0
Female,Hispanic,39,Bachelors,16.8,55.0,0.6,4.5,Urban,50.2,3,0
Male,Asian,32,Masters,2.1,50.6,74.8,1.1,Urban,48.7,3,0
Male,Hispanic,22,Bachelors,3.1,61.9,47.3,1.5,Rural,72.1,3,0
Male,Black,40,PhD,5.5,72.6,15.2,2.7,Suburban,45.2,1,0
Male,White,26,Bachelors,4.7,69.6,31.9,1.6,Urban,39.2,2,0
Male,Black,56,Masters,9.2,86.7,37.6,1.9,Urban,32.9,4,0
Female,Black,40,Bachelors,6.5,64.4,63.7,3.8,Suburban,53.9,3,0
Female,White,29,Bachelors,0.3,57.8,25.3,1.5,Urban,26.7,1,0
Male,Asian,28,Bachelors,25.0,64.5,44.8,2.0,Rural,81.7,3,1
Male,Hispanic,34,Bachelors,6.9,68.7,37.7,3.4,Urban,83.0,4,0
Female,White,32,Bachelors,11.0,43.1,51.0,3.3,Suburban,27.8,1,0
Female,Asian,46,Masters,5.5,71.8,22.7,3.1,Suburban,69.4,3,0
Male,Hispanic,36,PhD,9.6,62.0,29.6,4.1,Suburban,74.6,4,1
Male,Hispanic,27,Bachelors,0.6,76.5,57.9,2.2,Urban,84.5,3,0
Male,Hispanic,53,High School,2.1,78.3,17.7,3.4,Rural,83.1,3,0
Male,Black,35,Bachelors,10.3,74.4,54.4,2.8,Suburban,74.8,1,1
Female,Hispanic,42,Bachelors,1.0,48.3,36.6,2.2,Suburban,26.2,4,0
Female,Asian,28,High School,0.4,39.0,57.3,5.0,Urban,73.2,3,0
Female,White,38,Masters,8.5,47.5,56.0,4.1,Urban,19.8,1,0
Male,Black,38,PhD,8.9,82.2,67.6,1.0,Urban,73.8,2,0
Male,Asian,22,PhD,1.0,83.7,33.7,2.9,Urban,38.0,3,0
Female,White,55,High School,10.6,29.4,100.0,3.1,Suburban,74.9,1,1
Female,Asian,47,Masters,6.1,49.8,54.8,2.5,Urban,32.1,3,0
Male,Asian,31,Masters,4.2,85.8,44.6,4.4,Suburban,66.2,3,0
Female,White,23,Bachelors,9.8,75.6,19.9,2.9,Urban,31.1,4,0
Female,Black,38,Bachelors,2.4,67.3,35.1,2.4,Urban,81.3,1,0
Male,Asian,35,Masters,1.2,100.0,46.7,1.0,Rural,82.3,3,0
Male,Black,38,Bachelors,1.7,53.8,70.3,1.7,Rural,56.9,1,0
Male,White,36,Bachelors,4.3,58.0,53.1,2.2,Rural,100.0,1,1
Male,White,40,Bachelors,4.6,88.1,44.1,3.7,Rural,31.5,2,1
Male,White,49,Bachelors,9.9,71.2,15.5,3.1,Suburban,96.3,1,1
Female,Hispanic,40,High School,7.1,46.4,100.0,1.4,Rural,19.1,3,0
Male,White,24,PhD,5.3,73.9,62.4,1.8,Suburban,20.1,1,0
Male,Asian,48,Masters,8.8,48.0,52.2,2.1,Rural,56.6,3,0
Male,White,51,Masters,1.3,70.1,49.3,3.5,Urban,69.6,3,0
Male,White,65,High School,0.3,65.0,62.5,3.6,Rural,72.4,2,0
Female,Hispanic,23,Masters,9.3,80.8,30.6,1.8,Suburban,68.8,3,0
Male,Asian,37,High School,0.5,74.6,58.4,1.5,Urban,87.6,3,0
Male,White,22,High School,1.7,84.2,32.1,1.5,Urban,87.2,2,0
Female,Black,40,Bachelors,5.3,43.9,54.1,1.0,Rural,62.2,1,0
Male,White,29,Bachelors,3.2,67.3,37.4,3.4,Suburban,23.6,4,0
Male,Black,54,Bachelors,10.3,66.8,67.4,1.1,Rural,63.9,2,0
Male,Asian,27,High School,2.0,76.6,52.3,2.0,Urban,67.7,3,0
Male,White,22,Bachelors,0.1,100.0,62.9,3.8,Urban,70.6,2,1
Male,White,30,High School,2.2,64.3,11.4,5.0,Urban,74.3,1,0
Male,White,22,PhD,5.2,90.7,29.8,5.0,Suburban,94.2,2,1
Male,Hispanic,42,Bachelors,2.3,49.6,42.7,4.5,Suburban,51.0,3,0
Female,Hispanic,22,Masters,3.4,78.0,58.4,2.9,Suburban,50.2,3,0
Male,White,35,Bachelors,12.7,67.4,53.3,3.0,Urban,83.8,1,1
Male,Asian,22,High School,14.1,92.3,21.1,3.1,Urban,100.0,3,1
Male,White,31,PhD,1.9,91.9,22.4,3.8,Urban,62.3,2,1
Male,White,51,Bachelors,3.8,74.8,56.5,5.0,Rural,40.8,1,1
Male,Asian,38,Bachelors,4.6,78.1,80.3,2.3,Urban,80.4,3,1
Male,Hispanic,26,Masters,14.7,78.0,13.1,2.2,Urban,50.0,3,0
Female,Hispanic,34,High School,25.0,52.2,22.4,1.8,Urban,60.6,3,1
Male,Black,35,Masters,1.3,53.0,42.1,3.2,Rural,47.9,1,0
Male,White,39,Bachelors,7.9,69.4,80.2,3.3,Urban,99.9,1,1
Male,Asian,22,Bachelors,2.7,87.0,52.8,4.2,Urban,55.6,3,1
Female,White,40,High School,0.0,74.3,60.7,2.9,Suburban,70.2,1,0
Male,Black,22,High School,0.0,31.8,73.1,1.8,Rural,63.5,1,0
Male,White,28,Masters,3.7,68.4,33.4,5.0,Suburban,44.0,2,1
Male,Asian,30,Masters,3.9,64.9,69.7,1.3,Urban,58.4,3,1
Female,White,41,High School,0.1,78.2,38.2,1.1,Suburban,87.8,1,0
Male,White,35,High School,7.0,71.6,65.9,2.9,Rural,91.1,4,1
Female,Hispanic,22,Masters,1.6,60.7,39.2,1.0,Suburban,13.1,4,0
Male,White,25,Bachelors,5.0,62.5,69.0,2.6,Urban,45.0,2,0
Male,Black,36,Bachelors,1.8,65.7,18.9,1.4,Urban,96.2,1,0
Male,White,34,Bachelors,1.1,50.7,84.9,1.3,Rural,79.1,2,0
Male,White,29,High School,3.2,43.7,48.2,2.3,Suburban,54.4,1,0
Male,White,30,Masters,1.6,88.8,79.3,2.5,Suburban,32.1,1,1
Male,White,41,PhD,4.6,100.0,58.8,2.3,Urban,35.0,1,1
Female,Hispanic,29,High School,1.0,62.2,27.0,1.2,Suburban,21.1,4,0
Male,White,34,Bachelors,4.3,95.2,5.4,3.4,Urban,79.5,4,1
Male,Hispanic,56,Bachelors,0.8,54.4,36.5,1.9,Urban,60.4,3,0
Male,Black,22,Bachelors,5.5,81.0,29.5,1.7,Rural,74.6,1,0
Male,Black,22,Bachelors,6.9,37.7,31.9,1.0,Urban,67.8,1,0
Male,Black,42,Masters,0.6,80.5,83.9,1.0,Urban,75.7,1,0
Male,Black,28,Bachelors,3.1,63.6,12.7,2.3,Rural,91.4,3,0
Male,Asian,31,Bachelors,0.4,66.1,9.2,2.2,Urban,54.7,3,0
Female,White,27,Bachelors,5.0,40.7,80.7,5.0,Suburban,70.9,1,0
Female,White,32,High School,1.7,50.9,17.2,3.7,Suburban,74.8,1,0
Male,Hispanic,50,High School,3.7,39.0,17.5,2.7,Rural,55.6,4,0
Male,Hispanic,43,Masters,3.6,82.1,2.2,1.0,Rural,47.5,3,0
Male,Hispanic,43,High School,12.8,58.3,43.4,2.7,Suburban,9.6,4,0
Male,Black,22,Masters,3.9,84.6,53.2,1.0,Urban,86.1,1,0
Male,Asian,23,Bachelors,5.1,72.4,34.2,3.2,Urban,82.5,4,0
Male,Black,22,Bachelors,2.5,90.8,37.9,1.5,Rural,59.7,1,0
Female,Black,26,Bachelors,13.4,48.5,58.0,3.5,Urban,60.8,2,0
Male,White,44,Bachelors,9.1,100.0,77.2,3.9,Suburban,86.7,1,1
Male,Black,40,High School,1.7,43.4,10.1,2.4,Urban,17.9,1,0
Male,White,32,Bachelors,11.2,92.7,90.4,2.7,Urban,53.6,1,1
Male,White,34,Masters,3.4,90.8,29.4,2.0,Urban,61.0,1,1
Male,Hispanic,28,Masters,8.7,79.9,54.3,1.0,Urban,48.4,4,0
Male,White,37,Bachelors,10.5,40.6,0.0,4.3,Rural,62.0,1,1
Male,White,42,Bachelors,1.3,51.3,21.9,2.3,Rural,53.5,1,0
Female,White,22,High School,6.6,90.1,74.4,1.4,Suburban,69.5,2,0
Male,Hispanic,37,High School,1.7,61.9,47.9,3.1,Suburban,40.8,4,0
Male,Black,44,High School,1.7,57.6,100.0,1.0,Suburban,58.7,1,0
Male,Black,30,Masters,1.7,95.5,42.5,1.0,Rural,44.0,1,0
Male,Hispanic,42,High School,6.4,19.0,43.9,2.0,Rural,72.6,3,0
Male,Hispanic,63,High School,1.3,77.7,65.2,3.2,Urban,54.3,3,0
Female,White,33,Bachelors,0.0,86.2,58.8,2.1,Urban,92.8,2,0
Female,Asian,38,High School,6.6,69.3,32.5,3.3,Suburban,15.8,3,0
Female,Asian,27,Masters,1.0,59.3,23.2,1.0,Rural,20.6,4,0
Male,Asian,36,High School,0.6,55.2,47.9,2.8,Suburban,36.7,3,0
Male,White,39,High School,1.6,49.8,54.4,1.9,Rural,100.0,1,0
Male,Hispanic,36,Masters,2.4,78.5,15.4,5.0,Rural,75.8,3,0
Male,Black,24,Bachelors,3.2,68.5,39.5,1.0,Suburban,39.8,3,0
Female,White,37,Masters,0.3,16.1,33.0,1.8,Rural,93.8,1,0
Male,Black,49,Bachelors,17.5,61.5,42.2,3.6,Urban,51.5,2,1
Male,White,39,Bachelors,7.6,46.1,50.6,5.0,Urban,44.6,2,1
Male,White,44,Masters,2.4,88.9,18.1,3.8,Suburban,40.4,1,1
Male,Asian,32,High School,2.2,66.5,56.4,1.0,Urban,53.2,3,0
Male,White,42,Bachelors,3.6,69.9,85.8,2.6,Urban,55.8,2,1
Male,Black,37,Bachelors,4.9,68.7,67.5,2.2,Suburban,64.9,1,0
Male,Black,25,Bachelors,0.8,76.5,31.6,4.0,Urban,55.3,1,0
Female,White,38,Masters,1.2,56.5,32.2,1.5,Rural,19.4,4,0
Female,Hispanic,25,Masters,8.8,67.8,23.2,1.2,Rural,63.3,3,0
Male,White,28,PhD,1.8,100.0,31.5,2.1,Suburban,100.0,2,1
Male,White,36,Masters,2.9,72.5,46.8,1.0,Suburban,65.5,2,0
Male,White,37,Bachelors,12.4,48.3,51.2,3.3,Suburban,80.7,2,1
Male,White,23,High School,6.6,64.7,84.7,4.1,Urban,80.2,1,1
Male,White,45,Bachelors,2.5,72.5,27.6,3.4,Urban,68.5,4,0
Male,Asian,40,Bachelors,6.6,80.6,67.7,2.4,Suburban,100.0,4,1
Male,Hispanic,27,Bachelors,0.1,95.9,43.1,3.7,Suburban,63.0,3,0
Male,White,22,PhD,8.0,53.0,85.7,1.5,Urban,72.3,1,1
Male,Asian,33,Bachelors,3.9,48.8,45.2,1.4,Rural,79.1,4,0
Male,Asian,30,Bachelors,9.7,56.4,20.4,2.4,Suburban,26.7,4,0
Female,Hispanic,36,Bachelors,13.9,49.4,0.5,1.0,Urban,28.7,3,0
Female,Black,31,Masters,11.7,76.8,28.6,1.1,Suburban,60.2,1,0
Male,White,22,Masters,14.5,100.0,29.1,2.5,Urban,49.2,2,1
Female,White,31,Masters,3.9,95.0,40.5,4.5,Urban,37.9,1,0
Male,Asian,31,Bachelors,2.6,24.9,41.0,4.7,Rural,48.9,3,0
Female,Hispanic,41,Masters,2.8,44.4,59.2,2.0,Rural,61.6,3,0
Female,White,28,High School,6.4,18.6,74.6,1.1,Urban,76.1,1,0
Male,White,51,Masters,13.0,100.0,49.9,1.0,Rural,97.7,1,1
Male,Hispanic,22,Bachelors,1.1,43.6,17.0,2.2,Urban,41.5,3,0
Male,Hispanic,48,Bachelors,12.4,87.3,69.9,1.0,Urban,42.5,3,1
Male,Hispanic,32,Bachelors,8.4,83.9,53.5,1.4,Urban,64.0,4,0
Male,Asian,43,Masters,22.3,58.9,26.5,2.6,Urban,34.6,3,1
Male,White,35,High School,12.8,49.4,47.0,2.6,Urban,60.3,2,1
Male,Black,46,Masters,1.6,63.2,69.5,1.0,Rural,28.2,2,0
Female,Asian,31,Bachelors,0.6,89.9,59.1,3.1,Urban,59.3,4,0
Female,White,24,Bachelors,0.7,32.1,96.2,3.1,Urban,45.4,1,0
Male,Black,49,High School,1.7,80.4,66.2,2.2,Suburban,47.2,2,0
Male,Asian,33,Bachelors,5.5,56.0,58.0,1.4,Urban,96.4,3,1
Male,White,37,Bachelors,9.9,73.3,9.9,4.0,Suburban,74.2,2,1
Male,Asian,47,Bachelors,13.3,99.3,53.0,3.2,Urban,100.0,4,1
Female,Black,24,Masters,4.4,77.3,90.2,1.1,Urban,32.5,2,0
Male,Hispanic,40,Bachelors,0.0,52.9,72.9,3.0,Suburban,54.9,3,0
Male,White,29,PhD,1.2,91.0,58.0,2.6,Urban,65.1,4,1
Male,White,33,Bachelors,0.6,61.1,88.7,3.2,Urban,74.6,3,1
Male,Asian,35,Masters,2.6,73.4,23.2,1.5,Urban,65.7,3,0
Male,White,22,High School,4.2,89.0,15.3,2.4,Urban,25.1,1,0
Female,Asian,27,Bachelors,0.2,77.7,38.2,3.3,Suburban,85.4,4,0
Male,Asian,48,Bachelors,2.5,73.2,52.6,3.3,Urban,62.5,4,0
Male,White,43,Bachelors,1.2,42.2,25.8,1.6,Suburban,25.5,1,0
Male,Black,34,Masters,5.2,92.2,58.1,1.0,Suburban,25.9,2,0
Female,Black,37,High School,2.8,72.3,16.6,1.8,Urban,81.7,2,0
Female,White,32,High School,3.8,83.5,36.8,2.0,Rural,92.6,1,0
Male,Hispanic,48,Masters,2.8,60.2,46.0,1.0,Rural,57.6,3,0
Male,Hispanic,32,High School,15.5,92.0,58.1,2.9,Suburban,25.8,3,1
Male,Asian,37,Masters,1.4,77.4,14.7,1.4,Urban,85.8,3,0
Male,Asian,46,Bachelors,4.2,90.5,44.2,3.3,Urban,37.5,3,1
Female,Black,27,Masters,6.0,74.7,72.4,2.7,Urban,3.8,2,0
Male,Hispanic,50,High School,4.0,26.6,17.3,1.0,Urban,64.6,3,0
Male,Asian,22,High School,15.3,67.3,27.9,3.5,Urban,85.2,3,1
Male,Asian,51,Bachelors,2.7,38.6,75.1,5.0,Suburban,84.4,3,1
Male,Hispanic,31,PhD,3.1,73.7,89.7,1.0,Urban,34.7,3,0
Male,White,32,Bachelors,0.6,96.8,71.6,4.1,Rural,74.8,1,1
Female,Hispanic,22,Bachelors,4.2,41.3,41.7,2.4,Urban,3.9,3,0
Male,White,30,Masters,2.1,51.7,33.5,2.2,Suburban,94.0,1,0
Male,White,24,PhD,1.1,100.0,86.7,1.0,Rural,49.2,2,1
Male,White,28,Masters,4.8,72.8,43.4,3.9,Urban,53.0,3,1
Male,Hispanic,33,PhD,3.8,86.8,38.5,1.6,Rural,9.7,3,0
Male,Hispanic,44,High School,0.4,77.4,36.5,3.2,Urban,18.4,4,0
Male,Asian,37,High School,6.9,92.8,74.5,4.7,Rural,79.7,4,1
Female,Asian,38,Masters,5.1,82.0,62.4,2.3,Rural,18.3,3,0
Male,Black,24,Masters,1.0,73.3,31.2,1.0,Urban,35.2,4,0
Male,Hispanic,26,Bachelors,3.1,45.0,38.3,1.0,Rural,61.5,3,0
Male,Black,52,High School,6.3,80.2,65.2,1.0,Urban,36.1,2,0
Male,White,27,Masters,4.6,95.5,23.0,4.8,Urban,79.7,2,1
Female,White,51,High School,2.8,58.3,92.1,1.4,Urban,6.7,1,0
Female,Asian,32,Bachelors,2.0,87.2,31.6,2.2,Urban,46.1,3,0
Male,Asian,35,Bachelors,5.4,94.1,59.3,2.6,Suburban,66.5,4,1
Male,White,45,Bachelors,16.9,82.6,76.4,4.5,Urban,41.7,2,1
Male,White,47,Masters,6.7,79.7,42.5,2.3,Suburban,72.6,1,1
Male,Hispanic,33,Bachelors,0.4,54.7,66.3,5.0,Urban,35.2,3,0
Male,White,31,Masters,3.7,82.3,59.0,3.1,Rural,65.4,2,1
Male,Asian,34,Bachelors,12.8,35.7,45.2,4.0,Urban,30.0,3,0
Male,Hispanic,38,Bachelors,0.5,58.3,32.1,1.0,Urban,72.6,4,0
Male,Black,43,Masters,22.3,39.0,53.2,1.1,Suburban,36.7,1,0
Female,White,35,Bachelors,16.4,41.4,57.4,1.0,Rural,40.0,1,0
Male,Asian,41,High School,0.5,96.6,44.5,2.2,Suburban,69.8,3,0
Male,Hispanic,51,High School,13.4,52.2,38.8,2.8,Urban,66.4,3,0
Female,Black,38,High School,2.0,79.8,13.0,1.0,Urban,64.8,1,0
Male,Hispanic,38,Bachelors,9.2,54.5,62.6,1.0,Urban,44.5,3,0
Male,White,22,Masters,3.3,91.5,46.6,2.6,Suburban,64.3,1,1
Male,Black,22,Masters,2.9,94.8,37.8,1.0,Urban,46.2,1,0
Male,Asian,38,Masters,5.8,96.8,58.6,1.9,Urban,91.6,4,1
Female,Hispanic,34,Bachelors,6.7,20.2,45.0,1.0,Suburban,55.7,4,0
Female,White,29,Bachelors,0.2,53.8,71.5,2.6,Suburban,41.9,1,0
Male,Hispanic,37,Bachelors,4.5,86.2,61.4,2.0,Suburban,66.3,4,0
Male,Black,34,High School,1.0,41.4,35.4,3.2,Urban,26.3,3,0
Male,White,46,High School,2.6,60.3,45.9,1.3,Suburban,88.9,2,0
Male,White,35,Bachelors,2.6,49.4,22.5,1.4,Urban,88.3,2,0
Male,Hispanic,27,PhD,3.1,84.9,28.1,3.7,Urban,89.3,3,0
Female,White,44,High School,2.2,42.7,43.5,2.8,Suburban,100.0,1,0
Male,White,32,High School,0.7,4.2,44.8,2.3,Suburban,68.9,1,0
Female,White,40,Masters,0.9,98.9,75.4,3.5,Suburban,56.2,2,0
Male,Hispanic,30,Bachelors,0.2,95.2,30.2,1.0,Urban,84.4,4,0
Male,Asian,28,Masters,3.7,59.8,77.8,4.1,Rural,43.6,3,1
Male,Asian,35,Masters,17.8,89.6,71.1,3.1,Urban,61.9,4,1
Female,White,35,PhD,0.7,46.8,22.6,3.2,Rural,76.9,1,0
Female,Asian,39,Bachelors,15.3,49.3,32.1,4.3,Urban,60.0,3,1
Female,Black,32,Masters,5.9,78.5,45.2,1.0,Urban,71.9,1,0
Male,Hispanic,22,Bachelors,5.0,46.6,48.8,2.3,Urban,12.3,4,0
Male,Hispanic,30,Masters,5.1,89.4,37.4,5.0,Urban,42.0,3,0
Female,White,42,Bachelors,9.6,48.8,76.7,3.0,Urban,88.2,1,1
Male,Asian,32,High School,0.7,82.9,65.6,1.1,Rural,64.6,3,0
Male,White,32,Bachelors,4.3,84.9,62.2,3.2,Urban,59.8,4,1
