Gender,Race,Age,Education_Level,Experience_Years,Technical_Skills,University_Prestige,Location,Interview_Score,Salary_Expectation,Name_Complexity,Hiring_Decision
Male,Black,55,PhD,4.9,45.3,1.8,Rural,88.2,85679,2,0
Female,Asian,26,High School,6.0,66.0,1.2,Rural,26.5,86077,4,0
Male,White,56,Bachelors,3.1,88.1,1.5,Urban,48.9,80154,1,1
Female,Asian,35,Bachelors,2.9,77.4,3.0,Suburban,30.3,80048,3,0
Male,Asian,48,Masters,0.1,100.0,4.2,Rural,79.2,79519,4,1
Female,Asian,31,High School,10.8,26.9,3.2,Urban,70.5,87157,3,0
Male,Asian,31,High School,0.4,78.2,2.4,Urban,33.3,75652,3,0
Male,Hispanic,38,Masters,1.6,54.5,1.7,Urban,47.9,72136,3,0
Male,White,34,Masters,15.4,67.6,1.7,Urban,59.8,113895,2,1
Male,Hispanic,32,Bachelors,9.8,33.4,3.8,Urban,70.4,89500,3,0
Female,White,25,Bachelors,1.2,79.5,1.1,Urban,41.2,76729,1,0
Male,Hispanic,38,Masters,7.2,89.0,1.0,Rural,68.9,95748,4,0
Male,White,39,Masters,5.4,94.8,1.7,Suburban,62.7,104275,1,1
Male,Black,39,High School,15.0,44.9,2.8,Rural,56.7,102648,1,0
Female,White,44,Bachelors,2.5,87.5,3.4,Urban,60.3,82821,2,1
Male,White,42,High School,6.6,65.6,2.1,Urban,65.5,96131,1,1
Female,White,34,Bachelors,0.5,73.9,3.9,Urban,74.9,75393,4,0
Male,Hispanic,30,PhD,1.2,100.0,4.0,Urban,67.3,95537,4,0
Male,White,33,Masters,1.7,98.6,2.3,Suburban,35.0,87826,1,0
Male,White,46,Masters,14.5,100.0,1.0,Suburban,46.8,111201,2,1
Female,Hispanic,38,Bachelors,14.1,7.3,2.8,Urban,80.8,79975,3,0
Male,Black,29,Bachelors,1.4,69.3,2.1,Rural,43.8,75733,2,0
Male,Asian,22,High School,0.1,70.0,3.4,Urban,79.4,91658,4,0
Male,Black,28,High School,6.3,84.1,1.2,Suburban,57.9,94944,1,0
Male,White,51,Bachelors,1.5,79.8,1.3,Urban,39.7,88989,1,0
Male,White,31,High School,2.4,75.8,1.5,Suburban,70.3,77390,1,0
Female,Hispanic,22,Bachelors,1.4,62.4,1.0,Urban,33.2,73435,3,0
Female,White,22,Masters,3.5,67.1,2.2,Rural,47.0,74832,2,0
Male,Asian,22,Bachelors,1.2,42.6,3.8,Urban,26.0,67435,4,0
Female,Hispanic,38,Masters,2.7,57.1,1.0,Suburban,44.9,77484,3,0
Male,Black,28,High School,3.7,80.0,1.2,Rural,57.9,92339,2,0
Female,Hispanic,53,Bachelors,0.0,51.4,1.9,Suburban,63.7,69410,3,0
Male,White,36,Bachelors,8.4,100.0,2.5,Urban,26.4,108945,2,1
Male,White,45,PhD,0.2,100.0,1.3,Rural,33.6,97079,1,1
Female,Black,37,Masters,0.5,42.9,2.7,Suburban,62.8,61894,2,0
Male,White,50,Bachelors,2.2,45.2,3.1,Urban,87.2,73812,1,1
Male,White,26,Bachelors,8.8,54.4,2.6,Suburban,78.0,104452,1,1
Female,White,37,Bachelors,12.5,83.9,4.3,Urban,65.3,100057,2,1
Male,White,45,High School,1.2,72.7,2.1,Urban,23.2,72205,1,1
Female,White,22,PhD,10.2,49.8,1.5,Rural,49.1,88765,4,0
Female,White,45,Masters,6.1,54.2,3.9,Suburban,74.2,89660,1,0
Male,Hispanic,31,Masters,2.2,83.9,1.0,Rural,53.8,73362,3,0
Male,Asian,37,Masters,2.5,87.0,4.2,Urban,40.2,81151,3,1
Female,Hispanic,22,Masters,0.2,80.9,3.0,Urban,29.0,73721,4,0
Male,White,26,Bachelors,25.0,40.8,3.7,Urban,61.5,127770,1,1
Female,White,44,Bachelors,7.9,92.1,4.2,Rural,87.4,90419,1,1
Female,White,37,Bachelors,17.1,38.1,1.1,Urban,60.7,97100,3,0
Male,Black,34,High School,3.9,38.2,1.0,Urban,73.5,76523,1,0
Male,White,22,High School,9.6,47.8,2.7,Urban,83.1,93238,1,1
Female,Black,37,Bachelors,1.0,20.3,1.0,Suburban,36.8,60205,1,0
Male,Asian,41,High School,16.8,88.5,1.1,Suburban,22.5,114196,3,1
Female,Asian,27,Masters,16.0,44.3,2.3,Suburban,80.6,96707,4,1
Female,Asian,31,PhD,0.7,93.4,1.3,Urban,15.0,88769,3,0
Male,Hispanic,28,Masters,2.3,65.0,1.3,Rural,66.1,80235,3,0
Male,White,36,Bachelors,1.4,72.8,3.4,Suburban,87.9,77766,4,1
Male,White,34,High School,25.0,75.2,2.9,Suburban,26.8,135258,2,1
Female,White,31,PhD,1.7,92.3,1.1,Suburban,84.1,79230,1,0
Female,White,40,High School,10.0,44.6,2.0,Urban,82.7,91253,1,1
Male,Asian,30,Bachelors,15.1,90.8,1.1,Suburban,76.1,109943,3,1
Male,White,37,High School,4.1,48.0,1.5,Suburban,63.5,82359,1,0
Female,Hispanic,40,High School,4.0,54.5,3.1,Suburban,49.5,69189,4,0
Male,White,35,Masters,3.7,89.6,2.8,Rural,91.5,89372,2,1
Female,Black,22,Bachelors,3.7,24.1,5.0,Urban,41.3,69044,1,0
Female,White,29,High School,5.8,57.6,1.3,Rural,68.3,90957,1,0
Male,Asian,31,PhD,5.2,96.9,2.6,Rural,92.4,101944,3,1
Female,White,32,High School,5.0,66.5,1.4,Suburban,69.5,82497,1,0
Male,White,37,High School,1.5,40.7,4.5,Urban,56.6,68818,1,1
Male,Hispanic,23,High School,1.5,98.9,1.5,Urban,78.2,96245,3,0
Female,Hispanic,22,PhD,0.3,82.0,2.1,Urban,65.2,74327,4,0
Female,Asian,42,Masters,2.1,32.4,3.2,Suburban,43.7,57809,4,0
Male,Hispanic,36,Bachelors,3.0,52.4,3.3,Rural,51.2,76172,3,0
Male,White,44,High School,8.8,83.5,2.3,Urban,68.6,94870,1,1
Male,White,28,Bachelors,5.6,83.5,1.2,Rural,5.9,101330,1,0
Male,White,40,Bachelors,5.4,74.2,2.6,Suburban,82.8,89773,1,1
Female,White,42,Bachelors,4.6,76.7,2.4,Urban,90.3,85303,1,1
Male,Hispanic,42,Masters,3.0,62.3,5.0,Rural,72.0,73677,3,0
Male,Asian,39,PhD,12.3,97.5,4.0,Urban,44.7,107485,4,1
Female,Asian,24,High School,5.1,50.6,2.4,Urban,65.7,80181,3,0
Female,Asian,49,Bachelors,0.8,39.3,2.5,Urban,15.8,62022,3,0
Female,Asian,50,Masters,4.9,87.4,2.7,Rural,66.0,90671,3,0
Female,Black,47,Bachelors,7.5,73.8,2.9,Urban,65.9,91197,1,0
Female,Asian,38,Masters,2.0,27.7,1.2,Urban,54.6,61442,3,0
Female,White,41,High School,5.6,50.8,3.2,Suburban,29.2,82530,2,0
Male,White,23,Masters,2.5,44.6,3.0,Suburban,100.0,73284,1,1
Male,White,32,Masters,0.1,97.1,1.0,Urban,88.6,85896,1,1
Female,Asian,22,PhD,2.0,88.1,1.7,Urban,47.5,94813,3,0
Female,White,45,Masters,5.6,33.4,1.6,Urban,41.2,74592,3,0
Male,White,44,Masters,2.8,80.0,1.0,Urban,42.2,88907,1,1
Female,Asian,31,Bachelors,5.7,65.4,2.3,Urban,96.7,90437,4,1
Female,Asian,22,Masters,4.0,100.0,5.0,Rural,55.0,92654,3,0
Male,White,30,Bachelors,9.4,63.8,4.0,Urban,96.7,91076,3,1
Female,White,36,Masters,4.6,100.0,2.2,Urban,72.1,92373,1,0
Female,Black,26,Bachelors,1.6,89.9,1.0,Rural,49.7,92318,1,0
Male,Asian,26,High School,11.0,82.4,1.0,Rural,100.0,100727,4,1
Female,White,41,High School,4.3,58.7,2.9,Suburban,79.9,78965,1,0
Female,White,45,Bachelors,1.8,63.6,2.9,Urban,49.2,83105,1,0
Male,White,47,Masters,0.2,99.0,2.7,Urban,6.6,76827,1,0
Male,Asian,45,Bachelors,0.2,63.8,1.8,Urban,78.9,77913,3,0
Male,White,49,Bachelors,8.3,69.5,1.4,Rural,86.4,90196,3,1
Female,White,22,High School,6.0,83.0,1.0,Rural,68.3,89032,1,0
Female,Hispanic,32,High School,2.9,81.0,3.8,Urban,47.7,86260,4,0
Female,White,33,High School,0.7,53.5,1.4,Suburban,61.5,70042,1,0
Female,White,33,Bachelors,5.3,77.1,1.0,Suburban,74.8,80017,3,0
Male,Hispanic,37,High School,4.3,39.4,1.8,Urban,31.6,76445,3,0
Male,Asian,45,Masters,5.9,100.0,2.4,Suburban,90.6,98181,3,1
Female,Black,24,PhD,2.6,95.6,1.2,Urban,80.9,82556,1,0
Female,Black,30,Bachelors,2.7,74.4,1.0,Suburban,66.9,80696,1,0
Male,White,32,Bachelors,4.4,62.2,4.2,Urban,84.5,80591,3,1
Male,Black,36,PhD,3.1,89.6,1.0,Suburban,42.1,94510,1,0
Male,Black,22,Bachelors,1.8,84.7,1.6,Urban,27.1,78830,1,0
Male,Hispanic,43,Bachelors,3.7,40.9,3.1,Suburban,76.9,81944,3,0
Female,White,32,Masters,6.1,88.4,3.3,Suburban,70.7,95890,2,1
Male,White,26,Masters,4.8,99.2,4.1,Urban,92.2,103511,1,1
Female,Black,42,Masters,3.6,95.7,1.3,Rural,97.7,92845,1,0
Male,White,33,Bachelors,3.2,63.9,3.1,Urban,34.0,81286,1,0
Male,White,25,Masters,8.1,85.5,2.9,Urban,25.2,109910,3,0
Male,Black,55,PhD,2.3,96.5,4.2,Urban,20.2,82989,2,0
Female,White,29,Bachelors,1.8,75.5,2.3,Urban,78.2,83149,2,1
Male,Black,28,Bachelors,3.3,63.9,4.7,Urban,55.3,74545,2,0
Female,White,51,PhD,13.3,95.5,2.7,Urban,47.7,116536,1,1
Male,Hispanic,38,High School,0.9,87.1,1.3,Suburban,83.5,93691,3,0
Male,Black,28,Bachelors,2.7,45.6,1.8,Suburban,47.1,77947,2,0
Female,White,42,Masters,2.1,84.8,1.2,Urban,83.6,82898,3,0
Female,White,26,Bachelors,2.4,41.3,1.3,Urban,88.2,69136,1,0
Male,Black,31,Masters,5.5,65.6,2.9,Rural,19.5,86635,2,0
Male,Asian,38,Masters,2.3,34.5,2.5,Urban,42.9,74913,3,0
Male,Hispanic,45,Masters,5.0,80.7,2.1,Urban,47.2,88235,3,0
Female,White,22,High School,6.0,81.6,5.0,Suburban,43.9,91878,1,0
Male,White,42,High School,13.1,70.4,2.1,Suburban,100.0,109709,1,1
Male,White,28,High School,1.2,73.7,1.1,Suburban,72.4,81907,1,1
Female,Asian,36,Bachelors,5.4,79.9,1.7,Suburban,23.5,78676,3,0
Male,White,30,Masters,21.7,92.2,1.0,Urban,71.0,128194,1,1
Female,White,41,Bachelors,19.9,47.5,5.0,Suburban,71.6,119535,1,1
Female,White,29,PhD,17.2,97.9,4.4,Suburban,66.6,110195,2,1
Male,Black,33,Masters,20.1,93.7,4.0,Urban,42.3,126246,4,1
Male,Hispanic,35,Masters,2.7,86.6,1.0,Urban,46.5,79855,3,0
Female,Asian,37,Masters,1.5,79.7,3.7,Rural,68.3,70942,3,0
Female,White,35,Masters,6.4,60.5,3.3,Urban,84.4,90674,3,1
Female,Hispanic,44,PhD,1.2,46.5,1.7,Urban,42.5,71721,3,0
Male,Hispanic,27,Bachelors,0.1,45.7,2.2,Urban,28.1,70200,4,0
Male,Black,24,PhD,1.9,67.8,3.2,Suburban,53.0,78545,1,0
Female,Asian,28,Masters,0.2,44.5,2.6,Urban,28.5,68086,3,0
Male,White,44,Masters,0.7,64.2,3.3,Rural,72.8,76841,1,1
Female,White,40,Masters,3.3,97.4,2.4,Urban,47.5,87809,3,0
Male,White,48,Masters,6.4,39.3,2.4,Urban,17.7,79548,1,0
Female,Asian,23,Masters,0.6,100.0,1.4,Rural,22.9,78845,4,0
Male,White,22,High School,5.5,53.8,4.4,Suburban,76.4,78150,2,1
Female,Asian,23,High School,1.8,54.0,1.9,Suburban,66.7,72340,3,0
Male,Hispanic,22,High School,3.3,66.3,5.0,Urban,74.2,78854,3,0
Male,White,35,Masters,19.4,70.2,1.6,Suburban,88.0,122216,2,1
Female,White,34,PhD,3.9,69.3,2.4,Urban,59.0,79669,2,0
Female,White,51,High School,13.2,64.5,3.9,Rural,71.8,90297,3,1
Female,Hispanic,54,Masters,0.7,70.7,3.4,Suburban,80.7,71965,4,0
Female,White,29,Bachelors,4.6,81.1,1.6,Rural,94.3,89830,4,1
Female,Black,47,PhD,0.7,65.5,2.8,Urban,59.8,70053,1,0
Male,White,45,Bachelors,5.4,86.6,1.7,Rural,47.0,96498,1,1
Female,Black,40,Bachelors,9.6,51.0,2.8,Suburban,56.3,82227,1,0
Male,Asian,50,Masters,3.6,42.4,1.0,Urban,63.4,75533,3,0
Male,White,33,Masters,18.0,65.9,2.7,Urban,77.7,114627,4,1
Female,White,27,High School,0.3,46.6,1.6,Suburban,12.1,68634,1,0
Male,Hispanic,41,Masters,5.6,87.3,1.0,Urban,43.6,96109,3,0
Female,White,42,Masters,5.4,46.8,4.9,Urban,81.2,81022,1,1
Male,Black,28,High School,0.7,64.1,5.0,Urban,50.4,81399,1,0
Male,White,30,Masters,6.4,65.1,1.0,Urban,45.7,85075,1,0
Male,White,22,Bachelors,7.8,66.4,2.6,Urban,16.4,90733,1,1
Male,Asian,32,Masters,1.9,54.5,1.1,Urban,86.1,70652,4,0
Female,White,26,Masters,0.4,100.0,1.3,Suburban,38.9,88915,1,0
Female,Hispanic,38,Bachelors,14.5,96.6,1.0,Urban,66.7,107924,3,0
Male,Hispanic,30,Masters,0.9,74.7,1.1,Urban,18.9,68070,3,0
Male,White,22,PhD,7.4,75.9,3.2,Urban,77.3,95650,1,1
Female,White,41,Bachelors,1.3,28.9,1.2,Urban,49.3,59989,1,0
Male,Asian,47,Masters,1.8,64.0,5.0,Urban,69.1,81103,4,1
Male,Black,40,High School,3.5,76.0,1.0,Rural,15.1,89104,2,0
Female,Black,49,Bachelors,1.0,100.0,1.7,Suburban,29.1,86786,2,0
Female,Asian,22,High School,9.3,92.9,2.8,Urban,53.2,98290,3,1
Female,Hispanic,25,Bachelors,0.1,54.0,2.6,Rural,35.0,69018,3,0
Female,Black,50,High School,2.1,47.1,4.3,Rural,46.3,78183,2,0
Female,White,36,Bachelors,2.9,100.0,2.1,Suburban,44.9,83071,1,0
Male,Hispanic,43,Masters,3.1,85.8,3.6,Urban,64.1,82562,4,0
Female,Black,31,Bachelors,1.3,42.6,1.2,Suburban,37.8,60954,2,0
Female,Asian,34,Masters,7.5,54.4,2.9,Urban,33.1,91475,3,0
Female,Black,35,High School,2.9,58.5,1.9,Rural,34.4,75623,1,0
Male,White,33,Bachelors,8.5,84.6,2.7,Urban,75.8,93233,1,1
Male,Black,30,Masters,0.9,78.8,5.0,Urban,49.3,83239,1,0
Female,White,22,High School,0.0,63.6,1.3,Suburban,0.0,63446,1,0
Male,Black,29,Bachelors,5.8,82.5,1.4,Rural,35.9,95436,1,0
Female,White,28,High School,1.7,75.0,2.0,Suburban,76.4,78763,3,0
Female,Asian,48,PhD,5.2,100.0,3.5,Suburban,70.7,96288,4,1
Female,Black,22,Masters,2.2,75.4,1.9,Suburban,35.4,83981,1,0
Male,Hispanic,42,High School,13.7,70.6,2.2,Suburban,42.2,114113,4,1
Female,Black,22,High School,0.3,78.3,1.9,Suburban,45.2,82289,1,0
Female,Asian,37,High School,25.0,57.2,1.1,Rural,76.7,115194,4,1
Female,White,22,Bachelors,2.3,46.5,2.3,Rural,64.4,79633,1,0
Male,White,36,PhD,0.3,100.0,4.4,Suburban,61.7,82630,1,1
Female,White,33,PhD,1.3,48.6,3.8,Urban,48.8,68942,1,0
Female,White,22,High School,0.5,64.0,3.0,Suburban,94.3,80794,1,0
Female,Asian,36,Masters,0.8,88.1,2.7,Urban,39.7,78079,3,0
Male,Asian,44,High School,1.9,86.9,1.0,Rural,41.6,86000,3,0
Male,Asian,37,Masters,4.2,39.1,1.0,Urban,77.8,75808,3,0
Male,White,51,Bachelors,11.3,82.7,2.1,Urban,65.9,94551,2,1
Male,Black,34,Bachelors,3.9,30.3,4.9,Rural,57.5,74283,2,0
Male,White,36,Bachelors,6.6,74.7,3.9,Suburban,31.2,99946,1,1
Male,Black,36,Bachelors,17.6,47.8,1.0,Urban,45.0,110239,1,0
Female,White,33,High School,1.3,47.8,3.4,Rural,72.9,64793,2,0
Male,Hispanic,54,Bachelors,0.6,24.2,1.8,Urban,50.7,62675,3,0
Male,White,35,Masters,7.2,60.2,4.3,Suburban,75.9,90763,2,1
Male,Black,30,PhD,0.6,82.5,2.8,Urban,67.0,74331,1,0
Female,Asian,44,High School,3.4,98.2,3.4,Urban,54.0,85725,4,0
Female,White,43,Masters,3.7,100.0,1.0,Urban,47.3,92727,1,0
Female,White,40,Bachelors,1.8,72.7,4.2,Urban,53.2,68614,2,0
Female,White,37,Masters,3.8,79.8,1.2,Suburban,66.8,87587,2,1
Female,White,33,Bachelors,7.2,33.4,4.3,Urban,72.0,77347,1,1
Female,White,25,Bachelors,5.1,63.5,2.4,Urban,54.3,85918,1,0
Female,Black,33,PhD,3.8,71.1,2.1,Rural,21.7,81042,1,0
Female,Asian,32,PhD,5.7,66.9,2.3,Urban,42.8,79020,3,0
Female,Asian,40,Masters,4.1,96.8,1.2,Urban,72.5,93294,3,0
Male,Hispanic,31,High School,0.9,70.0,4.4,Suburban,89.7,70651,3,0
Female,White,24,Bachelors,2.1,70.5,2.6,Suburban,27.0,77520,1,0
Male,White,45,Bachelors,3.2,52.8,5.0,Rural,90.8,84340,1,1
Male,Asian,43,Bachelors,4.2,63.7,1.8,Rural,60.7,92506,4,0
Female,Asian,45,High School,6.0,94.0,1.4,Urban,58.8,94427,3,0
Female,Black,44,Bachelors,10.6,51.1,3.2,Suburban,47.0,89744,2,0
Female,White,31,High School,8.0,27.4,1.0,Suburban,54.8,75025,4,0
Female,White,37,Bachelors,1.4,38.9,4.6,Rural,70.7,71361,2,0
Male,Asian,42,Masters,5.3,55.5,2.6,Suburban,42.6,83606,3,0
Male,White,24,Bachelors,1.6,72.4,4.6,Urban,57.3,85669,3,1
Female,Asian,35,Masters,4.8,82.2,2.0,Urban,100.0,85717,3,0
Female,Hispanic,27,PhD,0.7,91.0,1.2,Rural,73.7,75794,4,0
Male,White,41,PhD,5.5,94.4,1.4,Urban,68.6,93450,1,1
Female,White,46,Masters,1.4,44.4,3.2,Urban,43.4,67111,2,0
Male,Black,37,Masters,3.6,63.0,3.6,Suburban,37.0,77391,2,0
Male,Hispanic,22,Masters,0.3,36.8,2.6,Urban,70.4,63886,3,0
Male,White,48,High School,2.4,58.0,3.6,Rural,52.5,82991,1,1
Male,White,57,Bachelors,1.2,88.6,1.7,Suburban,68.9,85452,1,1
Male,Asian,52,PhD,5.5,100.0,2.5,Urban,56.1,99632,3,1
Female,White,58,PhD,2.1,97.8,3.2,Urban,35.8,88438,2,0
Male,Asian,26,Bachelors,5.3,93.9,3.5,Suburban,51.5,91247,3,0
Female,Black,52,High School,4.8,57.2,1.8,Urban,39.2,81568,2,0
Male,White,39,Bachelors,3.1,71.1,1.0,Urban,86.0,85086,1,1
Male,Hispanic,23,Masters,5.3,82.5,1.2,Urban,74.9,81264,4,0
Male,White,32,Bachelors,0.0,63.8,2.2,Urban,72.9,74673,3,0
Male,White,22,Masters,7.9,48.7,5.0,Suburban,75.0,81497,1,1
Female,White,23,Masters,11.6,66.5,1.0,Urban,54.6,100419,1,1
Male,Asian,49,Bachelors,2.1,66.7,2.1,Suburban,42.0,75936,3,0
Male,Hispanic,32,PhD,2.7,87.3,1.0,Suburban,85.2,90117,4,0
Male,Hispanic,28,Masters,1.2,70.0,1.0,Suburban,29.5,81749,4,0
Female,Asian,36,Masters,3.2,80.2,3.8,Rural,43.8,83743,3,0
Female,White,37,Masters,10.8,62.6,2.6,Urban,75.8,95961,1,1
Female,White,35,High School,4.0,48.9,2.4,Suburban,85.6,76322,3,0
Female,White,22,Masters,2.4,92.8,1.6,Suburban,97.1,83251,1,1
Female,Black,41,High School,7.4,61.7,2.1,Rural,15.3,88223,1,0
Male,White,35,Masters,4.6,53.5,1.5,Rural,25.4,78168,2,0
Male,Asian,43,Masters,7.8,60.7,2.2,Urban,94.3,86101,3,1
Female,Black,44,Masters,2.3,93.0,4.4,Urban,28.7,84165,1,0
Male,White,36,High School,11.9,75.2,2.2,Urban,100.0,101331,2,1
Female,Hispanic,39,High School,0.9,46.5,1.0,Suburban,43.1,60427,3,0
Male,White,22,Bachelors,8.7,58.1,2.2,Rural,100.0,99765,1,1
Male,White,26,PhD,6.3,59.9,3.3,Rural,38.4,90619,1,0
Male,Black,41,Bachelors,1.7,73.1,1.8,Urban,57.3,79173,1,0
Female,Black,53,High School,0.3,98.2,1.9,Urban,20.3,75903,1,0
Male,Hispanic,26,Masters,2.4,100.0,1.0,Urban,25.4,83332,4,0
Male,Asian,34,High School,9.2,100.0,4.4,Urban,64.1,102784,3,1
Male,White,34,High School,2.0,65.2,1.0,Rural,24.2,90114,2,0
Male,White,31,Bachelors,7.4,45.8,1.5,Rural,31.6,85912,1,0
Male,Black,35,Masters,5.2,78.3,1.8,Urban,66.4,97743,1,0
Female,Asian,26,Bachelors,1.1,90.7,4.0,Urban,12.5,82157,3,0
Male,Asian,42,PhD,2.4,100.0,2.0,Urban,65.9,96276,4,1
Female,White,32,Masters,7.5,91.7,2.0,Suburban,24.4,90389,1,1
Male,Asian,57,PhD,1.3,86.8,1.7,Suburban,69.0,80667,3,0
Male,Hispanic,28,Masters,2.6,51.6,3.2,Rural,46.2,63390,3,0
Male,White,26,Bachelors,0.5,69.3,3.4,Urban,38.3,84862,1,0
Female,Asian,36,High School,1.1,64.4,3.6,Urban,50.1,69006,3,0
Male,White,23,Bachelors,1.1,72.6,4.1,Suburban,59.8,86260,1,1
Female,Black,22,Bachelors,4.5,60.3,1.9,Suburban,38.5,72880,1,0
Female,White,22,Bachelors,4.9,33.1,2.0,Urban,76.2,72090,3,0
Male,Asian,40,Masters,16.1,62.8,4.1,Rural,12.4,106070,4,1
Female,Hispanic,38,Masters,2.1,97.1,3.8,Rural,26.3,80977,3,0
Male,White,40,Bachelors,1.8,90.3,4.8,Urban,33.9,86042,1,1
Male,White,42,Masters,1.0,81.8,3.3,Urban,61.4,89777,2,1
Male,Black,33,PhD,2.6,95.9,2.7,Urban,74.9,84482,1,0
Female,Black,31,High School,0.5,32.7,1.2,Urban,69.6,59725,1,0
Female,White,38,Bachelors,6.1,83.8,2.5,Suburban,72.7,87367,3,1
Male,White,24,High School,3.4,63.9,4.6,Suburban,100.0,86957,3,1
Male,White,29,Bachelors,1.9,98.4,4.4,Rural,48.7,95695,1,1
Female,Hispanic,27,Bachelors,2.7,67.6,3.3,Rural,0.0,76296,4,0
Male,Black,33,Bachelors,1.4,81.3,3.5,Suburban,9.9,70601,1,0
Female,Hispanic,26,Masters,5.9,77.4,1.5,Suburban,51.5,80959,3,0
Female,White,29,Bachelors,1.6,88.5,1.2,Suburban,25.4,77942,1,0
Female,Hispanic,39,Masters,2.8,55.7,1.1,Urban,68.7,68420,3,0
Female,Black,33,High School,9.6,60.0,1.7,Urban,62.0,97907,2,0
Female,Asian,51,Masters,1.1,43.9,1.3,Urban,20.1,67796,3,0
Female,White,50,Bachelors,4.4,66.4,1.0,Rural,53.3,84342,1,0
Female,Asian,31,PhD,11.3,63.2,2.1,Suburban,74.5,100806,3,0
Female,Hispanic,37,High School,1.8,60.3,1.0,Urban,57.8,71138,3,0
Male,Black,50,Masters,4.3,85.7,1.2,Urban,37.3,90273,1,0
Male,White,24,High School,4.8,83.2,1.2,Suburban,96.6,87311,1,1
Male,Hispanic,39,Bachelors,0.9,47.6,3.4,Urban,54.7,68044,3,0
Female,White,39,Masters,5.6,87.9,4.4,Urban,81.4,81927,2,1
Female,Hispanic,33,Masters,0.5,45.1,3.1,Urban,84.7,61156,3,0
Female,White,23,Masters,1.1,80.0,2.9,Urban,67.3,67398,3,1
Female,White,38,PhD,0.8,100.0,2.1,Suburban,23.7,86693,2,0
Female,Black,36,Masters,1.8,44.3,1.3,Urban,9.8,78148,1,0
Female,White,36,Bachelors,6.8,67.5,1.9,Suburban,84.4,80654,1,0
Female,White,31,Bachelors,17.2,80.5,3.1,Urban,98.0,114534,2,1
Male,Hispanic,39,High School,2.4,38.3,3.9,Suburban,22.2,66276,3,0
Female,Asian,45,Masters,3.5,42.2,2.4,Suburban,66.1,71749,3,0
Female,Asian,45,Bachelors,7.4,62.6,2.9,Urban,12.6,83671,4,0
Male,White,46,PhD,4.4,83.9,4.5,Suburban,38.4,97694,1,1
Female,Black,23,Bachelors,9.8,48.0,1.4,Urban,69.4,88342,3,0
Male,White,22,Bachelors,7.4,100.0,3.8,Urban,61.7,95453,1,1
Male,Black,34,Bachelors,10.7,94.3,1.1,Suburban,65.8,101593,1,1
Male,White,47,Bachelors,1.4,97.7,1.4,Urban,10.8,81393,3,0
Male,White,38,Bachelors,2.9,50.3,2.8,Suburban,67.1,79436,1,1
Male,Black,38,Bachelors,3.0,58.5,2.3,Rural,49.2,79185,1,0
Female,White,44,Masters,0.7,100.0,2.9,Urban,100.0,83894,1,1
Female,Black,30,Bachelors,10.8,81.4,1.9,Urban,39.1,96595,1,0
Female,Hispanic,42,PhD,2.4,60.1,2.8,Urban,39.1,77632,3,0
Male,Black,22,Masters,4.0,45.5,3.2,Suburban,92.0,86317,2,0
Female,White,34,Bachelors,8.0,61.4,3.7,Suburban,46.2,88428,1,0
Male,White,38,Bachelors,6.1,62.4,5.0,Urban,80.0,95822,1,1
Female,White,36,PhD,0.9,38.6,1.0,Urban,61.9,73265,1,0
Female,Hispanic,37,Bachelors,3.8,84.4,2.0,Suburban,19.6,77170,3,0
Female,Hispanic,42,Masters,6.4,55.9,1.7,Urban,8.3,78798,4,0
Female,White,22,Bachelors,15.2,82.7,3.4,Urban,28.2,104270,1,1
Male,Hispanic,24,Bachelors,2.2,78.6,1.1,Rural,44.3,84140,3,0
Male,Asian,33,Masters,7.2,92.8,2.0,Urban,88.6,101548,3,1
Male,Hispanic,27,Bachelors,5.8,70.8,3.7,Urban,62.7,85201,3,0
Female,Hispanic,27,Masters,2.8,85.5,3.8,Urban,8.0,79561,3,0
Female,Hispanic,22,Bachelors,4.0,68.4,1.0,Urban,19.9,76987,3,0
Female,Asian,22,Bachelors,2.7,71.5,3.6,Rural,25.8,71428,3,0
Female,Hispanic,23,High School,2.4,95.4,1.0,Suburban,45.4,80887,4,0
Male,Hispanic,42,High School,4.9,70.7,2.2,Urban,81.7,88068,3,0
Female,Asian,49,PhD,2.1,79.2,5.0,Rural,22.2,73052,4,0
Male,Hispanic,44,Masters,1.5,66.2,1.0,Urban,22.5,82872,3,0
Female,Asian,27,Masters,4.0,62.9,1.5,Urban,42.0,76235,4,0
Male,White,50,Bachelors,6.7,71.0,1.6,Rural,100.0,93195,1,1
Male,Hispanic,52,Bachelors,3.2,69.7,1.0,Urban,30.3,84045,3,0
Female,Black,35,High School,5.9,78.0,3.9,Suburban,67.4,78035,1,0
Female,Hispanic,36,Bachelors,2.4,62.6,1.0,Rural,56.2,73654,3,0
Female,White,50,Masters,3.6,73.3,4.6,Urban,53.3,82129,1,0
Male,Hispanic,45,Bachelors,2.0,90.2,1.9,Rural,12.2,87590,4,0
Female,White,22,High School,0.5,20.8,2.2,Urban,95.1,62326,1,0
Female,White,28,High School,0.2,34.5,4.2,Urban,45.7,64805,1,0
Female,White,26,Masters,5.0,95.3,1.5,Urban,52.5,92198,1,0
Female,Black,28,Bachelors,3.4,49.1,3.6,Suburban,53.7,73500,2,0
Female,Hispanic,47,Bachelors,2.7,87.0,1.2,Suburban,27.8,93108,3,0
Female,Hispanic,39,Bachelors,9.4,91.0,4.8,Suburban,60.4,99678,3,1
