Gender,Race,Age_Group,Salary,Department,Zip_Code,Commute_Distance,Work_Schedule,Promotion_Rate,Training_Hours,Email_Response_Time,Employee_ID,Coffee_Cups_Daily,Desk_Location,Favorite_Color,Performance_Score,Network_Size,Years_Education,Promoted
Female,Black,Young,31116,Marketing,94501,23.1,Standard,0.1,51.4,16.4,9548,2,West,Red,53.7,64,17,0
Female,White,Middle,43483,Sales,94303,23.5,Flexible,0.3,50.2,10.4,4878,3,East,Blue,42.8,180,12,1
Male,Black,Middle,55864,Sales,94503,16.5,Standard,0.16,52.3,34.3,5987,3,South,Red,47.9,235,12,1
Female,White,Middle,42261,HR,94302,30.4,Standard,0.26,32.4,29.5,9878,3,South,Blue,54.0,132,14,0
Female,Black,Middle,43402,HR,94503,29.4,Flexible,0.1,59.8,12.5,9607,1,North,Red,56.1,94,12,0
Male,Black,Young,41599,Engineering,94502,17.3,Standard,0.35,51.8,30.7,8917,3,South,Blue,77.9,161,19,1
Female,White,Middle,43256,Marketing,94304,27.0,Flexible,0.09,28.5,32.0,3055,2,South,Green,63.8,86,12,0
Male,Asian,Middle,61927,Engineering,94403,16.3,Standard,0.4,28.6,20.9,2401,3,West,Blue,49.1,160,18,0
Female,Hispanic,Middle,39236,Sales,94601,28.9,Flexible,0.1,54.7,20.6,6190,5,South,Red,51.7,155,14,0
Male,Asian,Senior,76321,Engineering,94402,11.8,Standard,0.44,48.1,39.3,6851,4,North,Red,53.3,216,14,1
Male,White,Young,65008,Engineering,94304,12.2,Standard,0.7,61.0,34.1,9319,4,North,Blue,47.5,113,15,1
Male,Black,Young,54060,Engineering,94502,11.2,Standard,0.49,44.6,18.1,6082,4,West,Yellow,57.1,149,13,1
Female,Hispanic,Middle,31589,Marketing,94603,28.8,Flexible,0.1,36.3,15.9,8352,1,North,Green,49.9,85,20,0
Male,White,Senior,81574,Marketing,94304,9.1,Standard,0.7,19.2,22.2,6429,2,North,Red,60.6,118,12,1
Male,Asian,Middle,61518,Sales,94404,24.6,Standard,0.45,37.1,26.1,10282,3,West,Green,44.0,233,18,0
Male,White,Young,56947,Engineering,94301,9.5,Standard,0.7,51.7,28.2,9941,3,North,Yellow,53.4,161,21,0
Female,White,Young,53471,Marketing,94304,29.3,Flexible,0.54,65.0,11.0,6274,2,South,Yellow,43.5,80,13,1
Male,Asian,Young,53823,Engineering,94403,12.9,Standard,0.32,47.2,19.1,5986,1,North,Blue,71.3,139,21,1
Male,Asian,Middle,58720,Engineering,94402,17.0,Standard,0.38,36.7,9.0,10491,0,East,Yellow,70.2,161,12,1
Female,Asian,Middle,36751,HR,94404,16.5,Flexible,0.27,42.9,27.1,9731,1,East,Yellow,65.4,74,20,0
Male,Hispanic,Middle,50516,Sales,94603,5.8,Standard,0.37,48.5,24.4,2843,0,West,Red,77.0,197,16,1
Female,White,Young,39664,Marketing,94301,30.4,Flexible,0.31,65.5,19.2,8064,2,West,Green,52.9,78,13,1
Male,White,Young,58529,Marketing,94302,12.8,Standard,0.7,43.0,20.6,8447,2,South,Blue,36.7,136,19,1
Female,Hispanic,Middle,27067,HR,94601,27.9,Flexible,0.1,38.3,19.7,7366,5,North,Yellow,47.4,81,12,1
Male,White,Senior,83999,Sales,94301,6.7,Standard,0.7,36.4,27.3,2447,1,West,Blue,63.2,209,12,1
Male,Black,Middle,51781,Engineering,94504,19.9,Standard,0.13,37.3,14.5,2414,2,West,Yellow,72.5,162,12,1
Female,Black,Senior,60437,HR,94502,15.9,Flexible,0.1,28.8,15.1,3703,0,East,Yellow,48.1,80,14,0
Male,White,Middle,58260,Marketing,94304,8.9,Flexible,0.7,37.4,15.9,10104,4,East,Red,65.2,60,16,1
Female,White,Young,50669,HR,94301,26.2,Standard,0.15,37.8,1.0,4216,2,North,Yellow,48.8,49,19,0
Male,Black,Young,50196,Engineering,94503,19.7,Flexible,0.48,43.9,38.2,1716,4,West,Red,63.5,119,13,1
Male,Asian,Middle,58565,Engineering,94402,18.2,Flexible,0.32,27.7,29.4,8334,3,East,Blue,51.0,198,20,1
Male,Asian,Middle,68570,Sales,94401,14.3,Standard,0.44,40.1,17.5,6446,2,South,Blue,55.6,183,14,0
Female,Black,Middle,32576,HR,94504,14.3,Flexible,0.1,36.1,22.9,9494,2,East,Red,55.4,48,16,0
Male,White,Middle,66137,Sales,94301,9.7,Flexible,0.7,34.5,14.7,4347,1,North,Red,63.6,233,16,1
Male,White,Middle,62398,HR,94304,11.5,Flexible,0.7,40.2,28.0,1540,0,East,Green,58.5,112,12,1
Male,White,Young,57140,Sales,94303,13.7,Standard,0.7,25.3,43.2,3213,2,West,Yellow,65.7,179,17,1
Male,White,Senior,73421,Sales,94303,15.7,Standard,0.7,31.8,31.6,3452,2,West,Red,49.1,280,16,1
Male,White,Middle,54834,HR,94304,14.4,Flexible,0.7,41.9,8.2,5141,3,South,Red,51.6,62,14,1
Female,White,Middle,50653,Marketing,94303,12.5,Flexible,0.24,49.7,8.7,10296,4,East,Yellow,44.7,102,16,1
Male,White,Middle,68671,Engineering,94303,2.0,Flexible,0.7,46.1,12.1,5962,2,South,Blue,44.8,159,20,0
Female,White,Middle,45457,HR,94304,19.5,Flexible,0.21,52.7,17.6,3469,2,East,Blue,57.4,13,16,0
Male,White,Young,60719,HR,94304,12.4,Standard,0.7,35.7,23.5,3516,0,East,Red,66.6,107,21,1
Female,Black,Middle,38882,Sales,94504,24.8,Flexible,0.1,50.5,32.3,2944,1,East,Yellow,47.9,183,18,0
Female,Black,Middle,35366,Marketing,94501,15.7,Standard,0.1,43.0,10.1,1723,3,North,Red,63.2,70,20,0
Male,White,Middle,65498,Engineering,94301,8.1,Standard,0.7,34.6,24.2,5611,0,North,Green,61.0,133,12,1
Female,Hispanic,Young,36458,Marketing,94601,25.3,Flexible,0.1,51.1,1.0,9515,1,West,Yellow,51.9,69,15,1
Male,White,Young,60677,Engineering,94304,21.7,Flexible,0.7,81.3,15.8,2907,1,North,Yellow,63.2,184,13,1
Female,Asian,Young,39503,Marketing,94402,13.2,Flexible,0.29,51.5,10.3,1765,0,South,Red,59.3,117,17,1
Female,White,Middle,40273,Sales,94304,19.2,Standard,0.38,40.8,3.9,7971,2,South,Green,55.3,174,14,0
Male,Asian,Senior,62204,Engineering,94401,15.6,Standard,0.44,43.6,30.1,5010,3,West,Red,45.4,182,14,1
Male,White,Young,66170,Engineering,94302,19.7,Flexible,0.7,47.8,18.8,9378,2,North,Yellow,85.6,182,15,1
Male,Asian,Middle,57266,Engineering,94401,10.4,Standard,0.32,32.1,25.4,2941,4,West,Green,65.2,128,16,1
Male,White,Middle,57998,Marketing,94303,20.8,Standard,0.7,54.0,12.9,6796,2,North,Red,32.2,119,20,1
Male,Asian,Middle,48241,Engineering,94401,15.2,Flexible,0.37,25.6,33.4,6860,2,North,Yellow,78.8,119,16,1
Male,White,Young,56799,Sales,94302,18.3,Standard,0.7,50.4,16.4,3006,3,East,Blue,60.1,182,17,1
Male,White,Young,56141,Sales,94303,11.5,Standard,0.7,49.4,32.9,9910,2,West,Blue,61.1,229,21,0
Female,Asian,Young,39026,Engineering,94401,24.5,Flexible,0.29,41.7,29.6,7648,2,West,Green,44.0,105,19,1
Male,White,Senior,81664,Engineering,94304,4.2,Flexible,0.7,21.8,26.1,8773,0,West,Blue,60.9,158,18,1
Male,Hispanic,Middle,50611,Engineering,94602,12.3,Standard,0.45,38.7,26.8,10310,2,North,Yellow,62.8,85,18,1
Female,White,Young,38193,HR,94304,21.5,Standard,0.45,53.7,12.9,6558,3,West,Green,42.0,150,19,1
Male,White,Young,53510,Marketing,94304,15.7,Standard,0.7,60.5,11.0,5664,2,South,Yellow,70.1,141,19,1
Male,Asian,Young,51501,HR,94401,27.0,Standard,0.22,42.3,25.5,6678,1,South,Blue,66.8,52,17,1
Male,White,Young,69052,Marketing,94303,27.8,Standard,0.7,42.2,25.7,6482,1,West,Blue,64.5,97,21,1
Female,White,Middle,52463,HR,94302,21.1,Standard,0.34,55.3,18.0,3735,3,East,Red,55.1,68,20,1
Female,Asian,Middle,38738,Marketing,94403,30.4,Flexible,0.2,35.3,14.4,8019,2,South,Red,37.5,115,14,1
Male,Asian,Middle,48117,Engineering,94402,9.5,Flexible,0.38,36.7,17.1,7684,4,North,Yellow,67.1,190,16,0
Female,Hispanic,Middle,35640,HR,94603,25.0,Flexible,0.1,52.2,9.2,8456,3,North,Red,66.5,41,12,0
Male,White,Middle,60234,Engineering,94302,11.6,Standard,0.7,23.5,31.6,6993,0,North,Red,62.8,173,12,1
Female,Black,Young,36584,Engineering,94502,20.7,Standard,0.1,38.0,15.4,6992,1,East,Green,43.4,200,17,0
Female,White,Middle,48706,Marketing,94301,36.3,Flexible,0.26,53.9,13.4,9070,2,North,Yellow,66.3,151,20,1
Female,White,Middle,47258,Engineering,94303,21.1,Flexible,0.22,34.0,26.0,5812,2,West,Red,56.8,134,16,0
Male,Asian,Young,52417,HR,94401,11.8,Flexible,0.1,44.7,19.8,1933,0,East,Green,59.8,94,13,0
Male,White,Middle,61470,Sales,94303,10.0,Standard,0.7,35.5,19.2,10785,1,East,Red,57.3,169,18,1
Male,White,Senior,84269,Engineering,94304,6.2,Standard,0.7,31.8,33.1,4043,0,East,Yellow,58.3,183,16,1
Female,White,Young,41379,Sales,94303,15.9,Flexible,0.41,45.4,11.8,7876,1,North,Yellow,51.1,220,21,0
Male,Asian,Senior,79499,Engineering,94401,11.1,Flexible,0.32,36.4,15.2,2849,1,North,Blue,45.1,138,12,1
Female,Hispanic,Young,32236,Marketing,94602,24.0,Standard,0.1,62.5,5.9,5940,6,East,Green,54.8,91,19,0
Female,Black,Middle,44980,HR,94503,24.7,Standard,0.1,32.0,20.8,6829,5,West,Blue,40.0,98,18,0
Male,White,Middle,53365,Sales,94302,14.9,Flexible,0.7,34.1,19.3,1859,3,North,Yellow,57.7,237,18,1
Female,Asian,Middle,48779,Sales,94403,20.2,Standard,0.33,40.3,35.9,6264,1,North,Green,37.3,187,20,0
Female,Black,Young,26645,HR,94501,19.7,Standard,0.1,65.7,16.3,8512,2,South,Blue,51.6,76,21,0
Female,White,Middle,53965,Engineering,94304,23.8,Flexible,0.38,37.0,26.2,3677,1,West,Red,45.1,199,16,0
Female,White,Senior,59292,Marketing,94304,17.7,Standard,0.22,26.0,14.0,6057,2,North,Green,46.7,106,12,1
Female,White,Young,45948,Sales,94304,19.8,Flexible,0.21,29.8,27.5,2766,2,North,Yellow,54.3,209,19,0
Male,White,Senior,71854,Sales,94302,8.6,Standard,0.7,27.4,35.6,9635,2,East,Green,61.5,218,12,1
Female,Asian,Middle,36250,HR,94401,30.7,Flexible,0.35,31.3,16.8,4538,3,East,Green,47.0,105,14,0
Male,White,Senior,84488,Engineering,94303,19.9,Standard,0.7,23.1,22.7,6881,3,South,Blue,69.2,156,16,1
Female,White,Young,50140,HR,94301,21.9,Flexible,0.42,50.7,19.3,8864,0,West,Yellow,57.7,104,19,1
Female,Hispanic,Middle,36196,Marketing,94603,19.3,Flexible,0.1,37.4,23.2,6940,2,South,Yellow,56.1,94,14,1
Male,Asian,Young,61705,Engineering,94404,14.8,Standard,0.35,64.3,31.9,4806,2,West,Yellow,54.2,121,21,1
Female,Black,Senior,60224,HR,94502,23.7,Standard,0.1,37.2,16.0,10170,3,East,Green,23.9,47,14,0
Male,White,Middle,56579,HR,94304,14.8,Flexible,0.7,50.1,32.4,9823,1,East,Green,54.7,110,20,1
Male,White,Middle,53005,Engineering,94302,16.8,Standard,0.7,38.3,25.6,2891,0,West,Yellow,75.7,161,12,1
Male,White,Young,59931,Engineering,94301,11.7,Flexible,0.7,41.2,36.6,2996,2,West,Green,87.3,150,15,1
Female,White,Senior,62113,Sales,94301,12.2,Flexible,0.46,41.2,23.7,4141,1,West,Green,55.0,146,16,0
Female,White,Middle,46943,Marketing,94302,26.8,Flexible,0.36,28.7,9.8,7660,2,West,Yellow,54.7,79,18,0
Female,Black,Middle,37740,HR,94501,24.0,Flexible,0.1,51.6,26.7,8100,0,West,Green,66.3,114,12,1
Male,White,Middle,56591,Engineering,94304,18.3,Flexible,0.7,32.5,24.1,3475,0,South,Blue,75.7,155,18,1
Female,White,Senior,68520,Engineering,94301,9.4,Standard,0.35,42.4,18.7,5532,4,East,Blue,44.9,165,18,0
Female,White,Middle,48270,Sales,94302,32.2,Flexible,0.38,43.8,25.2,7869,1,East,Yellow,61.3,178,14,1
Male,Black,Young,53616,Engineering,94503,16.3,Standard,0.28,40.3,17.8,9911,1,South,Blue,79.5,118,21,1
Male,Black,Senior,67961,Sales,94501,1.0,Standard,0.18,47.1,22.5,4375,1,South,Blue,39.4,232,18,0
Male,Black,Middle,53899,Engineering,94501,19.9,Standard,0.3,59.2,19.8,9574,3,North,Red,74.5,112,16,1
Female,White,Middle,47600,Marketing,94304,21.1,Flexible,0.37,32.5,26.5,8967,1,East,Green,62.5,125,14,0
Female,White,Young,48200,Marketing,94302,23.2,Flexible,0.21,43.5,18.4,8228,2,North,Green,49.9,57,17,0
Female,White,Senior,73388,HR,94304,15.6,Flexible,0.16,35.7,22.1,2298,1,South,Green,51.4,94,14,0
Male,White,Young,61638,HR,94303,14.5,Standard,0.7,58.7,25.3,7309,4,East,Green,68.4,87,19,1
Female,Asian,Middle,39965,HR,94403,22.8,Flexible,0.23,52.2,24.9,3983,1,North,Blue,58.2,85,12,1
Male,Hispanic,Senior,64447,Sales,94601,1.6,Standard,0.43,31.4,20.2,5182,1,South,Green,62.4,218,14,0
Male,Black,Young,55639,Engineering,94501,19.3,Standard,0.35,51.4,33.6,4215,3,East,Yellow,52.2,137,19,1
Female,Hispanic,Senior,56786,Engineering,94603,18.6,Flexible,0.1,31.5,29.3,7459,1,West,Red,64.8,176,16,1
Male,Black,Middle,58350,Engineering,94501,17.2,Standard,0.29,35.9,39.0,8607,1,West,Red,62.1,140,14,1
Female,White,Middle,34852,Sales,94303,27.1,Standard,0.2,34.7,13.8,4228,5,North,Blue,65.8,196,16,1
Male,Hispanic,Middle,54553,HR,94604,15.6,Flexible,0.33,26.4,25.5,8544,2,South,Red,64.1,156,20,0
Female,White,Middle,43694,Sales,94304,24.7,Flexible,0.32,48.6,8.3,9345,1,North,Blue,52.5,190,12,0
Male,Black,Young,48232,Engineering,94504,7.6,Standard,0.35,51.0,15.0,1433,4,East,Blue,52.6,146,21,1
Male,White,Young,56175,Marketing,94304,10.8,Flexible,0.7,65.3,30.0,4930,2,South,Red,66.9,83,17,1
Male,White,Senior,84497,Sales,94301,10.4,Flexible,0.7,43.2,23.1,1231,2,North,Green,63.6,178,18,1
Male,Black,Young,53067,Sales,94501,15.9,Standard,0.55,46.0,16.3,7162,2,North,Red,61.3,202,17,0
Female,White,Senior,59288,Engineering,94302,20.0,Flexible,0.35,23.6,27.2,5261,1,South,Blue,47.8,157,18,1
Male,White,Young,60824,HR,94303,22.0,Standard,0.7,68.7,26.7,10801,0,East,Green,66.3,150,17,1
Female,White,Middle,48530,Sales,94303,22.5,Flexible,0.23,23.0,1.9,9215,3,South,Blue,70.6,175,14,1
Female,White,Senior,65890,HR,94301,19.8,Standard,0.16,31.6,29.8,8124,1,North,Green,56.4,100,16,0
Male,Hispanic,Young,55539,Sales,94602,15.3,Flexible,0.24,46.7,24.5,5299,0,South,Green,46.0,234,19,1
Male,Asian,Senior,76549,Sales,94404,8.8,Standard,0.25,28.5,19.6,10546,2,South,Red,55.2,249,12,1
Female,White,Middle,33728,Marketing,94303,21.9,Standard,0.38,31.5,10.2,1041,2,South,Yellow,63.9,150,18,0
Female,White,Middle,45933,Engineering,94304,19.1,Standard,0.24,27.8,24.7,9300,0,West,Yellow,41.5,193,16,1
Female,Asian,Middle,43903,Marketing,94401,22.4,Flexible,0.2,32.7,17.1,9342,5,East,Yellow,55.6,93,20,0
Male,White,Middle,61555,Sales,94301,13.9,Flexible,0.7,39.5,22.8,4641,4,South,Yellow,69.5,202,12,1
Female,White,Middle,50534,HR,94302,22.2,Standard,0.35,43.1,21.4,7883,4,West,Blue,35.4,62,12,1
Male,White,Middle,50237,Marketing,94304,6.3,Flexible,0.7,34.8,28.2,7390,0,South,Yellow,65.4,108,14,0
Female,Asian,Middle,41807,HR,94403,22.5,Flexible,0.24,34.7,23.3,9974,1,West,Yellow,68.0,101,18,1
Female,White,Young,40386,Marketing,94303,18.6,Flexible,0.36,39.6,33.1,10122,1,West,Yellow,37.9,161,21,0
Male,White,Senior,73959,Engineering,94301,9.7,Flexible,0.7,36.7,9.8,10260,0,South,Blue,59.0,132,12,1
Male,White,Senior,79638,HR,94301,4.5,Flexible,0.7,35.5,19.4,10501,1,South,Blue,43.1,100,18,1
Male,White,Middle,63509,HR,94304,15.2,Standard,0.7,43.8,32.7,4778,3,North,Red,63.1,67,12,1
Male,Black,Middle,51504,Marketing,94502,13.5,Standard,0.22,34.6,40.5,2327,1,South,Green,52.4,136,20,0
Female,White,Middle,41562,Marketing,94304,19.9,Flexible,0.25,30.9,30.3,9580,5,West,Red,54.0,139,18,0
Male,White,Middle,59272,Engineering,94304,16.4,Flexible,0.7,39.8,28.0,2393,0,South,Yellow,56.1,83,16,0
Male,White,Middle,64649,Sales,94303,16.9,Standard,0.7,45.2,31.0,2811,4,West,Green,58.7,166,16,1
Male,White,Senior,83415,Marketing,94303,9.8,Flexible,0.7,26.1,30.8,6340,2,West,Blue,61.1,174,18,1
Female,Asian,Young,40236,HR,94402,25.8,Flexible,0.24,43.7,16.4,10387,1,South,Green,43.3,95,19,1
Female,Asian,Middle,39912,HR,94403,20.9,Flexible,0.34,27.8,25.9,10905,3,West,Blue,64.9,99,16,0
Male,White,Senior,71417,Engineering,94302,12.0,Flexible,0.7,23.3,16.3,6911,3,West,Blue,84.4,147,14,1
Male,White,Middle,57852,Engineering,94303,14.8,Standard,0.7,34.5,25.1,2645,1,East,Blue,65.0,130,16,0
Female,White,Senior,56321,HR,94302,13.0,Standard,0.29,26.6,17.1,5056,0,North,Blue,65.6,85,18,1
Female,Black,Middle,45335,Marketing,94502,19.0,Flexible,0.1,48.0,24.8,3232,3,East,Green,68.6,81,12,1
Male,Asian,Young,53724,Sales,94401,20.8,Flexible,0.18,50.3,19.8,5770,2,South,Red,56.9,228,13,1
Male,White,Senior,85544,Engineering,94304,17.9,Standard,0.7,47.7,24.6,6504,1,West,Green,43.8,141,12,0
Male,Black,Middle,59090,Sales,94504,18.6,Flexible,0.17,52.8,16.0,5088,0,North,Red,53.7,230,14,0
Male,Asian,Middle,59081,Marketing,94404,12.1,Standard,0.27,40.2,21.1,3556,5,North,Yellow,50.1,142,18,0
Male,Hispanic,Young,49499,Sales,94603,22.1,Flexible,0.16,30.0,33.3,3879,1,West,Yellow,30.2,248,13,1
Female,White,Middle,38388,Marketing,94301,26.1,Flexible,0.26,44.0,6.1,9446,4,West,Blue,46.8,109,16,1
Male,White,Middle,57476,Engineering,94302,16.7,Standard,0.7,51.4,24.5,5147,4,East,Red,42.7,157,20,1
Female,White,Young,53019,Marketing,94302,32.2,Flexible,0.33,56.3,32.2,9876,2,North,Yellow,51.4,111,13,1
Male,Asian,Middle,59756,HR,94402,10.7,Standard,0.18,43.5,31.1,1510,1,West,Red,65.1,129,16,1
Female,Asian,Middle,43141,Marketing,94403,26.9,Standard,0.38,37.5,21.7,2306,1,East,Red,40.8,83,12,0
Female,Black,Young,41560,Marketing,94504,18.9,Flexible,0.1,38.2,27.0,8862,2,North,Yellow,47.1,56,13,0
Male,White,Middle,63481,Engineering,94301,12.0,Standard,0.7,46.3,18.1,2729,5,East,Green,68.9,161,18,1
Male,White,Middle,59260,Marketing,94302,28.0,Standard,0.7,38.0,29.9,8640,2,South,Blue,47.6,124,16,0
Female,White,Young,46081,HR,94303,25.5,Flexible,0.44,53.1,30.8,8327,1,East,Yellow,52.6,27,13,1
Male,Black,Middle,46159,Engineering,94502,24.2,Standard,0.41,34.1,25.9,10890,1,North,Red,62.7,178,12,1
Male,White,Middle,57194,Engineering,94302,17.7,Standard,0.7,60.0,32.0,8661,2,South,Red,65.4,212,12,1
Male,White,Young,58968,Engineering,94302,17.0,Standard,0.7,52.4,15.9,9771,5,South,Red,54.6,100,21,0
Female,Asian,Middle,45787,Marketing,94402,19.9,Flexible,0.37,36.2,11.7,3497,0,East,Green,37.8,77,18,0
Male,White,Middle,53763,Sales,94301,19.9,Standard,0.7,28.6,30.3,1222,0,South,Blue,66.9,173,20,1
Female,White,Senior,65381,HR,94302,18.1,Flexible,0.34,21.0,40.8,2839,1,North,Yellow,52.3,94,12,1
Male,White,Young,58050,Engineering,94302,15.4,Standard,0.7,56.2,24.7,4057,3,East,Yellow,60.7,105,21,0
Female,Asian,Middle,38495,HR,94401,21.7,Flexible,0.32,34.2,28.1,10807,2,North,Red,55.8,66,12,0
Male,Black,Young,48077,Engineering,94501,14.5,Standard,0.34,45.5,1.0,6844,1,North,Blue,68.9,66,21,1
Female,Hispanic,Middle,25000,HR,94602,23.1,Flexible,0.1,34.6,25.9,9692,2,West,Blue,50.0,76,20,0
Male,White,Middle,56212,Marketing,94301,15.6,Standard,0.7,29.1,20.1,9700,0,North,Blue,46.9,95,18,1
Female,Hispanic,Middle,29502,Marketing,94604,22.7,Standard,0.1,37.1,37.0,3970,1,North,Yellow,57.6,112,16,0
Female,Asian,Middle,41600,HR,94401,15.2,Standard,0.24,40.6,27.2,10597,1,North,Blue,47.2,67,20,0
Male,Black,Senior,58601,Sales,94504,12.7,Standard,0.3,24.9,24.7,4362,1,South,Blue,46.4,172,16,0
Male,Hispanic,Middle,50954,Sales,94601,14.4,Standard,0.31,43.3,19.6,5701,1,West,Yellow,69.0,206,12,0
Male,White,Senior,84547,Engineering,94301,1.0,Flexible,0.7,22.8,34.3,1731,3,North,Yellow,57.8,156,12,1
Male,White,Young,59413,Marketing,94302,7.1,Standard,0.7,45.6,34.5,1549,0,West,Red,90.1,72,17,1
Female,White,Middle,47493,HR,94303,20.6,Flexible,0.36,43.6,14.5,1585,1,West,Blue,59.0,55,12,1
Male,Black,Middle,47436,Sales,94503,21.4,Standard,0.14,39.9,33.4,8286,2,South,Red,39.2,258,16,1
Male,Asian,Middle,50226,Sales,94402,18.0,Standard,0.32,23.6,32.1,3825,0,East,Blue,61.0,164,14,0
Female,Asian,Young,43008,Sales,94403,19.6,Standard,0.41,22.1,23.2,4992,2,West,Yellow,55.8,187,17,1
Male,White,Senior,83401,Engineering,94304,9.0,Standard,0.7,40.7,30.6,6542,0,South,Yellow,47.7,174,12,1
Male,White,Young,53378,Engineering,94304,20.5,Flexible,0.7,56.9,28.5,6870,3,East,Yellow,46.1,152,13,1
Male,White,Young,57673,Engineering,94301,11.9,Flexible,0.7,54.4,15.7,3733,4,West,Yellow,53.7,188,19,1
Female,Black,Middle,33764,Sales,94503,17.6,Flexible,0.1,37.7,23.9,9899,1,West,Green,45.2,167,16,0
Female,White,Middle,59257,Marketing,94302,27.4,Standard,0.24,37.5,20.0,3886,4,West,Blue,55.1,104,14,1
Female,Hispanic,Middle,36116,Marketing,94604,28.6,Flexible,0.1,38.9,12.3,6505,0,East,Blue,57.2,87,12,0
Male,White,Middle,50472,HR,94303,12.0,Flexible,0.7,45.9,17.7,2358,5,South,Yellow,55.8,145,20,1
Female,White,Middle,34235,Marketing,94302,25.4,Flexible,0.29,38.7,7.7,1353,1,West,Green,52.5,99,20,1
Male,Asian,Middle,61652,HR,94403,14.8,Standard,0.11,43.7,10.1,2120,1,West,Blue,63.1,92,12,1
Male,White,Middle,72425,Engineering,94301,12.0,Standard,0.7,53.1,19.4,5480,3,East,Blue,63.7,190,12,1
Male,White,Senior,78595,Sales,94301,15.8,Flexible,0.7,25.3,32.9,2932,1,West,Blue,58.7,200,18,0
Male,White,Senior,78295,Engineering,94301,6.7,Standard,0.7,33.1,13.7,1040,5,South,Red,59.0,155,12,1
Male,White,Middle,62153,Engineering,94304,18.8,Standard,0.7,31.4,14.4,10505,3,South,Green,67.0,138,20,1
Male,Hispanic,Young,46008,Sales,94603,15.3,Standard,0.31,46.1,39.3,5135,1,East,Blue,61.0,236,17,1
Male,Black,Senior,57279,Sales,94504,9.1,Flexible,0.15,34.0,16.4,7551,3,West,Yellow,61.6,199,16,1
Male,White,Young,65186,Engineering,94304,12.2,Standard,0.7,41.2,24.2,5539,2,East,Blue,65.7,131,19,1
Female,Black,Young,31934,HR,94503,18.1,Standard,0.1,33.8,25.0,10632,2,East,Red,34.9,75,13,0
Male,White,Young,65250,Engineering,94303,13.8,Flexible,0.7,36.9,22.4,1697,2,North,Red,53.2,134,21,1
Female,Asian,Young,39195,Marketing,94401,20.4,Standard,0.24,54.4,20.6,10001,2,South,Red,36.4,121,13,0
Male,Hispanic,Senior,70608,Marketing,94603,10.5,Flexible,0.3,28.3,17.6,1950,2,West,Green,52.0,113,18,0
Female,Asian,Middle,47274,Marketing,94404,17.0,Flexible,0.24,37.8,15.8,6426,3,South,Green,47.4,107,16,0
Male,White,Senior,85351,HR,94303,9.2,Standard,0.7,35.5,26.6,6812,1,North,Green,74.1,118,12,1
Male,White,Young,61164,Sales,94304,17.0,Standard,0.7,59.1,14.4,5505,1,East,Blue,57.9,161,17,1
Male,White,Middle,60916,Engineering,94302,11.6,Flexible,0.7,37.2,35.4,7287,1,North,Yellow,66.1,94,18,1
Female,Black,Senior,58098,Marketing,94501,21.7,Flexible,0.1,37.5,6.7,7596,4,West,Red,42.6,115,18,1
Female,Black,Senior,57320,Sales,94503,22.2,Standard,0.1,23.7,22.7,5242,2,South,Green,56.0,251,14,1
Male,White,Middle,53544,Engineering,94304,9.0,Flexible,0.7,38.4,15.5,4383,2,East,Yellow,80.2,156,20,1
Male,Hispanic,Young,43639,HR,94604,11.2,Flexible,0.28,40.2,27.8,8535,0,East,Yellow,47.2,115,21,0
Female,White,Middle,34454,Marketing,94302,16.3,Flexible,0.34,38.6,13.2,6245,3,North,Blue,40.4,100,14,1
Female,White,Middle,48832,HR,94302,25.1,Standard,0.3,41.3,25.7,5352,1,South,Yellow,52.0,89,20,1
Male,White,Middle,58021,Marketing,94302,15.6,Standard,0.7,37.7,30.5,10451,2,North,Blue,57.3,105,12,1
Male,White,Middle,64100,Sales,94301,7.0,Flexible,0.7,35.8,31.2,10022,2,East,Red,54.6,137,18,1
Male,White,Middle,62018,Engineering,94304,11.7,Flexible,0.7,42.7,20.1,3277,2,South,Blue,52.4,125,20,1
Female,Black,Middle,29987,HR,94502,24.5,Flexible,0.1,36.0,33.1,2058,3,South,Red,57.1,93,18,1
Male,White,Middle,59398,HR,94304,15.6,Standard,0.7,35.9,24.4,6164,0,East,Red,72.5,36,12,1
Female,White,Young,42725,HR,94301,29.1,Flexible,0.31,39.5,20.7,8723,2,West,Yellow,33.1,51,15,1
Male,Asian,Middle,54953,HR,94402,9.2,Standard,0.11,45.1,28.4,1188,0,North,Yellow,41.9,142,20,1
Male,White,Middle,64576,Sales,94303,15.0,Flexible,0.7,39.6,10.9,3806,3,North,Blue,50.5,130,14,0
Male,Black,Young,62553,Sales,94504,10.0,Flexible,0.28,45.2,22.2,6748,4,North,Red,53.3,230,19,1
Female,White,Middle,50581,Sales,94301,23.6,Flexible,0.08,29.6,23.9,8303,1,West,Blue,52.2,141,20,1
Female,Black,Young,34865,Sales,94501,22.1,Flexible,0.1,73.4,16.3,9216,5,South,Yellow,55.1,192,17,0
Male,Hispanic,Middle,56297,Engineering,94603,16.4,Standard,0.26,9.8,23.7,5366,4,East,Blue,67.8,168,12,1
Female,White,Senior,73564,HR,94304,16.0,Flexible,0.48,27.4,34.4,5109,4,East,Green,73.9,59,14,1
Male,Black,Young,43038,HR,94502,18.8,Standard,0.39,45.2,17.6,3216,3,East,Red,51.7,80,15,0
