Gender,Race,Age,Education_Level,Experience_Years,Technical_Skills,Communication_Score,University_Prestige,Location,Salary_Expectation,Name_Complexity,Hiring_Decision
Female,White,27,Bachelors,0.7,57.4,88.0,2.9,Rural,73328,1,0
Male,White,22,High School,10.8,34.9,38.7,4.2,Suburban,92390,4,1
Female,Asian,35,PhD,0.5,77.0,55.9,4.3,Rural,71458,3,0
Female,White,28,High School,6.2,40.4,48.1,1.1,Rural,77498,1,0
Female,White,59,PhD,0.1,29.2,32.2,4.4,Urban,57925,1,0
Female,Asian,39,Bachelors,13.2,19.4,0.0,3.7,Urban,80406,4,0
Male,Black,22,High School,5.6,52.5,52.2,1.3,Urban,87686,1,0
Male,White,39,Bachelors,7.5,64.7,53.6,3.6,Urban,93656,1,1
Female,White,23,High School,2.4,69.0,84.5,3.9,Suburban,75877,2,0
Male,Black,22,Bachelors,10.9,78.3,58.6,2.5,Suburban,103383,1,0
Male,Black,38,Masters,4.7,34.8,29.9,4.0,Urban,70262,2,0
Female,White,24,Bachelors,3.3,82.2,69.2,2.4,Urban,87030,1,0
Male,Asian,42,High School,1.1,74.0,59.5,1.9,Urban,77305,3,0
Female,White,40,Bachelors,2.0,94.4,7.9,1.9,Urban,82897,1,0
Female,Hispanic,40,PhD,1.5,78.6,51.7,3.1,Urban,72061,4,0
Female,White,41,High School,1.1,64.0,20.6,4.0,Rural,72918,1,0
Female,Black,32,Bachelors,6.6,40.6,51.2,1.2,Urban,84894,1,0
Female,Hispanic,22,Bachelors,6.2,72.8,55.5,1.0,Suburban,80414,4,0
Male,Hispanic,22,High School,1.3,65.3,21.9,1.4,Suburban,80196,3,0
Female,White,32,Masters,4.5,88.3,100.0,2.7,Urban,82619,4,1
Male,Black,43,Bachelors,3.2,40.3,23.5,1.0,Urban,78474,4,0
Female,Asian,28,Bachelors,0.9,66.5,63.3,1.0,Rural,78655,4,0
Male,White,47,High School,3.5,56.6,41.6,1.5,Urban,79743,1,0
Male,Asian,33,PhD,1.2,77.7,0.6,1.0,Suburban,67000,3,0
Male,White,47,Masters,0.8,59.1,69.1,1.5,Suburban,79191,1,0
Male,White,44,Bachelors,0.7,100.0,54.2,1.1,Urban,92956,4,1
Female,Asian,22,Masters,0.8,80.1,26.4,1.3,Suburban,83931,3,0
Male,White,31,Masters,6.0,67.5,65.2,2.2,Suburban,84998,1,1
Male,Hispanic,33,Masters,1.3,92.8,70.1,1.1,Urban,84783,3,0
Male,Hispanic,41,PhD,20.4,100.0,16.4,5.0,Rural,118096,3,1
Male,Asian,42,High School,3.9,70.2,62.1,2.9,Urban,84390,3,0
Female,Hispanic,42,PhD,1.0,46.9,18.0,2.5,Rural,72573,3,0
Female,White,28,High School,0.2,29.3,78.7,3.1,Urban,59910,2,0
Male,White,42,High School,2.1,89.3,44.7,3.4,Urban,83974,1,1
Male,Hispanic,43,Masters,7.0,90.1,0.0,3.0,Suburban,98612,4,0
Male,Black,24,Bachelors,0.2,37.0,85.6,2.1,Rural,67903,1,0
Male,Black,22,Bachelors,6.5,56.3,58.5,3.5,Suburban,88283,1,0
Male,Black,22,Masters,0.1,91.2,35.5,3.1,Rural,83700,1,0
Male,Asian,28,Bachelors,2.9,48.3,23.9,3.7,Urban,78172,4,0
Female,White,28,Masters,11.3,46.2,59.3,3.8,Urban,91531,1,0
Male,Asian,40,High School,8.5,50.6,43.4,1.0,Urban,90984,3,0
Female,White,25,Bachelors,6.7,100.0,84.0,3.1,Suburban,90017,1,1
Male,Hispanic,30,High School,1.1,45.4,3.4,4.3,Suburban,69520,3,0
Female,White,47,Masters,6.4,86.9,44.1,3.8,Urban,91716,3,0
Female,Asian,22,Masters,15.9,55.0,47.6,1.0,Urban,96491,4,0
Female,Black,31,High School,10.3,28.9,56.9,3.7,Urban,84057,1,0
Female,Hispanic,23,High School,2.0,55.5,81.8,3.5,Suburban,68988,3,0
Male,White,22,Masters,6.7,53.1,1.3,1.5,Suburban,88888,2,0
Female,White,42,High School,7.9,62.6,31.2,2.2,Urban,85704,4,1
Male,Asian,37,PhD,5.8,85.3,46.2,2.3,Suburban,83028,4,1
Female,White,26,High School,2.8,67.3,26.4,1.6,Urban,77308,3,0
Male,White,25,Masters,1.9,100.0,51.4,2.2,Suburban,90562,2,0
Female,Hispanic,44,Bachelors,9.1,69.0,68.2,1.0,Urban,90917,3,0
Female,Asian,23,Masters,2.3,67.1,24.8,3.4,Urban,69363,3,0
Female,Asian,49,Bachelors,14.4,44.0,24.8,1.3,Urban,94714,3,0
Male,Hispanic,36,Bachelors,7.1,70.5,37.4,4.9,Suburban,101692,3,1
Female,Black,49,Bachelors,4.0,58.3,52.1,1.0,Urban,79506,1,0
Female,Hispanic,25,Bachelors,9.5,91.9,42.7,2.1,Rural,96895,3,0
Male,Asian,22,High School,3.7,41.5,25.3,1.0,Urban,74575,3,0
Female,Black,26,Bachelors,9.0,90.1,17.8,1.0,Urban,100909,2,0
Male,Asian,45,High School,3.0,74.2,44.5,4.4,Suburban,84174,3,0
Female,Asian,49,Masters,8.0,78.7,21.1,1.5,Suburban,95751,4,0
Male,Asian,31,Masters,11.7,100.0,33.6,4.7,Suburban,109762,4,1
Female,Hispanic,37,Bachelors,0.6,42.4,40.4,1.8,Urban,61519,3,0
Female,White,41,Masters,7.6,43.9,73.2,1.3,Suburban,80863,2,0
Female,Asian,30,Masters,22.4,52.8,6.2,1.0,Urban,111074,3,1
Male,White,26,Masters,2.9,73.1,53.4,2.3,Urban,87790,1,1
Female,White,31,PhD,0.6,47.5,35.1,4.3,Urban,63139,3,0
Female,Asian,39,Bachelors,6.1,39.8,34.7,3.2,Rural,80958,3,0
Female,Hispanic,26,Masters,1.8,32.6,24.7,2.9,Urban,66621,3,0
Female,Hispanic,30,Bachelors,12.3,69.4,48.0,1.7,Rural,95195,3,0
Male,Black,38,Bachelors,9.6,62.7,65.3,1.0,Suburban,97983,3,0
Female,Hispanic,39,Bachelors,2.0,74.6,51.7,1.0,Rural,75515,3,0
Male,White,44,PhD,1.1,91.5,50.0,2.6,Urban,87730,1,1
Male,White,22,Bachelors,1.5,96.7,64.7,2.3,Urban,90041,1,1
Female,White,53,High School,5.0,83.4,65.0,2.8,Suburban,88435,1,0
Female,White,34,High School,5.0,27.6,40.3,3.1,Urban,75547,1,0
Female,White,43,Bachelors,7.3,25.4,78.2,4.3,Rural,85298,1,0
Female,White,41,Masters,2.2,57.0,34.6,4.8,Urban,84749,1,0
Male,Hispanic,22,High School,0.7,84.7,52.8,5.0,Urban,83583,4,0
Female,White,37,Masters,6.2,62.0,40.6,3.8,Rural,77026,1,1
Male,Black,33,Masters,0.4,73.0,38.9,2.1,Urban,87044,1,0
Female,Hispanic,39,Bachelors,2.0,81.5,14.3,2.6,Suburban,81495,3,0
Male,White,41,High School,0.9,28.5,67.2,2.2,Urban,64828,1,1
Male,Asian,38,Masters,5.4,89.3,2.8,2.9,Suburban,84467,3,0
Male,White,36,Masters,0.5,67.7,0.0,2.3,Rural,80190,4,0
Male,White,41,PhD,3.0,90.0,60.2,3.5,Urban,95291,1,1
Female,Black,43,Bachelors,0.7,79.9,36.0,1.9,Rural,69337,1,0
Male,Hispanic,33,PhD,1.9,73.5,42.4,1.0,Rural,87245,3,0
Female,Black,28,Masters,3.9,87.6,47.9,4.0,Suburban,90598,1,0
Male,Black,39,Bachelors,1.2,32.0,6.1,5.0,Urban,77763,1,0
Male,White,34,Masters,1.6,65.4,24.0,1.7,Suburban,79462,3,1
Male,Hispanic,38,High School,11.0,57.9,58.4,2.4,Urban,100417,4,1
Female,Black,41,Masters,1.2,91.9,32.1,1.7,Urban,81623,1,0
Male,Hispanic,44,Masters,1.7,32.4,47.6,1.3,Suburban,65747,4,0
Female,White,25,Masters,1.0,96.8,100.0,3.2,Suburban,89650,3,0
Female,Black,33,Bachelors,2.8,73.2,35.7,2.3,Urban,72849,3,0
Male,Asian,44,High School,9.9,22.6,0.0,2.3,Urban,83415,4,0
Female,Black,41,Bachelors,1.2,67.2,80.7,2.5,Urban,74695,2,0
Male,Black,30,High School,1.2,87.8,55.8,2.0,Urban,78321,2,1
Male,Asian,30,Masters,19.8,45.0,15.2,4.2,Suburban,113156,4,1
Male,Hispanic,45,Bachelors,0.7,54.8,6.6,3.0,Rural,76264,3,0
Female,White,36,Bachelors,1.6,43.9,72.6,2.0,Urban,66538,2,0
Male,Hispanic,40,Bachelors,2.8,68.5,29.4,3.6,Suburban,77299,4,0
Male,Asian,33,Bachelors,4.2,47.7,44.3,1.1,Urban,71766,3,0
Male,Black,26,Bachelors,1.2,64.4,53.5,1.0,Urban,70967,2,0
Female,White,31,Masters,16.9,69.6,35.9,3.5,Rural,105784,3,1
Female,Asian,32,Bachelors,10.1,91.6,12.8,2.6,Suburban,95592,4,0
Female,Black,30,PhD,3.9,79.6,21.2,5.0,Rural,88946,2,0
Female,Hispanic,37,Masters,3.1,47.9,70.3,1.0,Urban,67954,3,0
Female,Hispanic,39,High School,7.5,58.5,9.3,2.1,Suburban,91286,3,0
Female,White,37,Masters,10.2,88.9,32.3,1.9,Suburban,99055,2,1
Female,Hispanic,50,High School,4.5,57.9,27.7,1.8,Rural,81348,3,0
Female,Black,25,Masters,7.1,90.4,74.1,1.1,Rural,87797,3,0
Male,Asian,37,Bachelors,0.4,33.6,43.2,1.2,Rural,75203,3,0
Male,Asian,54,Masters,6.6,100.0,10.3,4.1,Urban,96405,4,1
Male,Black,41,High School,2.3,61.6,29.1,2.5,Urban,81000,1,0
Male,White,24,High School,2.2,79.2,38.5,4.3,Suburban,82963,2,1
Female,Hispanic,36,Masters,5.6,41.8,81.0,3.8,Rural,70088,3,0
Female,White,32,High School,1.3,35.2,21.6,4.3,Suburban,60945,1,0
Female,Black,39,Bachelors,4.7,53.9,84.5,1.2,Urban,80346,3,0
Male,White,31,Masters,3.7,60.9,14.1,3.6,Urban,82717,1,0
Male,White,31,Masters,14.0,89.3,54.0,2.1,Urban,113663,1,1
Female,White,22,Bachelors,9.7,97.0,40.8,1.2,Suburban,107037,2,1
Female,White,46,PhD,4.8,100.0,86.8,2.5,Suburban,87340,1,1
Female,White,47,Masters,0.7,69.6,81.7,2.9,Urban,77138,3,0
Female,White,22,High School,3.9,73.7,28.1,1.0,Suburban,80699,1,0
Female,Black,47,Masters,3.2,81.8,66.1,1.0,Rural,84857,1,0
Male,White,31,Masters,5.2,87.7,59.6,1.5,Urban,103183,2,1
Female,Hispanic,34,Masters,6.4,34.8,19.3,1.8,Suburban,73870,3,0
Female,White,32,Bachelors,8.7,73.7,69.1,5.0,Suburban,82141,1,1
Male,Hispanic,39,Masters,5.2,73.5,37.2,1.0,Rural,89384,3,0
Female,White,34,High School,8.4,89.9,51.2,1.5,Urban,100363,1,1
Female,White,36,Bachelors,1.0,83.0,85.2,1.2,Suburban,86357,2,0
Female,Black,33,Bachelors,0.6,78.6,88.3,1.8,Urban,69595,2,0
Male,White,38,Masters,3.4,77.6,85.1,3.5,Urban,85661,2,1
Female,Asian,40,Bachelors,18.1,38.6,39.0,1.9,Urban,94945,3,1
Male,Hispanic,26,Masters,4.3,34.7,34.9,4.9,Urban,70070,3,0
Male,Hispanic,39,Bachelors,6.4,95.7,58.7,1.0,Urban,89409,3,0
Female,White,45,Masters,6.2,41.8,85.6,3.1,Rural,80301,3,0
Male,Asian,22,Masters,1.7,34.0,42.0,3.1,Rural,73840,4,0
Male,White,38,Bachelors,3.5,70.8,18.2,2.2,Rural,87349,1,0
Female,Black,42,Masters,17.3,69.4,94.4,2.0,Urban,103598,1,0
Male,White,35,Bachelors,2.0,83.0,75.4,1.1,Suburban,84848,4,1
Female,Asian,32,Bachelors,4.4,23.4,91.4,4.4,Rural,53394,3,0
Female,Black,47,High School,7.1,54.1,72.6,4.6,Urban,79335,2,0
Male,Black,50,Masters,2.0,88.0,37.6,1.0,Urban,90569,3,0
Female,Hispanic,27,Bachelors,4.9,90.1,10.1,2.8,Urban,86995,4,0
Female,Hispanic,22,Bachelors,14.2,76.2,59.9,1.7,Urban,99230,4,1
Female,Black,31,Masters,1.1,94.4,81.0,3.5,Urban,79503,1,0
Female,White,22,Masters,12.2,65.9,25.5,3.9,Urban,93603,1,1
Female,White,27,High School,18.3,33.0,71.7,2.5,Suburban,97789,4,0
Female,Black,43,Masters,2.2,47.2,27.5,1.1,Suburban,66893,1,0
Female,Black,31,Bachelors,1.4,43.8,76.0,2.8,Suburban,67940,1,0
Male,Hispanic,43,Bachelors,2.0,84.2,39.7,2.0,Suburban,87662,3,0
Female,White,34,Bachelors,2.6,100.0,89.0,1.1,Urban,95088,1,0
Male,Hispanic,29,Bachelors,5.5,90.2,14.0,1.8,Urban,91456,3,0
Male,White,39,PhD,2.4,55.8,32.7,4.2,Suburban,82620,1,1
Female,White,48,Masters,6.2,70.8,12.8,2.6,Urban,92129,1,0
Female,Black,31,PhD,7.6,77.5,26.7,1.8,Suburban,83426,1,0
Male,White,35,High School,0.1,83.0,78.6,1.3,Urban,78921,1,1
Male,White,31,Bachelors,3.8,50.9,82.6,4.3,Suburban,81055,3,1
Female,Asian,33,Masters,11.8,54.4,1.8,4.1,Rural,91756,4,0
Female,Black,29,High School,0.6,44.6,40.3,1.0,Urban,67625,1,0
Male,Black,45,High School,0.9,64.8,46.0,1.0,Suburban,73936,4,0
Female,White,23,PhD,3.2,100.0,75.3,3.4,Urban,91235,1,1
Male,White,47,Masters,2.1,66.2,59.7,1.0,Urban,83240,1,0
Female,Black,37,High School,0.9,71.9,89.5,1.3,Urban,72118,2,0
Female,Hispanic,31,Bachelors,16.2,58.4,81.8,1.0,Rural,96214,3,0
Male,White,25,High School,12.3,41.4,72.2,2.4,Suburban,93122,1,1
Male,White,39,Masters,8.8,61.5,49.6,1.3,Urban,95033,1,0
Male,White,22,Bachelors,2.4,92.1,6.4,3.3,Urban,89228,2,1
Male,White,31,Bachelors,1.7,97.3,63.6,1.4,Urban,95112,1,0
Female,Hispanic,23,Bachelors,0.0,66.3,25.3,1.2,Urban,75555,3,0
Female,White,25,Masters,6.9,100.0,39.1,3.0,Urban,88403,1,1
Male,White,30,High School,2.8,79.2,58.8,3.3,Rural,84914,2,1
Female,Asian,31,Masters,1.0,87.6,33.5,4.1,Suburban,79518,3,0
Male,Hispanic,32,High School,15.1,71.6,80.9,4.0,Urban,105002,3,1
Female,White,45,Masters,15.1,90.1,2.9,1.0,Suburban,113232,3,1
Male,White,24,Masters,9.5,71.7,68.3,2.3,Urban,99871,3,1
Male,Asian,28,Bachelors,3.2,98.9,63.5,3.0,Urban,96265,3,1
Male,Black,28,Masters,7.6,96.9,67.3,1.0,Rural,102477,1,1
Female,Black,34,Masters,1.6,100.0,64.0,2.3,Rural,86044,1,0
Male,Hispanic,33,Masters,4.2,88.7,57.6,1.6,Urban,87444,3,0
Male,Black,44,Bachelors,11.9,56.0,52.3,1.8,Urban,99458,3,1
Male,White,25,Masters,0.7,54.2,68.9,4.3,Urban,72173,1,1
Male,Hispanic,24,Bachelors,4.9,77.3,26.7,1.1,Suburban,94437,3,0
Female,Asian,22,High School,7.8,100.0,28.5,1.2,Suburban,96666,4,0
Male,White,56,Bachelors,0.0,85.7,77.1,2.7,Rural,84985,1,1
Male,Asian,32,Bachelors,3.8,53.2,30.7,5.0,Urban,74833,4,0
Male,White,36,Bachelors,4.2,100.0,34.0,4.1,Urban,94034,2,1
Male,White,22,High School,3.3,82.1,42.3,3.4,Suburban,89894,1,1
Male,Black,26,High School,0.0,42.1,50.8,2.8,Urban,63578,1,0
Female,Asian,40,Masters,13.6,69.4,16.8,1.1,Urban,100424,3,0
Male,White,27,High School,8.5,65.0,33.4,3.1,Urban,99605,4,1
Female,Hispanic,31,PhD,5.7,100.0,55.9,2.0,Urban,91036,3,0
Female,Black,26,Bachelors,1.4,74.9,22.4,1.0,Urban,72512,1,0
Female,White,62,Masters,1.7,85.4,42.8,5.0,Rural,72864,1,1
Male,White,22,Masters,14.5,77.6,25.0,3.1,Suburban,110653,1,1
Male,Black,39,Masters,2.6,89.2,53.7,1.0,Urban,84912,1,0
Female,Black,35,Masters,1.2,80.5,28.0,1.0,Urban,82944,1,0
Female,White,22,Bachelors,0.5,24.3,61.0,1.2,Urban,55284,2,0
Female,Black,31,High School,6.1,45.0,73.5,1.6,Urban,84015,2,0
Male,White,37,PhD,2.7,86.9,38.2,1.2,Urban,91992,1,1
Male,White,33,Bachelors,6.1,71.5,80.9,4.3,Urban,87953,4,1
Female,Hispanic,31,High School,1.1,27.0,55.8,1.9,Urban,64105,3,0
Female,White,35,High School,4.3,79.4,44.2,1.2,Suburban,100024,1,0
Female,White,24,Bachelors,14.8,60.4,30.0,3.4,Suburban,102611,1,1
Male,Asian,28,Masters,6.1,56.6,26.0,3.5,Urban,73996,4,0
Female,Hispanic,43,High School,11.8,61.0,69.5,1.3,Rural,86332,3,0
Female,White,45,PhD,17.5,51.8,97.9,5.0,Urban,105056,1,1
Female,Hispanic,27,Masters,2.0,66.6,40.0,2.0,Rural,69232,4,0
Male,Black,33,Masters,9.0,59.1,27.9,1.1,Urban,91698,4,0
Male,White,32,Masters,4.5,74.4,38.0,1.5,Rural,87732,1,1
Male,Asian,47,Bachelors,18.5,47.1,66.9,1.8,Urban,111062,3,1
Female,White,26,High School,9.3,53.4,84.2,3.6,Urban,92196,3,0
Female,White,28,Masters,3.9,54.8,7.8,1.4,Urban,74271,1,0
Female,Asian,27,Bachelors,5.1,56.0,30.1,1.4,Suburban,78085,4,0
Male,Black,31,High School,8.3,52.3,78.0,1.2,Urban,83790,1,0
Female,Black,50,PhD,1.4,92.8,47.0,1.1,Suburban,79079,2,0
Female,White,28,Masters,1.0,55.8,82.2,1.0,Rural,65786,3,0
Female,Hispanic,28,PhD,8.6,98.6,91.7,2.1,Urban,100046,3,0
Female,White,31,Masters,25.0,54.5,25.2,3.2,Urban,120599,2,1
Male,Hispanic,51,Masters,0.4,54.6,18.4,1.8,Urban,72290,3,0
Male,White,43,High School,5.8,70.5,40.5,4.5,Urban,101896,1,1
Male,Hispanic,30,Masters,2.8,63.4,73.7,1.0,Urban,71372,4,0
Male,White,32,Bachelors,5.9,43.3,67.2,3.3,Urban,85924,1,1
Male,White,22,High School,3.3,94.3,38.1,1.2,Urban,96268,1,1
Female,Hispanic,37,Masters,5.0,86.8,46.8,2.0,Urban,86294,4,0
Male,White,22,High School,0.3,52.3,56.8,2.9,Urban,71842,1,0
Female,Asian,44,High School,2.3,99.1,43.2,3.1,Rural,84315,3,0
Male,White,59,Masters,1.1,44.3,84.7,4.4,Rural,76221,2,1
Male,White,48,High School,4.6,63.2,55.7,5.0,Urban,89697,1,1
Male,White,26,Bachelors,9.9,83.9,27.5,3.3,Urban,111215,2,1
Male,Black,32,High School,18.8,93.8,67.9,2.3,Urban,117410,2,1
Male,Hispanic,38,Masters,3.2,33.6,72.8,1.3,Urban,73162,3,0
Female,Black,22,Masters,3.4,85.8,70.9,1.0,Urban,86704,1,0
Female,White,41,Masters,3.4,82.3,45.7,2.5,Rural,86053,2,0
Female,White,41,PhD,1.8,57.5,35.3,1.4,Urban,68437,1,0
Female,Hispanic,34,Masters,0.3,43.1,35.7,1.0,Suburban,59616,3,0
Female,Asian,41,Masters,3.6,97.6,48.8,3.1,Suburban,90297,3,0
Male,White,33,High School,4.0,48.8,55.0,5.0,Rural,80948,1,1
Female,White,30,High School,7.9,74.5,57.1,2.1,Urban,89782,3,0
Female,Asian,65,PhD,7.0,68.5,18.0,4.6,Urban,78801,3,0
Male,White,53,Bachelors,8.5,16.2,49.2,1.4,Suburban,81087,1,0
Female,Black,24,Bachelors,3.0,80.9,78.6,2.8,Urban,86622,2,0
Male,Asian,26,Bachelors,1.2,91.3,9.6,2.5,Suburban,81729,3,1
Female,White,35,High School,2.1,52.6,77.2,2.3,Rural,71086,1,0
Female,Hispanic,24,Masters,2.3,43.3,52.6,1.8,Suburban,73278,3,0
Male,Hispanic,47,High School,0.7,78.7,66.9,1.8,Suburban,82387,3,0
Female,Black,22,High School,2.1,74.1,7.7,3.3,Urban,86188,2,0
Female,Black,46,Masters,4.0,70.9,68.5,4.9,Rural,78217,1,0
Male,Asian,25,Masters,5.5,92.1,66.4,2.4,Urban,102287,4,1
Female,White,35,Bachelors,4.7,100.0,80.5,2.1,Rural,94845,1,1
Male,Asian,34,Bachelors,1.1,62.5,46.5,2.1,Suburban,74853,3,0
Female,Hispanic,25,High School,4.6,31.9,92.5,2.0,Suburban,72353,3,0
Female,Asian,23,Bachelors,10.0,79.8,33.8,3.0,Suburban,90794,4,0
Female,White,22,High School,6.1,70.9,82.2,2.6,Suburban,85981,1,0
Female,Black,46,Bachelors,1.3,68.6,85.5,1.9,Urban,74827,1,0
Male,White,22,Masters,21.5,81.2,76.9,1.0,Urban,124143,3,1
Female,White,31,Bachelors,0.5,80.5,66.4,1.2,Rural,82167,1,0
Male,White,22,PhD,2.0,87.6,40.4,1.2,Rural,88724,1,0
Female,Asian,44,Bachelors,0.8,51.4,33.9,1.6,Urban,66277,4,0
Female,Asian,32,Bachelors,7.2,84.8,0.0,4.3,Rural,89842,4,1
Male,Asian,44,Masters,14.8,63.4,54.8,1.2,Suburban,101193,3,1
Female,Asian,39,Bachelors,9.2,70.5,24.7,5.0,Urban,98653,3,0
Female,White,22,Masters,1.3,74.4,81.1,4.1,Suburban,77114,1,1
Female,White,35,Bachelors,7.2,57.4,52.1,2.5,Urban,82998,2,1
Male,White,22,Bachelors,19.3,42.6,26.9,3.7,Rural,108508,1,1
Male,White,41,High School,10.2,92.0,28.2,2.1,Rural,100214,1,1
Female,Asian,26,Masters,0.1,100.0,48.8,2.0,Rural,75365,4,0
Male,Black,27,Masters,5.5,82.0,74.5,4.7,Urban,87225,1,0
Male,Hispanic,47,High School,8.0,64.3,74.7,2.2,Urban,92705,4,0
Male,Black,38,Masters,10.0,33.9,60.5,1.0,Suburban,85997,2,0
Female,White,26,High School,0.2,81.5,55.9,1.1,Rural,77234,1,0
Male,Hispanic,24,Masters,5.9,59.8,0.0,1.0,Suburban,86701,3,0
Female,Asian,34,Masters,5.3,100.0,0.0,1.0,Urban,94364,4,0
Male,Hispanic,40,Bachelors,5.2,100.0,49.0,3.1,Rural,88473,3,0
Male,Hispanic,31,Bachelors,0.5,71.7,26.0,1.0,Urban,83348,3,0
Female,Hispanic,24,Bachelors,0.9,74.9,30.5,2.5,Urban,71649,4,0
Female,White,43,High School,1.1,40.8,43.7,1.9,Urban,73858,1,0
Male,White,33,Masters,8.5,43.6,15.5,1.3,Rural,78400,1,0
Male,Black,42,High School,1.1,50.8,29.7,3.8,Urban,69873,1,0
Female,Black,38,High School,1.0,40.4,39.1,2.1,Suburban,62959,1,0
Male,White,22,Bachelors,2.5,57.1,44.4,2.9,Urban,80076,2,0
Female,White,22,Masters,1.2,91.1,65.6,2.4,Urban,85785,1,0
Male,Hispanic,37,Masters,4.1,60.2,29.5,5.0,Suburban,83709,3,0
Female,White,30,High School,2.8,79.2,54.8,1.6,Rural,81318,1,0
Male,White,43,Bachelors,0.5,85.2,43.3,1.8,Urban,84030,3,0
Male,White,23,Bachelors,1.6,49.3,71.9,1.8,Urban,75859,3,1
Male,White,43,Bachelors,3.9,57.9,48.5,5.0,Suburban,78889,2,1
Female,Asian,32,Masters,7.0,77.3,80.9,1.0,Urban,87822,3,0
Female,White,34,Masters,3.1,78.6,62.8,2.1,Urban,86236,4,0
Female,White,55,Bachelors,1.1,73.7,42.4,2.0,Suburban,83955,3,0
Female,Black,32,High School,0.9,49.8,60.7,3.9,Urban,73793,1,0
Male,White,35,Bachelors,1.4,74.5,44.0,3.3,Suburban,81120,1,1
Female,Asian,35,High School,11.6,59.5,24.5,1.1,Rural,93086,4,0
Male,Black,24,High School,6.1,87.8,35.8,1.9,Suburban,90569,1,0
Male,White,27,High School,3.0,46.7,37.4,2.5,Urban,77010,2,0
Male,Hispanic,25,High School,8.9,80.9,12.4,3.1,Urban,109801,3,0
Male,White,26,Masters,2.0,65.8,60.1,4.2,Rural,82828,4,1
Female,White,46,High School,3.2,38.9,75.5,3.7,Urban,74005,1,0
Male,Hispanic,33,Bachelors,2.6,62.4,1.3,1.9,Urban,77766,3,0
Female,White,37,Masters,7.0,42.3,69.9,2.3,Rural,71050,2,0
Male,White,32,Masters,9.4,84.0,67.5,4.2,Rural,98646,1,1
Female,White,43,Masters,8.3,60.7,92.9,1.4,Rural,89166,1,0
Female,White,45,High School,16.0,25.6,20.3,4.8,Urban,88619,1,1
Male,Asian,22,Bachelors,13.9,84.5,28.3,1.1,Suburban,101369,3,1
Male,Asian,41,Bachelors,3.0,30.0,3.8,2.0,Urban,69103,4,0
Male,Hispanic,27,Masters,0.2,79.4,32.6,2.4,Suburban,78133,4,0
Female,Hispanic,27,Bachelors,5.7,46.5,77.5,1.0,Suburban,76631,3,0
Female,Asian,27,Bachelors,2.5,95.8,57.5,2.0,Suburban,81659,3,0
Female,White,33,Bachelors,1.8,67.2,33.7,4.2,Urban,67559,1,0
Female,White,36,Masters,4.0,58.1,67.3,3.4,Urban,80736,2,1
Female,Asian,41,Bachelors,10.6,50.3,80.0,4.4,Rural,79226,3,0
Female,Hispanic,27,Bachelors,5.0,39.4,25.2,1.5,Urban,73451,4,0
Male,White,58,Masters,15.5,56.1,65.7,2.4,Rural,108484,1,1
Female,White,35,Bachelors,5.1,78.5,28.0,3.9,Rural,84218,1,1
Male,Asian,48,High School,0.3,25.8,49.3,3.3,Urban,64741,4,0
Male,White,28,Bachelors,0.1,75.6,38.0,4.9,Suburban,78020,1,1
Male,Asian,22,Masters,5.3,93.8,58.3,2.7,Urban,97735,3,1
Female,Hispanic,62,High School,9.9,7.1,33.1,2.7,Urban,66332,4,0
Female,White,22,Bachelors,4.8,49.2,31.9,4.0,Suburban,77730,1,0
Female,Hispanic,40,High School,1.6,89.4,40.4,3.1,Urban,75269,4,0
Female,Asian,23,High School,6.6,54.0,47.6,1.3,Urban,69766,3,0
Male,Hispanic,35,High School,15.0,44.5,15.7,4.0,Rural,87473,3,0
Male,Hispanic,41,Masters,20.3,84.5,20.0,1.0,Urban,118546,3,1
Female,Black,22,Bachelors,0.4,24.6,56.7,1.0,Rural,56326,1,0
Male,Black,48,High School,2.6,75.2,48.4,2.2,Urban,80491,1,0
Female,Asian,41,Bachelors,6.1,57.9,7.7,1.0,Urban,81757,3,0
Male,Hispanic,22,Masters,1.4,100.0,45.9,1.0,Suburban,85339,3,0
Female,White,25,High School,0.1,53.9,66.3,1.0,Urban,68973,2,0
Male,White,51,PhD,0.4,77.9,64.3,2.5,Rural,80883,3,0
Male,Asian,52,High School,3.9,87.1,21.5,5.0,Suburban,87774,3,1
Female,Black,22,Masters,1.0,42.8,77.5,3.1,Urban,70102,2,0
Female,Asian,22,Bachelors,0.1,40.1,13.6,1.0,Urban,65961,3,0
Female,Asian,34,Bachelors,10.4,100.0,62.4,2.0,Suburban,99011,4,1
Male,White,24,Masters,8.2,73.1,46.4,2.6,Suburban,100215,2,1
Female,Black,37,Bachelors,9.0,23.6,20.2,1.0,Suburban,74245,1,0
Male,Black,34,PhD,10.5,98.1,15.9,1.9,Rural,109781,1,0
Female,White,22,High School,12.9,69.0,56.2,1.2,Suburban,99544,1,1
Female,Hispanic,32,Bachelors,5.9,35.2,19.0,2.7,Urban,70802,4,0
Male,Black,28,Masters,5.2,90.8,84.7,1.7,Rural,100793,1,1
Female,Asian,33,PhD,8.9,100.0,50.3,1.9,Suburban,105829,3,1
Male,Asian,32,Bachelors,0.5,59.9,0.0,2.9,Suburban,73331,3,0
Male,Black,28,Masters,4.2,62.9,27.6,4.0,Suburban,85842,2,0
Male,Black,53,Masters,0.0,85.0,51.8,1.0,Urban,81302,2,0
