Gender,Race,Age,Education_Level,Experience_Years,Communication_Score,University_Prestige,Location,Interview_Score,Salary_Expectation,Name_Complexity,Hiring_Decision
Male,White,55,PhD,6.6,37.7,1.5,Urban,0.0,104695,1,0
Female,White,28,Masters,10.8,100.0,5.0,Urban,23.9,93374,1,1
Female,White,25,Masters,1.7,31.1,1.1,Suburban,27.7,75983,1,0
Female,White,36,Masters,3.6,74.0,1.2,Rural,38.2,83460,2,0
Female,White,35,Masters,8.7,77.7,2.3,Urban,70.3,94010,1,1
Male,White,22,Bachelors,10.7,29.1,3.3,Urban,42.3,95647,2,0
Female,Asian,32,Masters,3.1,34.9,2.9,Urban,28.2,79478,3,0
Female,Black,27,High School,4.0,70.4,1.9,Urban,35.2,67422,3,0
Male,Black,33,Bachelors,14.2,37.9,4.1,Urban,92.7,113919,2,1
Male,White,37,Masters,0.1,33.9,1.2,Rural,81.6,87567,1,1
Male,Black,22,Masters,2.8,66.7,1.8,Rural,14.2,72479,1,0
Female,Black,22,Masters,8.1,60.7,1.8,Rural,11.0,92817,1,0
Female,White,22,Masters,6.6,25.7,1.8,Urban,48.6,102574,1,0
Male,Asian,33,Bachelors,0.0,19.5,1.1,Rural,30.1,73920,3,0
Male,Black,28,Masters,1.1,51.6,2.6,Urban,55.7,77151,3,0
Male,Asian,34,High School,5.9,37.1,3.4,Urban,65.4,88958,3,0
Female,Asian,27,High School,11.2,56.1,2.9,Urban,34.0,99314,3,0
Male,White,29,Masters,0.5,100.0,1.2,Urban,39.1,71852,1,0
Female,Asian,34,Masters,10.1,59.4,2.5,Urban,100.0,92781,4,1
Female,White,47,Masters,10.3,44.6,2.0,Suburban,59.3,92851,1,0
Male,Asian,56,Bachelors,5.7,37.6,5.0,Rural,53.1,87058,3,1
Male,White,28,Bachelors,4.0,64.6,4.3,Suburban,96.7,81595,2,1
Female,Hispanic,34,High School,0.4,22.9,1.0,Rural,29.6,60021,3,0
Female,Black,53,Masters,3.8,63.9,2.5,Urban,63.2,80152,2,0
Male,Black,35,Bachelors,4.7,0.0,2.9,Suburban,83.7,89715,1,0
Female,White,44,Masters,8.9,45.0,1.5,Suburban,37.8,97276,1,0
Male,White,24,Masters,1.4,44.0,1.7,Urban,36.8,74314,1,0
Male,Asian,38,Bachelors,10.1,68.7,3.7,Urban,43.4,91359,3,0
Female,Asian,33,PhD,5.6,37.1,3.9,Urban,82.6,79491,4,0
Male,Asian,22,Bachelors,6.2,15.3,1.2,Suburban,47.7,89689,3,0
Female,Black,29,High School,2.5,39.3,3.4,Urban,43.7,64980,2,0
Female,White,26,Bachelors,8.2,29.4,3.8,Urban,51.1,91581,1,0
Male,White,22,Bachelors,0.9,7.5,5.0,Suburban,51.3,72409,2,0
Female,Asian,22,Masters,3.4,79.4,2.0,Urban,76.4,87407,3,0
Male,Asian,38,Bachelors,15.0,16.0,2.4,Suburban,33.8,96240,3,0
Female,Black,49,Masters,0.2,42.0,1.0,Urban,20.8,66327,2,0
Male,Hispanic,38,Bachelors,3.2,2.6,1.8,Suburban,84.1,67886,3,0
Female,Asian,32,High School,2.5,88.0,5.0,Urban,49.4,54014,3,0
Female,Black,30,Bachelors,4.0,1.1,4.7,Urban,94.0,90222,1,0
Male,White,37,Masters,1.4,43.8,3.8,Urban,71.7,85249,1,1
Male,Asian,22,Masters,1.6,51.6,3.3,Suburban,40.7,87664,4,1
Female,White,22,High School,7.3,46.0,2.3,Suburban,33.4,84039,1,0
Male,White,47,Bachelors,10.1,62.7,3.0,Urban,91.5,106430,3,1
Male,White,22,High School,5.6,60.5,4.5,Urban,55.4,84352,1,1
Male,Hispanic,44,Bachelors,11.8,49.8,1.0,Urban,40.5,108513,3,0
Female,Asian,37,Bachelors,3.9,39.2,4.4,Rural,55.6,75921,4,0
Female,Hispanic,32,Bachelors,1.6,53.3,3.0,Urban,42.5,85070,3,0
Male,Black,44,Masters,0.9,64.4,2.7,Urban,59.4,81219,2,0
Female,Asian,36,Masters,2.5,44.7,3.0,Urban,91.8,69497,4,0
Male,Hispanic,35,Bachelors,9.1,62.8,2.9,Urban,26.5,89204,3,0
Male,Hispanic,25,High School,0.4,14.8,2.5,Urban,93.8,74277,4,0
Male,Asian,29,Masters,25.0,45.9,2.6,Urban,58.7,136790,4,1
Male,Hispanic,23,High School,4.5,37.0,1.0,Urban,90.3,89541,4,0
Female,White,32,Masters,0.2,24.1,2.1,Suburban,69.8,84038,1,0
Female,Asian,22,Bachelors,5.7,62.5,3.2,Suburban,36.0,88652,3,0
Female,Hispanic,38,Bachelors,4.3,19.3,1.0,Urban,42.5,74075,3,0
Female,Asian,44,Masters,6.6,48.6,1.9,Suburban,13.9,77219,3,0
Female,White,50,Bachelors,0.6,49.0,5.0,Urban,82.0,70905,1,0
Male,White,40,High School,2.1,17.6,4.4,Urban,43.4,89046,1,0
Female,White,30,High School,4.8,11.9,3.7,Urban,59.6,86713,1,0
Female,White,23,PhD,9.7,22.0,3.0,Rural,90.8,97652,3,1
Female,Hispanic,24,Bachelors,0.8,22.5,1.4,Urban,49.1,59571,4,0
Female,White,27,Masters,10.9,12.3,3.6,Rural,48.9,109565,1,1
Female,White,42,Masters,0.1,49.6,1.5,Urban,45.6,81870,4,0
Male,Asian,41,Masters,11.0,4.7,4.3,Suburban,65.2,94486,3,1
Female,Asian,48,High School,2.6,53.4,3.3,Suburban,62.0,77234,3,0
Female,Black,47,PhD,0.6,33.0,3.3,Urban,31.9,66295,4,0
Female,White,27,High School,4.7,75.8,4.2,Suburban,62.4,74021,1,0
Male,White,22,High School,4.7,25.0,2.5,Rural,100.0,87567,1,1
Female,Black,22,Bachelors,12.3,18.8,1.0,Urban,49.5,84214,1,0
Female,White,22,Bachelors,4.2,70.4,2.7,Rural,54.5,95687,1,0
Male,White,29,Masters,1.6,18.0,1.9,Urban,100.0,71372,1,1
Male,Hispanic,22,High School,17.7,22.2,5.0,Rural,40.5,103621,3,0
Male,White,42,Masters,10.8,83.8,2.9,Rural,41.6,84833,1,1
Male,Hispanic,32,High School,0.3,20.7,3.0,Urban,73.6,59879,3,0
Male,Hispanic,28,Bachelors,8.8,6.2,2.7,Suburban,43.3,100566,3,0
Female,Black,44,Masters,3.4,65.5,3.7,Urban,68.7,69078,2,0
Female,White,50,Bachelors,0.8,88.8,4.4,Urban,37.7,79938,1,1
Male,White,44,Bachelors,1.0,70.4,1.0,Rural,73.0,80433,2,1
Female,Asian,50,Masters,7.8,42.0,3.1,Suburban,18.2,88653,3,0
Male,Hispanic,34,Masters,3.9,44.2,3.2,Urban,100.0,86761,3,0
Female,Asian,26,Bachelors,9.0,15.2,1.4,Urban,84.4,90318,4,0
Male,Hispanic,29,Bachelors,2.8,68.5,4.0,Suburban,58.1,65991,3,0
Female,Hispanic,37,Bachelors,9.8,34.4,5.0,Urban,68.4,84618,3,0
Male,Asian,22,PhD,1.4,51.4,5.0,Urban,100.0,92220,4,1
Female,Hispanic,30,Masters,0.2,61.2,3.1,Rural,10.0,66284,4,0
Male,White,27,Masters,2.7,65.2,1.4,Urban,32.6,91019,1,0
Female,Black,46,High School,8.4,68.0,2.9,Urban,71.4,76533,2,0
Female,White,37,Bachelors,11.1,38.4,2.4,Rural,85.7,99406,2,1
Female,White,26,Bachelors,1.1,51.7,4.4,Urban,75.5,75873,1,0
Male,Hispanic,36,Masters,25.0,59.9,1.0,Rural,80.7,135229,3,1
Male,White,42,PhD,2.8,84.9,1.3,Rural,85.7,90387,1,1
Female,Asian,34,Masters,10.3,53.3,3.8,Suburban,93.7,77784,3,1
Female,Black,36,High School,5.1,51.2,1.6,Suburban,20.4,75205,1,0
Male,White,39,Bachelors,22.0,60.0,5.0,Rural,69.9,113622,1,1
Female,Hispanic,32,Masters,2.4,16.5,3.5,Rural,0.0,75911,3,0
Male,White,32,Masters,0.6,30.3,4.5,Urban,62.1,86629,1,1
Female,White,55,Bachelors,3.8,69.6,3.7,Urban,81.0,80773,1,0
Female,Asian,46,High School,1.5,21.1,1.1,Rural,31.4,77098,3,0
Female,White,41,Masters,3.4,68.4,1.6,Urban,66.6,86942,1,0
Female,White,24,PhD,2.3,21.8,3.2,Urban,36.4,87174,4,0
Female,White,56,High School,0.3,45.7,2.8,Rural,75.2,66220,1,0
Male,Black,26,High School,5.9,85.5,4.8,Urban,65.2,95865,1,1
Female,Asian,35,Masters,5.3,76.2,2.3,Rural,32.9,72250,3,0
Male,White,22,PhD,3.7,73.8,5.0,Rural,100.0,77072,1,1
Male,White,29,High School,10.9,61.3,1.4,Suburban,97.8,115812,1,1
Female,White,30,Bachelors,2.0,91.9,2.6,Suburban,54.3,75971,1,0
Male,Asian,22,Bachelors,5.3,60.5,3.0,Rural,49.8,88194,3,1
Female,Hispanic,23,Masters,1.0,29.6,3.5,Urban,12.3,83974,3,0
Female,White,22,High School,4.9,26.3,1.5,Suburban,42.7,79271,1,0
Female,White,23,Masters,11.5,23.4,1.0,Rural,51.1,95740,1,1
Female,White,32,High School,3.0,83.5,2.5,Urban,42.8,66055,4,0
Male,White,25,High School,9.3,73.6,4.3,Urban,33.1,107304,1,1
Female,White,27,High School,1.7,18.2,2.0,Suburban,90.4,78627,1,0
Female,White,35,High School,11.6,38.9,3.2,Urban,65.3,96927,2,1
Male,White,49,Masters,0.4,42.1,2.6,Suburban,90.7,90120,2,1
Male,White,33,Bachelors,5.0,61.0,4.1,Urban,49.4,88212,1,1
Male,White,22,PhD,0.1,19.8,2.9,Suburban,31.7,86114,2,0
Male,White,24,PhD,0.0,51.7,3.1,Urban,41.7,84318,1,0
Male,White,22,Masters,2.9,52.3,3.4,Rural,81.8,80854,3,1
Female,Asian,22,Bachelors,1.2,54.2,3.6,Urban,2.2,81835,3,0
Female,White,35,Bachelors,0.7,62.5,3.2,Urban,52.6,89809,1,0
Female,Hispanic,35,Masters,9.1,45.0,2.1,Urban,1.7,85416,4,0
Male,Hispanic,54,High School,4.1,41.6,2.0,Suburban,69.0,76918,3,0
Female,Hispanic,36,Bachelors,2.5,47.5,1.8,Suburban,0.0,65827,3,0
Male,White,37,High School,5.8,86.9,4.7,Rural,71.4,84817,1,1
Male,White,37,Bachelors,6.3,35.8,1.2,Urban,67.8,94957,1,0
Female,White,33,Bachelors,2.9,61.2,1.0,Rural,37.6,86618,1,0
Female,Black,27,Masters,3.2,25.8,2.9,Suburban,27.1,70983,1,0
Female,Asian,50,High School,4.4,0.0,1.7,Urban,26.5,67386,4,0
Male,Hispanic,42,Bachelors,0.4,51.6,4.9,Suburban,82.1,72534,4,0
Male,White,32,Bachelors,11.3,72.8,1.7,Suburban,34.6,107450,2,1
Female,Hispanic,36,High School,7.1,84.5,2.7,Suburban,1.8,77412,3,0
Male,White,49,Bachelors,4.6,17.1,2.9,Suburban,89.2,102936,3,1
Female,Hispanic,33,Bachelors,6.2,59.0,1.0,Rural,67.7,93073,3,0
Female,Hispanic,44,Bachelors,1.8,83.0,1.8,Rural,80.7,68407,4,0
Male,Hispanic,22,High School,0.6,17.4,4.0,Suburban,84.7,69105,3,0
Female,White,43,Masters,0.8,67.8,2.1,Urban,76.1,72706,1,0
Female,Hispanic,44,Bachelors,1.4,15.4,2.1,Urban,38.3,73483,3,0
Female,Black,31,Bachelors,0.9,5.9,2.1,Urban,52.8,81923,1,0
Female,Black,49,Bachelors,8.6,8.9,2.6,Urban,60.0,100486,1,0
Female,Hispanic,34,High School,0.8,55.9,5.0,Urban,21.5,59906,3,0
Male,Asian,44,High School,2.2,57.5,3.9,Rural,80.2,74094,4,1
Female,Black,48,High School,2.8,71.6,3.0,Rural,79.6,80824,1,0
Female,Hispanic,31,High School,7.2,76.5,2.7,Urban,43.7,78615,3,0
Female,Hispanic,31,Masters,4.1,57.6,1.7,Urban,45.3,81122,3,0
Male,Black,36,Masters,4.6,53.3,1.9,Urban,58.2,74021,2,0
Female,Hispanic,37,Bachelors,0.6,90.7,2.2,Urban,65.1,75650,3,0
Male,Hispanic,42,Bachelors,10.6,80.3,2.0,Suburban,87.0,84656,3,0
Male,White,30,Bachelors,6.4,89.2,4.4,Urban,64.1,91759,1,1
Female,Hispanic,41,Bachelors,0.3,54.9,3.1,Suburban,36.4,75372,3,0
Female,Asian,57,Bachelors,0.7,24.7,1.8,Urban,67.5,65843,3,0
Male,Asian,44,Masters,1.1,46.5,1.5,Suburban,28.3,83648,3,0
Female,White,35,High School,0.1,73.1,3.3,Urban,70.2,61774,2,0
Female,White,48,High School,7.1,7.2,1.4,Urban,66.4,70200,1,0
Male,Hispanic,40,Bachelors,0.2,42.5,5.0,Suburban,76.3,70751,3,0
Female,Hispanic,41,Masters,2.3,66.5,1.9,Suburban,89.2,74474,3,0
Male,Black,30,PhD,4.9,25.9,1.9,Urban,21.0,99196,1,0
Female,White,37,Masters,0.9,3.6,2.3,Urban,52.8,89318,1,0
Male,White,64,Masters,1.9,72.8,3.0,Suburban,22.3,89207,2,1
Female,Black,26,High School,1.0,38.6,3.9,Urban,53.0,63211,2,0
Female,Hispanic,38,Bachelors,8.2,54.1,1.7,Urban,48.0,73192,4,0
Female,Black,36,Masters,5.8,4.7,1.0,Suburban,62.1,86917,2,0
Female,White,45,High School,0.8,60.8,1.0,Urban,35.2,74642,1,0
Male,Hispanic,27,High School,3.2,43.9,1.7,Rural,98.1,83285,3,0
Female,Asian,43,High School,0.9,58.7,1.9,Suburban,13.4,66625,4,0
Female,Black,22,Masters,5.6,100.0,3.0,Urban,57.8,87885,2,0
Female,White,22,High School,0.8,94.6,4.2,Urban,60.7,86923,1,1
Male,Asian,33,Masters,2.4,37.7,2.3,Urban,54.0,97000,3,0
Male,White,36,High School,6.6,49.9,1.1,Urban,73.9,83024,1,1
Male,Asian,33,High School,2.3,58.7,2.8,Urban,50.8,66853,4,0
Male,Black,33,PhD,6.9,73.3,2.3,Urban,63.9,92664,1,1
Male,Black,37,Bachelors,6.1,80.1,4.2,Urban,80.6,91546,2,1
Male,Hispanic,26,High School,5.9,49.7,3.8,Urban,76.3,83086,4,0
Male,Asian,39,Masters,12.7,0.0,2.0,Urban,79.8,107372,4,1
Female,White,34,High School,0.4,76.5,1.4,Suburban,0.6,75389,3,0
Female,White,44,Bachelors,9.8,94.6,2.7,Urban,51.3,102510,3,1
Female,Asian,40,PhD,0.2,39.7,2.7,Suburban,81.4,72703,3,1
Female,Black,37,High School,0.7,50.3,2.1,Urban,48.7,68922,2,0
Male,Black,26,Bachelors,2.5,49.4,2.4,Suburban,71.4,61363,1,0
Male,Black,28,PhD,11.6,28.0,1.0,Urban,19.0,101524,1,0
Male,Asian,22,Bachelors,5.4,100.0,2.2,Urban,68.7,77095,4,1
Female,White,44,Masters,3.1,69.2,2.1,Urban,46.8,86977,1,0
Male,Hispanic,45,PhD,3.9,77.0,3.7,Urban,51.7,79245,3,0
Male,White,41,Masters,9.5,21.6,2.6,Urban,78.1,96203,4,1
Male,White,29,High School,12.5,92.0,5.0,Rural,60.0,115796,1,1
Female,White,45,Bachelors,7.4,32.9,1.2,Urban,2.5,96697,1,0
Male,White,47,Masters,2.2,71.2,1.7,Urban,39.5,86150,1,0
Female,White,31,Bachelors,3.1,61.8,1.7,Suburban,19.5,75358,1,0
Male,Hispanic,48,High School,17.0,68.2,3.0,Urban,42.6,95073,3,0
Male,White,22,Bachelors,11.8,22.9,1.8,Suburban,91.4,94436,2,1
Male,Hispanic,36,Masters,8.7,17.9,2.9,Urban,31.7,94747,4,0
Male,Black,40,Bachelors,3.3,100.0,2.0,Suburban,68.0,75085,3,0
Female,Hispanic,47,Bachelors,12.0,58.8,2.0,Suburban,65.3,86626,3,0
Male,White,33,Masters,11.4,48.7,4.2,Suburban,64.3,113092,1,1
Female,Hispanic,35,High School,8.9,62.4,2.1,Rural,26.8,74897,3,0
Female,White,33,Bachelors,1.1,57.6,2.5,Suburban,62.4,76677,1,0
Female,Hispanic,38,Bachelors,5.8,68.5,2.2,Urban,51.6,72848,3,0
Male,Hispanic,30,Masters,2.0,22.9,2.7,Urban,30.4,78938,3,0
Female,Asian,41,Bachelors,3.3,23.9,1.3,Urban,48.2,87560,4,0
Female,White,34,Bachelors,15.6,89.3,2.5,Urban,58.6,106657,1,1
Male,Asian,39,Bachelors,4.8,11.8,3.2,Rural,83.7,90254,3,1
Female,Black,32,Masters,3.2,85.5,1.8,Rural,30.3,86558,4,0
Male,Hispanic,47,Bachelors,0.5,0.4,3.9,Urban,94.2,69238,3,0
Male,White,22,Bachelors,3.3,14.6,1.7,Rural,70.3,88936,2,0
Male,Hispanic,26,High School,3.5,17.9,2.0,Urban,61.9,91206,4,0
Female,Asian,29,Bachelors,2.9,43.5,2.3,Urban,59.8,80533,3,0
Female,White,60,Masters,17.8,16.8,1.4,Suburban,49.3,113801,3,1
Male,White,42,Bachelors,9.1,59.4,1.0,Urban,67.2,93512,3,1
Male,Hispanic,46,Masters,1.6,33.2,3.6,Rural,0.0,76488,3,0
Female,White,62,Masters,0.3,46.5,1.3,Urban,49.2,91437,2,0
Male,White,38,Masters,14.2,22.7,2.2,Urban,82.4,109596,1,1
Female,White,32,Bachelors,4.0,74.6,2.4,Urban,10.6,88924,1,0
Male,White,32,Bachelors,3.8,63.5,2.6,Rural,50.5,101484,2,1
Female,Hispanic,48,High School,2.5,21.1,1.0,Urban,84.0,76707,3,0
Female,Asian,22,Bachelors,0.5,2.8,3.7,Suburban,77.9,78636,3,0
Male,Black,22,Bachelors,6.1,73.7,2.2,Urban,39.6,76062,1,0
Male,Black,61,Bachelors,2.8,13.0,3.1,Suburban,100.0,72357,4,0
Female,Asian,26,Masters,5.4,22.8,1.0,Rural,81.6,92044,4,0
Male,White,39,PhD,3.3,34.9,1.1,Rural,54.1,89277,1,1
Female,Black,38,Bachelors,12.2,68.8,3.0,Suburban,40.9,101687,1,0
Female,White,39,Bachelors,1.3,29.7,1.8,Suburban,61.6,81990,1,0
Female,White,28,Bachelors,7.1,29.5,5.0,Urban,49.0,72560,1,0
Male,Asian,29,Masters,1.6,0.0,5.0,Rural,83.4,95199,3,0
Male,Black,37,Bachelors,17.4,84.0,1.0,Rural,73.5,109134,4,1
Female,Hispanic,30,High School,6.3,32.1,3.5,Suburban,44.9,84994,3,0
Male,White,36,Masters,10.7,21.2,2.5,Suburban,98.1,110849,3,1
Male,Hispanic,36,PhD,7.2,51.7,3.7,Urban,51.3,95323,3,1
Male,White,39,Masters,2.1,56.2,4.4,Urban,75.2,83397,1,1
Male,White,25,Bachelors,2.2,87.9,3.1,Suburban,67.7,77523,1,1
Male,Asian,26,PhD,1.2,60.7,2.1,Rural,100.0,83643,3,1
Female,Asian,26,Masters,25.0,49.3,4.2,Suburban,55.9,118950,3,1
Male,Hispanic,22,PhD,3.7,82.5,1.9,Suburban,45.3,79625,3,0
Female,White,39,High School,2.2,48.0,3.2,Suburban,38.7,76572,1,0
Female,Hispanic,34,Bachelors,9.2,48.1,5.0,Urban,62.5,82509,3,0
Male,Black,24,High School,1.2,59.2,1.3,Rural,68.9,81879,1,0
Female,Asian,37,High School,8.3,54.7,2.0,Urban,88.2,72056,4,0
Female,Black,27,Bachelors,0.8,70.3,1.6,Urban,44.6,74794,1,0
Male,White,65,Masters,7.3,85.8,1.3,Suburban,75.0,99612,2,1
Female,Black,52,High School,4.9,68.4,1.8,Urban,41.1,70655,1,0
Female,Hispanic,44,Bachelors,3.6,48.5,4.4,Urban,46.5,78535,4,0
Female,Black,35,High School,2.0,41.4,3.4,Suburban,76.7,61877,1,0
Female,Black,36,High School,1.5,67.2,3.4,Rural,46.8,82200,1,0
Male,Black,48,Bachelors,0.1,30.1,2.8,Suburban,28.2,68394,3,0
Female,White,39,Bachelors,2.2,43.8,4.0,Rural,59.7,85950,1,0
Female,White,28,Bachelors,0.8,10.2,3.0,Rural,76.8,81318,4,0
Female,White,22,Masters,8.6,34.9,3.3,Urban,68.3,88661,3,0
Male,Black,30,PhD,3.0,59.1,2.7,Urban,57.6,71702,1,0
Male,White,37,PhD,1.3,34.8,3.9,Suburban,63.0,72208,1,0
Male,Hispanic,31,High School,10.2,43.6,4.3,Urban,55.2,94107,3,1
Male,Asian,33,Bachelors,2.0,72.3,2.9,Urban,36.3,71434,3,0
Male,Asian,32,Bachelors,1.7,35.5,2.9,Urban,45.5,76475,4,0
Female,Hispanic,22,High School,2.3,39.5,1.0,Urban,52.2,78979,4,0
Female,White,50,Masters,17.0,27.8,4.7,Urban,77.0,110915,3,1
Male,White,31,Bachelors,9.2,69.6,1.4,Urban,42.1,114323,1,1
Female,Asian,37,High School,4.4,18.9,1.9,Urban,89.8,77433,3,0
Female,White,38,Bachelors,5.7,10.3,1.5,Rural,65.8,88589,1,0
Female,White,30,Bachelors,8.6,91.3,3.1,Urban,68.2,90038,1,1
Male,Black,22,High School,2.5,21.0,1.8,Urban,48.2,81941,1,0
Female,Asian,41,High School,3.8,76.1,3.9,Suburban,20.9,64320,3,0
Male,White,22,Bachelors,0.7,31.3,2.1,Urban,58.5,81122,3,0
Female,Hispanic,36,Bachelors,5.5,24.8,4.2,Rural,52.7,88089,3,0
Male,Hispanic,23,Masters,10.2,13.8,3.6,Suburban,79.1,91165,3,0
Female,Asian,22,Masters,2.5,27.9,4.2,Rural,77.5,83803,3,0
Male,Asian,39,Masters,3.0,61.7,4.2,Urban,73.7,84826,3,1
Female,White,34,Bachelors,2.2,12.2,1.6,Urban,29.0,77816,3,0
Female,Asian,23,Bachelors,1.3,55.2,1.9,Urban,76.9,79935,4,0
Male,White,26,Bachelors,7.8,49.8,2.0,Urban,73.2,94228,2,1
Male,Hispanic,34,High School,2.2,78.0,3.2,Suburban,36.4,82247,4,0
Male,White,40,Masters,6.4,70.2,1.1,Rural,48.1,98717,1,1
Female,Black,38,High School,1.4,88.3,1.8,Rural,17.4,74125,1,0
Male,Asian,22,Bachelors,4.9,23.2,1.6,Suburban,47.3,82646,3,0
Male,Asian,43,High School,10.6,0.0,2.6,Urban,76.2,96142,3,1
Male,Hispanic,40,High School,7.6,40.4,2.5,Suburban,49.6,84686,3,0
Female,Black,22,High School,0.5,68.0,1.1,Urban,61.5,57645,1,0
Female,Asian,30,Masters,15.1,8.9,1.8,Rural,46.7,107280,3,0
Female,White,22,Masters,5.8,74.6,1.5,Rural,93.0,78579,1,1
Male,Hispanic,42,Bachelors,4.7,69.0,1.0,Suburban,61.5,86874,3,0
Male,White,35,High School,8.3,37.7,2.4,Suburban,80.3,97497,1,1
Female,Black,34,High School,5.2,27.9,2.5,Urban,41.9,68265,3,0
Female,Asian,36,Masters,5.1,62.0,5.0,Suburban,49.9,80843,3,0
Male,Hispanic,40,Bachelors,4.4,40.0,1.9,Urban,70.3,89988,3,0
Male,Black,32,Masters,5.4,39.6,2.7,Rural,72.0,92583,1,0
Female,Asian,38,Bachelors,0.4,27.3,5.0,Urban,48.9,59589,3,0
Female,White,42,PhD,11.8,85.0,2.7,Urban,65.3,107707,1,1
Male,Black,39,High School,4.3,83.5,1.0,Urban,71.2,68925,3,0
Female,Hispanic,37,High School,12.4,66.0,2.0,Urban,24.3,102672,4,0
Male,White,35,Bachelors,24.3,54.6,2.5,Rural,33.5,141734,1,1
Female,White,31,Bachelors,0.2,48.6,5.0,Urban,55.2,60306,2,0
Female,Hispanic,26,PhD,0.5,13.6,2.8,Urban,95.6,60924,3,0
Male,White,56,High School,9.2,41.5,3.2,Suburban,61.9,92767,1,1
Male,White,34,Bachelors,3.2,15.3,3.2,Urban,84.9,82224,1,0
Male,White,22,Bachelors,2.0,55.7,3.3,Suburban,70.5,75912,2,0
Male,Black,34,High School,13.0,13.5,1.0,Suburban,45.0,107124,3,0
Male,White,44,Bachelors,8.0,83.1,3.4,Urban,24.5,92820,1,0
Female,Hispanic,39,Bachelors,15.4,34.7,2.8,Urban,86.5,120038,3,1
Male,White,26,Masters,0.0,38.6,2.9,Rural,96.9,84526,2,1
Male,Black,34,Masters,1.8,69.4,3.1,Suburban,34.5,78851,1,0
Male,White,29,Masters,11.9,39.6,4.8,Suburban,100.0,91006,2,1
Male,Asian,25,Masters,12.3,51.4,3.1,Rural,57.5,94450,4,1
Male,Black,36,Masters,9.3,75.4,2.5,Urban,37.4,81840,2,0
Male,White,29,High School,2.2,71.2,4.5,Urban,71.7,61930,2,1
Male,White,43,High School,4.4,42.0,4.6,Suburban,84.7,89243,2,1
Female,Asian,37,High School,13.3,63.9,5.0,Suburban,49.4,86848,4,1
Female,White,44,Bachelors,2.9,90.7,1.7,Suburban,92.8,85909,2,1
Female,White,39,High School,6.6,81.4,1.1,Suburban,34.0,91940,1,1
Female,Asian,52,Bachelors,10.1,22.9,2.2,Suburban,58.0,90127,4,0
Female,Asian,22,High School,3.1,67.6,2.4,Rural,60.8,73152,3,0
Female,Hispanic,44,Bachelors,4.4,43.2,1.3,Urban,75.6,85381,3,0
Male,Black,30,High School,0.6,48.3,3.2,Urban,63.5,82237,1,0
Female,Hispanic,37,High School,5.3,44.5,4.9,Urban,0.0,86789,3,0
Male,Asian,46,Bachelors,10.5,32.9,2.4,Rural,75.9,96977,3,1
Male,Asian,34,Masters,9.7,29.3,3.3,Urban,42.9,98823,3,0
Female,Asian,38,High School,5.1,40.4,5.0,Suburban,38.6,69354,4,0
Male,Black,35,High School,0.1,94.6,2.3,Urban,92.7,77094,2,0
Male,Asian,46,High School,3.5,5.9,3.6,Suburban,63.9,85348,4,0
Female,Asian,22,Masters,16.1,12.1,2.1,Urban,1.9,92433,3,0
Male,Hispanic,24,High School,2.9,45.9,1.9,Rural,86.5,92113,3,0
Male,White,47,Masters,1.3,23.3,4.5,Urban,100.0,85128,1,1
Male,White,54,Bachelors,10.0,0.0,3.2,Urban,81.1,94459,1,0
Female,Black,34,Masters,0.0,60.9,1.0,Suburban,61.2,74402,2,0
Female,Hispanic,38,High School,6.3,17.4,2.7,Suburban,82.1,77999,3,0
Male,White,24,High School,5.9,24.7,5.0,Rural,63.6,78320,1,1
Male,Hispanic,34,High School,3.9,54.6,1.0,Urban,58.3,83902,3,0
Female,Asian,34,Bachelors,0.2,32.7,1.7,Urban,33.5,60561,3,0
Male,Asian,22,Masters,5.7,8.8,1.0,Rural,81.4,82022,3,0
Male,Hispanic,24,Masters,1.0,43.6,1.0,Urban,65.5,80530,3,0
Female,White,38,Bachelors,12.6,75.6,3.4,Urban,60.6,90084,2,1
Female,Black,28,Masters,3.3,60.7,1.0,Rural,13.1,72167,3,0
Female,White,35,Masters,18.4,65.2,2.6,Urban,66.4,91821,2,1
Male,White,37,Masters,1.2,71.5,2.3,Suburban,76.1,80911,1,1
Male,Asian,39,Masters,2.7,72.9,2.1,Urban,40.1,81292,3,0
Female,White,40,Bachelors,3.0,67.6,2.5,Suburban,46.5,81010,1,0
Female,White,45,High School,14.4,81.2,3.1,Suburban,34.8,87898,1,0
Female,White,31,PhD,3.0,39.5,2.3,Urban,98.2,89635,1,1
Female,Asian,31,Bachelors,25.0,15.7,2.7,Urban,62.1,126474,3,1
Male,Asian,30,Bachelors,5.7,0.0,3.4,Urban,52.3,87896,4,0
Female,Hispanic,41,High School,8.3,66.6,1.1,Rural,0.0,74523,3,0
Female,Hispanic,22,High School,2.1,34.0,3.1,Urban,55.8,72787,3,0
Male,White,23,Masters,0.9,49.1,1.3,Suburban,63.9,85776,1,0
Male,Asian,39,Masters,2.5,60.8,1.4,Suburban,89.1,74904,3,1
Male,Asian,28,High School,18.8,68.7,2.3,Rural,97.8,112065,3,1
Male,White,24,Bachelors,1.7,94.7,1.4,Rural,34.2,81133,1,0
Female,Asian,22,Masters,4.1,4.4,3.0,Suburban,90.3,81075,4,0
Female,White,30,Bachelors,10.5,40.5,3.7,Suburban,48.8,101385,2,1
Female,Hispanic,48,Bachelors,0.6,66.8,4.0,Urban,84.0,73455,3,0
