Gender,Race,Age,Education_Level,Experience_Years,Technical_Skills,Communication_Score,University_Prestige,Location,Interview_Score,Salary_Expectation,Hiring_Decision
Female,White,36,High School,13.7,29.9,70.5,2.8,Urban,49.7,97733,1
Male,Black,22,Masters,2.6,58.8,18.1,2.1,Rural,0.6,74906,0
Female,White,46,Masters,4.7,36.0,31.0,2.4,Urban,57.0,72605,0
Male,White,35,Bachelors,6.0,99.8,62.3,1.1,Urban,40.8,97543,1
Female,White,38,PhD,5.3,79.8,59.2,1.7,Urban,38.9,91971,0
Male,White,30,PhD,5.9,100.0,69.9,3.4,Rural,72.0,100556,1
Female,Black,22,High School,0.1,39.9,80.2,2.8,Suburban,44.2,51816,0
Female,White,38,Bachelors,1.5,56.7,90.9,3.9,Suburban,61.6,76736,0
Male,White,40,Bachelors,1.3,55.0,9.4,3.6,Rural,78.0,71682,0
Female,White,46,Bachelors,3.6,87.3,34.8,1.5,Urban,83.8,94972,0
Male,White,29,High School,2.2,88.2,92.0,2.6,Urban,56.7,93165,1
Male,Black,22,Bachelors,2.1,34.1,41.4,5.0,Urban,54.8,70955,0
Male,Asian,47,High School,0.5,71.6,14.8,4.5,Suburban,50.9,76708,0
Female,Hispanic,22,High School,0.8,83.8,50.6,1.1,Rural,0.0,80897,0
Male,White,44,High School,8.2,69.3,63.8,1.3,Rural,100.0,96549,1
Male,Hispanic,23,High School,2.6,65.7,61.8,2.0,Suburban,16.1,79729,0
Female,Black,25,Masters,4.3,64.0,87.5,4.1,Suburban,59.6,82527,0
Female,Asian,27,Bachelors,0.3,63.9,49.6,2.0,Urban,84.0,69503,0
Female,Hispanic,30,Masters,7.8,70.1,29.3,4.1,Urban,23.9,71273,0
Male,Hispanic,22,Bachelors,0.0,29.2,44.7,2.1,Suburban,81.2,58885,0
Female,Hispanic,31,PhD,10.5,93.5,45.1,3.4,Suburban,45.7,98878,0
Male,Black,30,Masters,4.1,71.8,45.1,2.9,Urban,64.4,79485,0
Male,White,25,High School,14.4,38.8,60.5,4.5,Urban,94.2,101601,1
Male,Asian,22,High School,5.2,44.9,25.3,1.0,Suburban,97.2,70526,0
Female,Black,46,Bachelors,25.0,74.7,43.2,3.0,Rural,19.7,126258,1
Female,White,24,Bachelors,11.1,34.6,60.3,2.0,Rural,40.1,87797,0
Female,Black,27,Bachelors,1.0,29.8,75.5,3.2,Urban,54.4,61702,0
Male,Hispanic,26,Bachelors,3.2,56.8,63.3,1.2,Urban,57.2,83486,0
Female,Hispanic,37,Masters,1.6,72.3,64.2,1.7,Suburban,87.3,75468,0
Male,Hispanic,35,High School,2.4,60.3,59.1,3.9,Rural,26.9,73440,0
Male,Black,26,Bachelors,4.5,76.8,40.5,4.2,Urban,47.9,82689,0
Male,White,23,Bachelors,12.5,47.8,47.8,2.1,Rural,74.3,103797,1
Male,Hispanic,39,Masters,4.2,100.0,43.9,3.8,Urban,68.6,91036,1
Male,Asian,37,Masters,22.9,83.6,61.2,2.4,Suburban,82.6,127138,1
Female,Asian,46,High School,0.0,57.7,71.6,1.0,Urban,61.4,57157,0
Male,White,24,PhD,1.3,74.6,66.9,2.0,Rural,67.4,88745,0
Male,Asian,50,Bachelors,2.8,100.0,59.8,4.7,Urban,88.4,90142,1
Male,Hispanic,26,PhD,0.4,95.6,46.6,3.8,Suburban,94.6,77467,1
Female,Black,36,Bachelors,0.2,68.1,50.9,1.9,Suburban,50.1,63306,0
Female,Hispanic,36,Bachelors,2.5,48.3,20.2,1.5,Urban,43.1,71536,0
Female,Asian,42,Bachelors,9.9,83.2,75.9,1.1,Suburban,41.4,92970,0
Male,Hispanic,33,Bachelors,3.7,58.0,65.9,1.2,Suburban,18.9,74692,0
Male,Hispanic,22,Masters,0.7,72.0,17.0,1.0,Urban,54.5,76401,0
Female,Asian,32,Masters,5.3,100.0,31.4,1.5,Urban,14.6,97185,0
Female,Asian,33,Bachelors,2.3,41.3,29.6,3.1,Urban,55.5,71501,0
Male,White,29,Masters,4.1,90.2,5.9,3.5,Suburban,48.0,93091,1
Female,Asian,40,Masters,6.7,95.9,29.0,3.2,Urban,40.1,87067,0
Female,White,44,Bachelors,9.3,61.7,60.9,2.1,Urban,31.7,94314,0
Female,Black,43,Bachelors,2.2,66.1,83.7,2.0,Urban,27.4,77427,0
Female,Asian,26,Bachelors,1.3,58.5,8.2,4.7,Urban,79.7,69807,0
Female,Hispanic,26,Masters,2.4,37.5,30.5,1.3,Rural,33.5,65151,0
Male,Black,39,Masters,1.2,83.4,61.1,1.1,Suburban,53.7,82585,0
Female,White,30,Bachelors,2.3,83.0,0.0,2.2,Rural,63.1,90318,0
Female,White,40,Masters,25.0,72.2,38.2,2.0,Rural,41.6,124055,1
Male,Hispanic,39,Masters,8.1,80.6,43.7,2.0,Rural,85.0,99772,1
Male,Hispanic,44,Masters,2.6,59.3,0.0,3.0,Suburban,69.2,73640,0
Male,White,25,Bachelors,0.8,86.7,14.7,2.6,Suburban,62.1,88845,1
Male,Black,32,High School,5.0,75.0,4.3,2.7,Rural,43.2,86620,0
Female,Asian,38,Bachelors,6.0,38.2,22.1,2.3,Suburban,69.5,74507,0
Male,Black,38,High School,0.1,76.6,25.3,4.2,Suburban,77.2,79691,0
Female,Hispanic,29,Bachelors,0.6,83.8,22.9,3.7,Suburban,45.5,82054,0
Female,Black,30,Masters,9.4,95.5,68.3,2.8,Rural,33.7,103024,0
Male,Black,24,High School,0.4,85.1,43.7,1.0,Suburban,79.8,77462,0
Female,Hispanic,31,Masters,0.4,55.1,87.4,2.9,Suburban,39.0,72091,0
Female,White,45,Masters,8.8,88.4,50.4,3.9,Urban,96.4,105935,1
Female,Asian,46,Masters,12.6,67.7,47.9,3.2,Rural,19.0,91587,0
Male,Asian,22,Bachelors,6.8,42.0,68.9,2.3,Suburban,38.1,91849,0
Male,White,42,High School,4.6,34.1,43.6,3.3,Urban,44.7,85128,0
Female,Asian,28,Masters,16.8,91.6,56.4,2.2,Rural,54.1,112194,1
Female,Black,39,Bachelors,0.1,72.2,79.7,3.1,Urban,8.4,77064,0
Female,White,41,Bachelors,0.1,79.2,34.3,1.3,Suburban,82.2,92430,0
Male,White,50,Bachelors,3.2,32.4,33.4,1.6,Urban,40.1,84138,0
Male,White,24,Bachelors,3.3,46.3,62.1,3.2,Urban,99.5,78948,1
Female,Hispanic,32,PhD,0.1,90.1,21.8,3.6,Urban,14.5,78147,0
Female,Asian,34,High School,10.1,62.9,57.7,1.0,Rural,36.6,89081,0
Male,Hispanic,50,Bachelors,4.1,74.1,10.2,5.0,Rural,80.7,82833,1
Female,White,48,Masters,1.0,76.5,40.8,4.0,Suburban,53.6,93679,0
Female,White,30,Masters,8.6,84.9,42.7,3.5,Rural,74.1,95538,1
Male,Asian,45,High School,4.6,77.3,31.5,4.3,Rural,97.8,83499,1
Female,Asian,22,Bachelors,5.4,47.7,7.8,1.8,Urban,67.8,72129,0
Female,Black,40,Bachelors,3.4,90.0,66.9,2.6,Rural,68.8,88159,0
Male,Asian,51,Masters,1.1,76.7,33.1,2.6,Suburban,75.9,79132,0
Female,White,39,Bachelors,5.2,69.6,53.7,3.4,Urban,46.9,81865,0
Female,Black,33,Masters,5.0,35.0,78.6,3.1,Urban,34.1,76452,0
Male,Hispanic,32,Masters,4.1,87.2,45.6,1.0,Urban,65.1,90233,0
Male,Hispanic,42,Bachelors,7.3,36.2,14.3,1.7,Urban,31.0,81391,0
Female,Asian,25,Bachelors,0.4,85.0,35.9,2.9,Urban,17.4,77616,0
Male,Hispanic,50,Masters,4.7,58.2,48.0,2.0,Urban,62.7,79246,0
Male,White,43,Masters,3.5,75.8,57.3,1.5,Urban,52.5,88934,1
Male,Hispanic,44,Bachelors,4.3,44.5,39.2,3.4,Urban,79.0,73418,0
Male,Black,31,Masters,8.6,56.8,41.7,1.9,Urban,85.9,91626,0
Female,Hispanic,23,Masters,3.2,100.0,73.7,2.0,Urban,48.2,92770,0
Male,White,22,High School,12.4,70.0,43.5,2.1,Urban,65.7,108145,1
Male,Hispanic,35,Bachelors,1.6,80.3,42.4,3.5,Urban,37.1,83679,0
Male,White,42,Bachelors,3.9,84.1,43.1,3.0,Rural,90.7,91766,1
Male,White,28,Masters,6.4,76.8,88.2,4.2,Urban,81.5,101879,1
Male,White,27,High School,0.1,80.6,50.3,2.4,Urban,33.2,92740,0
Male,White,22,Bachelors,15.7,93.8,27.6,3.4,Urban,10.6,127218,1
Female,Hispanic,44,High School,2.2,51.5,99.3,1.0,Urban,44.1,66545,0
Female,White,28,High School,2.7,59.9,39.8,2.2,Suburban,78.3,71025,0
Female,Black,39,Bachelors,2.0,84.5,5.1,3.0,Urban,54.7,70733,0
Male,Hispanic,41,High School,0.8,73.4,55.1,4.7,Urban,33.6,79725,0
Male,Black,27,Bachelors,6.4,68.9,54.9,1.0,Urban,13.3,93928,0
Female,Hispanic,48,Bachelors,2.4,51.8,61.3,5.0,Urban,20.4,72816,0
Male,Black,32,Bachelors,0.4,31.5,71.8,2.9,Urban,100.0,63921,0
Female,Asian,38,Masters,0.4,78.5,80.3,3.4,Urban,47.4,71745,0
Female,White,58,High School,0.2,68.6,60.0,1.4,Rural,100.0,78675,0
Male,White,27,PhD,0.3,76.6,10.3,4.3,Suburban,17.9,83170,0
Male,White,58,Bachelors,1.2,61.4,35.2,2.4,Suburban,96.3,83250,1
Male,Black,51,PhD,3.7,52.1,56.9,1.0,Suburban,81.2,79250,0
Male,Hispanic,44,Masters,9.8,51.4,22.5,4.1,Rural,71.3,86654,0
Male,Hispanic,43,Masters,9.1,54.0,82.4,1.6,Suburban,92.4,86678,1
Female,Asian,34,High School,2.5,36.6,85.2,5.0,Urban,0.0,62317,0
Female,White,37,Bachelors,0.8,71.9,65.2,1.0,Urban,78.4,77916,0
Female,Hispanic,30,High School,1.1,57.4,5.3,2.0,Rural,39.9,73041,0
Female,Asian,40,Bachelors,8.9,82.5,35.9,1.0,Urban,46.9,90446,0
Male,Asian,41,High School,4.2,96.6,34.1,3.9,Suburban,36.4,90143,1
Male,Hispanic,26,Bachelors,6.3,80.1,30.0,4.0,Urban,74.6,98209,1
Male,Hispanic,30,Masters,5.0,55.6,100.0,1.0,Urban,74.4,80043,0
Female,White,36,Masters,0.2,98.9,64.3,1.4,Urban,67.3,84895,0
Male,White,40,Bachelors,10.9,50.0,50.3,1.0,Suburban,29.5,92035,0
Male,Hispanic,35,Bachelors,9.8,19.0,64.9,2.5,Urban,53.8,70079,0
Female,Black,35,Bachelors,4.9,88.2,19.9,2.5,Rural,71.7,96039,0
Male,Asian,32,Masters,5.3,67.5,69.1,1.9,Urban,88.5,88054,1
Female,Black,47,High School,0.1,46.8,12.1,2.3,Urban,47.4,64054,0
Male,White,27,High School,12.0,60.2,25.1,5.0,Urban,37.1,97113,1
Male,White,29,Masters,2.6,65.1,74.4,1.6,Suburban,43.9,84392,0
Male,Hispanic,22,High School,2.1,12.5,71.6,1.0,Suburban,34.6,58777,0
Male,Hispanic,47,Bachelors,8.2,100.0,18.1,1.1,Suburban,41.5,108990,0
Female,White,49,High School,2.2,31.4,62.3,2.3,Urban,54.3,72316,0
Male,White,41,Masters,5.9,96.7,22.3,4.7,Urban,57.7,94333,1
Male,Asian,27,Bachelors,25.0,77.1,45.0,4.6,Rural,40.7,125207,1
Male,Asian,29,PhD,8.8,100.0,35.5,2.0,Suburban,75.6,102162,1
Female,Hispanic,27,High School,2.2,28.1,75.7,1.9,Urban,95.1,64586,0
Male,White,46,Masters,1.6,69.6,100.0,1.3,Urban,52.5,95766,1
Male,White,35,High School,6.9,78.6,63.0,2.1,Urban,66.4,104750,1
Female,Hispanic,27,Bachelors,0.4,100.0,59.3,3.3,Urban,42.2,82922,0
Male,White,46,Masters,7.2,84.1,57.0,1.1,Suburban,31.9,105184,0
Male,Asian,38,High School,1.1,43.3,43.7,3.3,Urban,45.9,70432,0
Female,Hispanic,22,PhD,0.2,97.2,64.9,2.0,Rural,53.8,77759,0
Female,Hispanic,28,PhD,0.9,89.6,59.3,2.8,Rural,11.7,82376,0
Male,Hispanic,40,Masters,11.1,60.5,62.1,2.2,Rural,19.8,93966,0
Male,Hispanic,49,High School,3.3,39.0,33.4,1.9,Urban,55.6,77151,0
Female,White,39,High School,1.6,68.5,17.4,2.6,Urban,35.8,79807,0
Male,Asian,52,Masters,6.0,35.7,71.7,3.4,Urban,63.6,78938,1
Female,Asian,39,High School,6.1,57.8,50.3,2.3,Urban,85.5,77280,0
Male,White,28,Masters,10.8,86.9,48.0,1.4,Urban,66.3,115179,1
Male,Black,29,Masters,1.8,72.3,39.8,2.7,Suburban,0.0,82554,0
Female,Asian,38,Bachelors,0.7,87.6,65.0,2.9,Rural,89.2,76873,0
Male,White,26,Bachelors,0.4,100.0,87.2,4.2,Urban,85.9,96859,1
Female,Hispanic,22,Masters,0.9,89.8,61.4,3.7,Suburban,18.5,82948,0
Female,Black,32,Masters,1.1,56.8,88.4,2.4,Urban,48.7,66688,0
Male,Hispanic,45,Masters,8.2,90.6,12.5,1.0,Urban,42.3,100953,0
Female,Asian,38,High School,0.7,31.1,76.7,3.6,Rural,54.2,67204,0
Female,Asian,38,Bachelors,0.1,57.7,75.0,3.9,Urban,51.1,61972,0
Female,White,38,High School,1.3,75.4,93.2,4.5,Urban,51.9,77669,1
Male,Hispanic,24,Bachelors,2.8,80.8,19.2,1.2,Urban,17.0,85856,0
Male,White,31,Masters,6.5,69.0,8.9,1.2,Suburban,77.8,104778,0
Female,Hispanic,39,High School,7.6,67.4,61.6,3.1,Urban,53.1,83658,0
Male,Asian,28,Bachelors,7.0,44.1,26.7,1.3,Rural,36.2,70713,0
Female,Asian,25,Bachelors,0.1,63.5,39.0,4.1,Suburban,87.3,65364,0
Female,Hispanic,29,High School,25.0,69.6,36.4,1.7,Urban,34.7,108794,1
Male,White,35,High School,3.4,95.3,15.3,3.1,Suburban,52.4,98274,1
Female,White,46,High School,23.4,98.6,100.0,4.6,Urban,30.0,129439,1
Female,White,43,Bachelors,8.8,78.8,22.9,1.1,Urban,63.9,98572,1
Female,White,34,Masters,12.7,90.8,59.2,3.0,Suburban,21.8,100034,1
Female,White,39,Masters,2.8,60.4,53.5,1.2,Suburban,82.9,86384,0
Female,Black,38,PhD,1.1,61.3,81.6,1.0,Urban,53.5,70822,0
Male,White,23,Bachelors,2.3,94.8,33.0,1.8,Suburban,95.5,95341,1
Male,Asian,39,Masters,8.5,58.4,31.1,2.6,Rural,37.9,89002,0
Male,White,44,Masters,1.1,70.4,25.5,4.7,Urban,50.4,86326,1
Female,Asian,47,PhD,3.4,50.7,15.1,3.5,Urban,61.6,72825,0
Female,White,38,High School,2.3,24.0,88.0,1.3,Urban,51.2,70544,0
Female,White,25,High School,22.8,59.8,35.2,2.4,Suburban,93.4,129345,1
Female,Asian,32,PhD,3.9,92.5,56.6,4.1,Urban,68.9,84729,1
Female,White,44,High School,1.2,89.4,82.5,4.1,Suburban,100.0,90405,1
Male,White,27,Bachelors,24.9,62.3,38.1,3.3,Rural,51.0,122123,1
Male,Hispanic,33,Masters,2.8,65.7,71.1,3.5,Urban,61.6,78846,0
Male,White,22,Bachelors,9.3,20.9,46.5,1.2,Rural,100.0,86431,0
Female,White,30,Masters,3.7,81.0,58.9,3.2,Urban,28.0,92960,0
Male,Hispanic,36,High School,6.9,23.0,23.0,4.6,Urban,72.3,77562,0
Female,Hispanic,39,High School,3.6,32.1,24.5,2.8,Urban,61.1,65106,0
Male,Asian,32,High School,3.2,91.9,55.9,3.4,Suburban,61.7,86793,1
Female,Asian,48,Masters,0.7,70.9,66.2,2.7,Rural,24.9,73472,0
Female,Asian,42,High School,3.7,46.6,18.4,2.5,Urban,68.4,69429,0
Female,Black,32,Bachelors,4.1,100.0,20.2,1.3,Rural,9.2,92044,0
Female,Hispanic,43,High School,0.0,86.9,37.7,1.6,Urban,64.8,76163,0
Female,Asian,54,Bachelors,10.0,38.4,57.5,3.1,Urban,70.5,77632,0
Female,White,46,High School,0.7,47.2,72.0,1.3,Urban,66.1,64751,0
Male,Black,37,High School,8.7,90.8,34.4,1.8,Urban,52.7,101183,0
Female,Asian,24,Masters,6.9,100.0,32.2,2.5,Rural,59.2,99984,0
Male,Hispanic,41,Bachelors,7.9,83.2,49.8,1.0,Urban,80.7,93878,1
Male,Asian,35,Bachelors,2.2,59.6,69.7,1.4,Urban,80.1,76689,0
Female,Asian,47,Bachelors,5.7,100.0,59.5,1.2,Suburban,38.3,98599,0
Male,Black,41,Bachelors,4.4,77.8,57.5,1.6,Urban,85.0,93740,1
Female,White,29,Bachelors,1.3,22.5,40.6,1.0,Urban,8.9,57146,0
Male,Black,39,Bachelors,1.7,86.4,20.5,3.3,Rural,14.3,84624,0
Male,Black,51,Bachelors,1.5,63.5,52.4,1.4,Urban,47.7,72925,0
Female,White,29,Masters,8.3,83.0,63.5,3.9,Urban,86.3,94044,1
Male,White,32,Bachelors,1.5,38.8,52.2,2.1,Urban,20.4,71393,0
Male,Black,44,Masters,1.2,74.5,41.6,3.8,Urban,28.5,85993,0
Male,Hispanic,38,Masters,0.5,70.3,88.2,4.1,Urban,64.6,66064,0
Male,White,32,High School,3.2,84.3,25.2,1.3,Urban,85.3,84440,1
Male,Black,28,Bachelors,1.7,86.4,70.7,3.2,Rural,17.2,91616,0
Female,Black,27,Masters,2.8,59.5,62.2,1.3,Rural,100.0,70821,0
Female,White,55,High School,4.8,31.8,40.5,2.5,Suburban,26.1,74465,0
Male,Asian,35,Bachelors,7.2,46.3,56.4,1.0,Suburban,86.9,78707,0
Female,Hispanic,36,Masters,1.0,31.1,56.3,3.1,Rural,24.6,60392,0
Male,Black,45,Bachelors,5.1,81.7,42.8,1.9,Urban,57.8,88050,0
Male,White,44,High School,2.3,47.7,28.8,4.0,Urban,85.6,84254,1
Female,Asian,50,Bachelors,5.0,67.1,44.9,1.6,Suburban,44.1,76943,0
Male,White,28,Masters,3.2,100.0,70.1,1.9,Rural,66.2,93632,1
Male,Black,34,Masters,4.6,39.6,38.6,1.1,Urban,75.1,74117,0
Female,Asian,35,PhD,5.9,36.5,59.9,2.2,Suburban,84.4,63897,0
Male,Asian,22,Masters,5.5,72.7,15.1,2.3,Suburban,55.7,81471,0
Female,White,33,Bachelors,0.0,75.8,16.9,1.8,Urban,68.2,78126,0
Female,Asian,22,Masters,25.0,38.8,61.1,1.2,Urban,51.1,112579,1
Male,White,38,Bachelors,3.0,40.7,25.1,3.2,Rural,18.3,87224,0
Male,Hispanic,34,Bachelors,2.3,90.6,86.7,2.0,Suburban,62.6,87895,0
Male,Hispanic,22,Masters,3.1,79.8,76.6,4.0,Rural,9.7,90680,0
Male,Black,31,Bachelors,3.9,78.7,30.3,1.0,Rural,62.7,89981,0
Female,Hispanic,27,Masters,1.4,55.6,62.2,1.0,Rural,57.7,70335,0
Male,White,37,Masters,11.2,69.3,38.7,1.5,Suburban,81.9,102474,1
Male,Asian,57,Masters,2.5,80.8,50.4,4.5,Suburban,60.4,77415,1
Male,Asian,22,Masters,5.4,57.4,74.2,1.0,Urban,100.0,77337,1
Male,Black,23,High School,0.1,60.3,74.8,4.1,Urban,75.0,71470,0
Male,Asian,33,Bachelors,0.8,75.1,96.0,1.2,Urban,100.0,77814,1
Female,Black,37,Masters,4.0,71.5,45.2,4.1,Urban,30.4,82468,0
Male,White,37,Bachelors,13.6,44.0,10.4,2.2,Urban,90.2,98103,1
Female,Asian,31,Bachelors,0.7,51.0,49.2,5.0,Suburban,37.1,71662,0
Female,White,47,Bachelors,0.5,86.5,98.6,1.5,Urban,71.2,85081,1
Female,White,45,Masters,2.6,51.3,100.0,3.9,Suburban,54.6,84248,0
Male,Black,33,Masters,13.0,47.6,60.6,1.8,Urban,67.9,91913,1
Male,White,36,Bachelors,0.6,52.7,99.5,2.8,Suburban,92.8,79439,1
Male,White,38,Masters,10.0,53.8,79.6,2.0,Urban,72.9,94859,1
Male,White,22,Bachelors,6.6,36.5,38.4,2.6,Urban,86.6,87524,1
Female,Black,32,Bachelors,0.5,54.8,86.0,1.1,Urban,16.7,70953,0
Female,White,22,Bachelors,2.1,81.5,52.2,2.3,Urban,40.7,95711,0
Female,Hispanic,33,PhD,10.5,64.8,57.2,3.3,Suburban,65.4,88527,0
Male,Black,24,Bachelors,2.2,78.7,65.8,2.7,Urban,76.8,82727,0
Male,Asian,38,Bachelors,14.3,86.9,36.5,2.0,Urban,71.3,111738,1
Female,Black,32,Bachelors,11.2,63.0,65.7,1.0,Suburban,22.2,89790,0
Male,White,36,Bachelors,0.3,41.7,29.2,1.2,Suburban,97.6,70546,0
Female,White,34,Masters,1.1,93.8,17.6,4.4,Rural,34.4,77556,0
Male,Black,34,Masters,12.6,53.5,98.9,2.1,Urban,85.1,96470,1
Male,Black,42,High School,3.9,53.6,9.2,3.3,Rural,31.0,69710,0
Male,Black,28,High School,6.8,24.8,12.7,4.7,Urban,69.3,65519,0
Male,White,27,PhD,0.3,73.1,32.5,1.4,Rural,68.2,86464,0
Female,Black,33,Bachelors,2.2,59.4,60.1,2.0,Suburban,37.7,77323,0
Female,White,52,Masters,0.7,45.4,47.2,3.3,Urban,11.8,70598,0
Female,Black,41,Bachelors,5.3,78.1,47.9,2.6,Urban,60.6,89134,0
Female,Hispanic,27,Masters,2.2,33.6,63.1,2.7,Suburban,28.7,63727,0
Female,White,30,Bachelors,2.2,74.2,51.1,2.3,Urban,48.1,79364,0
Male,Asian,29,Masters,8.0,42.2,3.1,1.0,Rural,97.4,82287,0
Female,Asian,37,Bachelors,4.1,76.2,55.9,1.4,Urban,29.7,74721,0
Female,White,40,PhD,1.0,93.2,35.2,3.5,Urban,31.8,90168,0
Female,White,28,Bachelors,2.2,59.3,88.3,1.6,Rural,92.7,84750,1
Male,White,33,PhD,3.2,31.8,45.7,2.5,Rural,73.6,71007,0
Female,White,27,Masters,3.0,66.7,54.5,2.8,Suburban,89.3,79864,0
Male,Black,34,Masters,4.0,53.5,18.1,1.0,Suburban,46.4,79742,0
Female,Hispanic,36,PhD,1.7,58.7,0.0,4.7,Urban,65.9,70423,0
Male,Asian,38,Bachelors,11.1,60.3,67.9,1.4,Suburban,37.9,89069,1
Female,Black,40,PhD,9.2,74.6,51.3,4.1,Urban,76.4,94000,0
Male,White,45,Masters,1.5,12.4,48.9,2.2,Urban,88.5,70323,0
Female,Hispanic,22,Masters,15.4,52.9,63.5,1.6,Urban,39.4,98507,0
Female,White,53,Masters,3.6,54.3,67.9,2.3,Urban,50.8,78336,0
Female,White,42,Bachelors,9.5,70.7,34.9,3.2,Urban,54.7,96951,0
Male,White,41,Masters,0.3,74.3,31.3,2.6,Urban,28.7,85306,0
Male,Black,43,High School,6.8,67.3,42.4,4.8,Rural,40.6,91748,0
Female,Hispanic,33,PhD,10.2,70.7,20.7,1.0,Suburban,12.2,94299,0
Female,Black,22,Bachelors,1.9,43.9,84.6,2.2,Urban,67.1,71170,0
Female,Hispanic,28,High School,22.5,53.3,45.2,1.0,Urban,55.4,108304,1
Male,Black,54,Bachelors,5.8,59.5,47.9,1.0,Suburban,76.4,88988,0
Female,White,22,Masters,8.3,67.1,61.4,2.2,Urban,43.3,90719,0
Female,Black,46,Masters,3.3,40.0,42.6,1.0,Suburban,45.8,69769,0
Female,Hispanic,40,Bachelors,4.5,79.9,59.9,4.8,Urban,70.5,88637,0
Male,White,35,Masters,7.2,41.0,64.9,2.3,Suburban,80.7,86766,1
Female,Hispanic,22,Masters,2.7,70.1,75.9,1.2,Urban,34.6,78049,0
Female,White,50,Masters,11.8,88.7,11.6,1.9,Urban,88.1,101207,1
Female,White,46,PhD,2.6,82.2,50.8,3.7,Urban,65.9,88479,0
Male,Hispanic,32,Bachelors,7.3,49.5,9.7,1.8,Suburban,83.0,85407,0
Female,Hispanic,22,High School,7.2,54.6,61.6,2.7,Suburban,45.0,77089,0
Male,White,36,High School,11.4,80.6,59.8,4.4,Urban,100.0,113439,1
Male,Black,48,Bachelors,10.6,82.0,39.7,1.0,Urban,75.3,99740,1
Female,White,45,Masters,0.5,94.4,80.7,4.2,Suburban,82.7,89150,1
Male,Asian,39,Bachelors,17.0,44.8,41.1,4.5,Urban,78.9,103782,1
Male,White,22,High School,9.5,51.3,27.4,1.6,Urban,100.0,100770,1
Female,White,35,Bachelors,2.3,41.6,14.0,3.4,Suburban,15.8,75423,0
Female,Hispanic,29,Bachelors,10.3,81.1,40.0,3.8,Urban,73.6,90545,0
Female,White,32,Masters,16.1,82.4,28.4,2.1,Suburban,62.9,113389,1
Male,Asian,48,PhD,1.9,100.0,45.8,3.1,Suburban,17.6,88550,0
Female,Asian,35,Bachelors,0.8,41.4,11.5,3.2,Rural,3.4,56231,0
Male,Asian,34,Masters,3.1,91.1,50.2,2.1,Urban,65.2,87509,1
Male,White,39,High School,12.2,34.3,82.0,2.0,Urban,86.5,94291,1
Male,Hispanic,33,Masters,11.9,71.0,26.2,4.1,Urban,28.5,102375,0
Male,Asian,34,High School,13.2,65.9,29.9,3.4,Urban,80.3,97947,1
Female,Hispanic,37,Bachelors,4.0,64.8,44.3,1.8,Suburban,42.3,84623,0
Female,Black,22,High School,11.1,20.2,4.6,1.0,Urban,31.5,77954,0
Male,White,43,Bachelors,13.4,31.9,65.0,1.0,Rural,31.2,93093,1
Male,White,27,High School,3.8,64.1,22.4,2.2,Rural,70.9,85936,1
Female,Asian,26,Bachelors,10.3,81.4,44.7,3.7,Urban,8.0,92131,0
Female,White,36,Bachelors,0.5,83.3,72.9,3.4,Rural,57.8,85847,1
Male,Black,48,High School,3.0,73.3,29.7,3.2,Suburban,27.6,84928,0
Male,Asian,22,Bachelors,4.5,91.1,48.3,3.2,Urban,97.7,99622,1
Female,White,24,Bachelors,9.6,71.7,71.9,2.2,Urban,50.1,102277,1
Male,White,58,Masters,0.2,86.7,7.2,4.3,Rural,78.5,87952,0
Female,Black,47,High School,3.8,31.4,57.7,1.0,Suburban,30.4,72018,0
Female,White,27,Bachelors,13.0,57.9,54.4,4.2,Suburban,58.6,100832,1
Male,Asian,22,High School,5.7,37.7,46.0,3.0,Urban,24.8,76844,0
Female,Hispanic,41,Bachelors,2.9,79.5,77.6,2.9,Rural,29.2,81710,0
Male,Asian,38,PhD,0.5,74.9,76.0,2.7,Rural,100.0,86921,1
Female,Black,40,PhD,3.2,41.6,37.2,2.2,Suburban,37.6,73547,0
Male,Hispanic,39,Bachelors,16.8,55.8,72.1,1.4,Rural,49.9,109951,1
Male,White,44,Bachelors,5.1,90.0,53.4,1.2,Suburban,64.9,92084,1
Male,Black,30,Bachelors,8.2,74.0,100.0,2.8,Rural,77.3,101113,1
Female,Hispanic,34,Bachelors,4.3,67.7,49.2,1.0,Rural,33.2,73359,0
Male,White,38,High School,1.0,28.3,50.3,2.0,Suburban,73.2,70523,0
Female,White,28,Bachelors,5.0,41.2,94.5,4.9,Rural,77.1,87228,1
Male,Hispanic,24,Masters,2.8,71.6,55.4,3.6,Rural,29.9,74352,0
Male,White,46,Bachelors,6.0,55.6,45.3,2.2,Rural,74.3,90803,0
Male,White,35,Masters,1.0,86.8,57.2,3.1,Urban,94.8,92629,1
Male,White,40,Bachelors,6.0,74.6,51.8,1.0,Suburban,41.6,98628,1
Male,White,31,Bachelors,2.6,73.1,74.5,1.3,Urban,58.4,85275,0
Male,Hispanic,22,High School,7.0,69.3,0.0,1.0,Suburban,68.7,88158,0
Female,Asian,43,Bachelors,3.0,45.0,76.2,2.8,Urban,72.9,63034,0
Male,White,46,Bachelors,3.4,79.9,30.3,3.3,Suburban,70.6,83596,1
Male,Hispanic,39,High School,0.3,81.6,0.0,4.6,Urban,23.8,81864,0
Female,Hispanic,39,Masters,6.0,25.6,55.4,4.2,Urban,61.9,68495,0
