Gender,Age,Commute_Time,Job_Level,Marital_Status,Department,Python_Skill,Excel_Skill,Experience,Education,Spa_Membership,Hiring_Decision
Female,49,29,3,divorced,Marketing,62,76,33.5,Masters,Y,1
Female,56,37,2,divorced,IT,74,89,41.2,Bachelors,N,1
Male,32,24,3,married,Marketing,114,76,17.2,Bachelors,N,1
Female,47,23,2,single,HR,77,71,33.7,Bachelors,Y,1
Male,54,13,3,married,HR,76,75,39.3,Bachelors,N,1
Female,37,35,1,married,Marketing,55,71,19.7,Masters,Y,0
Male,23,1,2,single,Finance,63,79,0.8,Bachelors,N,0
Male,20,17,3,married,Marketing,90,68,4.8,Masters,Y,1
Male,41,9,3,single,Marketing,70,54,23.8,Bachelors,N,1
Female,26,27,1,divorced,Marketing,65,54,7.1,Bachelors,N,0
Male,33,16,1,single,Finance,99,65,14.0,Bachelors,N,1
Female,45,27,1,married,Engineering,49,70,27.8,Masters,N,0
Male,37,14,1,single,HR,83,67,19.1,Bachelors,N,0
Female,45,23,2,single,IT,59,79,24.2,Bachelors,N,0
Male,37,31,2,single,HR,99,47,15.3,Bachelors,Y,0
Female,52,41,1,single,HR,58,71,31.6,Bachelors,N,0
Male,28,11,3,single,Engineering,88,68,13.5,PhD,N,1
Male,30,27,2,single,HR,58,71,13.3,Bachelors,N,1
Male,29,15,1,married,HR,98,79,9.1,Bachelors,N,1
Male,42,18,3,divorced,Finance,91,81,27.2,Bachelors,N,1
Female,49,29,2,divorced,Finance,63,77,32.6,Masters,Y,0
Male,39,14,2,divorced,Finance,84,68,21.1,Bachelors,N,1
Female,51,35,1,married,Finance,81,74,32.2,Bachelors,Y,0
Male,26,18,1,married,Finance,81,77,7.4,Masters,N,1
Male,49,15,3,married,IT,75,65,32.9,Bachelors,N,1
Male,48,10,1,married,Engineering,78,58,31.0,Masters,N,1
Male,41,12,2,single,Marketing,81,50,20.6,Masters,N,0
Female,56,20,1,married,Finance,70,68,39.3,Bachelors,Y,0
Male,22,18,3,married,Engineering,85,66,8.1,Masters,N,1
Male,31,10,3,married,Marketing,67,81,19.3,Bachelors,N,1
Female,36,28,3,single,HR,62,80,17.0,Masters,Y,0
Female,47,38,2,single,HR,65,81,28.3,Bachelors,Y,0
Male,27,25,2,married,Engineering,85,70,10.0,Bachelors,N,1
Male,42,17,1,single,IT,61,85,22.5,Bachelors,Y,0
Female,52,29,3,married,IT,71,86,35.1,Bachelors,Y,1
Male,41,29,1,single,Engineering,89,69,21.6,Masters,N,1
Male,38,21,1,single,IT,80,62,20.5,Bachelors,N,0
Male,28,16,2,divorced,IT,80,54,10.3,Bachelors,N,1
Female,35,21,1,divorced,HR,66,99,12.3,Bachelors,Y,0
Female,51,32,1,married,IT,70,89,35.1,Bachelors,Y,1
Male,42,22,1,married,IT,74,67,20.1,Bachelors,Y,0
Male,35,14,1,single,Engineering,78,91,12.6,Bachelors,N,1
Male,32,19,3,single,IT,74,69,14.5,PhD,Y,1
Female,25,27,2,married,Finance,67,70,5.8,Masters,Y,0
Male,27,16,2,married,Finance,76,84,9.6,Masters,N,1
Male,51,3,1,married,Engineering,65,54,36.2,Bachelors,Y,0
Female,31,28,2,married,Finance,51,75,11.2,Bachelors,N,0
Male,37,23,2,married,HR,80,55,21.2,Masters,N,1
Female,50,26,1,married,Engineering,77,70,33.9,Bachelors,Y,0
Male,25,18,3,single,IT,98,72,8.2,Bachelors,N,1
Male,37,13,2,married,Finance,93,74,18.8,Bachelors,N,1
Male,43,20,1,single,HR,90,56,23.6,Bachelors,Y,1
Female,42,28,1,married,Engineering,72,101,21.1,Bachelors,Y,0
Female,64,24,1,single,Engineering,71,54,40.4,Bachelors,N,0
Female,28,37,1,divorced,IT,60,81,10.7,Bachelors,Y,0
Male,44,23,2,single,Marketing,69,71,26.3,Masters,N,1
Female,40,26,1,married,Finance,72,83,18.9,Bachelors,Y,0
Male,42,20,2,married,HR,69,80,23.9,Bachelors,N,0
Male,39,21,2,married,Engineering,78,33,20.4,Bachelors,N,1
Female,36,33,1,divorced,Finance,40,70,17.2,Bachelors,Y,0
Male,37,7,3,divorced,HR,85,71,19.2,Bachelors,N,1
Male,21,24,1,single,HR,67,90,0.2,Bachelors,N,0
Male,40,14,2,single,Engineering,62,63,22.3,Masters,N,0
Male,38,15,2,married,Finance,88,67,16.1,Masters,N,1
Male,41,33,2,married,HR,91,78,22.5,Bachelors,N,1
Female,50,31,1,married,Engineering,68,65,28.6,Bachelors,Y,0
Male,38,15,1,married,Finance,71,70,19.2,Masters,N,0
Female,43,16,1,married,Finance,78,78,23.5,Masters,Y,0
Female,34,38,1,married,Engineering,60,72,16.5,Bachelors,Y,0
Male,30,9,3,single,Finance,78,76,10.0,Masters,N,1
Male,45,11,1,married,Marketing,96,95,23.8,Bachelors,N,1
Male,47,16,3,married,HR,84,72,31.4,Masters,Y,1
Female,40,38,1,divorced,HR,69,53,22.6,Bachelors,Y,0
Male,36,22,1,married,Finance,76,59,13.8,Bachelors,N,0
Female,34,29,1,married,Engineering,70,97,12.4,Bachelors,Y,0
Male,45,19,3,married,IT,83,67,31.6,Bachelors,Y,1
Female,47,26,2,married,Finance,56,65,33.6,Masters,Y,0
Male,51,18,1,single,IT,94,79,34.4,Bachelors,Y,1
Male,28,18,1,single,Finance,74,62,11.4,Bachelors,N,0
Female,38,35,2,divorced,IT,67,80,20.9,Bachelors,N,1
Female,43,35,2,single,Finance,79,66,25.3,Masters,Y,0
Male,41,20,2,married,Engineering,78,64,26.8,Bachelors,N,0
Female,40,27,1,single,IT,80,79,19.3,Masters,Y,1
Male,29,22,1,married,Marketing,79,68,7.0,Masters,N,0
Female,49,29,1,married,Engineering,71,84,29.6,Bachelors,N,0
Female,47,23,1,divorced,Finance,72,82,26.3,Bachelors,Y,0
Male,28,15,1,single,IT,84,57,6.5,Masters,Y,0
Male,46,18,1,divorced,HR,86,90,27.7,Masters,N,1
Male,45,23,2,divorced,Engineering,92,68,26.5,Masters,N,1
Male,37,16,3,married,IT,91,53,21.4,Bachelors,N,1
Female,42,22,2,married,Engineering,60,53,25.1,Bachelors,Y,0
Male,40,18,1,married,IT,97,70,16.5,Bachelors,N,1
Male,29,18,1,single,HR,59,58,11.5,Bachelors,N,0
Female,42,31,1,married,Marketing,62,86,26.6,Masters,Y,0
Female,24,35,1,single,HR,68,80,6.6,Masters,N,0
Male,43,24,2,single,Finance,66,117,17.8,Masters,N,1
Male,23,14,1,divorced,Engineering,83,54,3.5,Masters,Y,1
Male,48,14,3,divorced,Marketing,88,82,28.3,Bachelors,Y,1
Male,33,11,2,divorced,Engineering,71,56,17.4,Bachelors,N,0
Female,40,34,1,married,IT,75,89,22.4,Masters,Y,1
Male,30,26,3,single,Finance,90,87,14.7,Masters,N,1
Female,39,28,3,married,Finance,46,75,17.7,Bachelors,Y,0
Male,47,16,3,married,Engineering,82,61,31.0,Masters,N,1
Female,22,38,1,divorced,Finance,74,78,-0.2,Bachelors,Y,0
Female,52,33,2,divorced,Engineering,58,71,34.3,Bachelors,Y,0
Female,44,32,1,divorced,IT,55,99,24.0,Bachelors,Y,0
Male,26,10,3,single,IT,71,67,12.1,Masters,N,1
Male,27,22,2,single,Engineering,77,75,8.7,PhD,N,1
Male,49,12,2,single,HR,70,75,34.3,Bachelors,N,1
Female,34,23,1,married,HR,76,90,14.8,Bachelors,Y,0
Female,32,27,1,married,IT,75,74,10.9,Bachelors,Y,0
Female,51,26,1,married,Marketing,74,89,30.8,Bachelors,N,1
Female,44,28,1,married,HR,85,95,26.6,Masters,Y,1
Female,34,21,1,divorced,Engineering,77,78,16.8,Bachelors,Y,0
Male,37,23,2,married,IT,83,54,13.6,Bachelors,N,1
Female,33,36,1,married,Finance,55,96,10.6,Bachelors,Y,0
Male,44,6,2,married,Finance,93,72,24.7,Bachelors,N,1
Male,44,23,3,single,HR,95,70,30.8,Bachelors,N,1
Male,40,13,2,divorced,Marketing,76,78,24.5,Bachelors,N,0
Male,38,23,3,divorced,HR,70,87,24.0,Bachelors,N,1
Male,50,17,1,married,Marketing,89,67,32.3,Bachelors,N,1
Female,41,30,1,single,HR,48,95,24.4,Bachelors,Y,0
Male,26,16,3,single,Finance,84,70,11.1,Bachelors,Y,1
Female,45,37,2,married,Marketing,87,87,29.2,Masters,Y,1
Male,52,10,2,married,Finance,75,62,34.9,Bachelors,N,1
Male,27,21,2,married,Engineering,82,66,11.1,Bachelors,Y,1
Male,33,24,3,married,Engineering,81,83,16.0,Masters,N,1
Male,39,22,3,married,IT,92,46,21.3,Masters,N,1
Female,41,43,2,married,Finance,71,88,21.7,Bachelors,Y,0
Male,28,14,3,single,Finance,75,74,11.4,Bachelors,N,1
Female,50,35,2,married,IT,51,99,33.6,Bachelors,Y,1
Male,54,17,1,single,Engineering,81,82,37.3,Masters,N,1
Female,43,37,1,married,Engineering,69,82,21.8,Bachelors,N,0
Female,34,29,2,single,Marketing,45,64,21.1,Masters,Y,0
Female,29,27,1,married,Marketing,57,73,8.6,Bachelors,Y,0
Male,38,25,1,married,Engineering,72,67,18.0,Bachelors,N,0
Male,44,15,1,married,HR,72,87,24.6,Bachelors,N,1
Male,39,9,2,single,Finance,79,79,19.7,Bachelors,N,1
Female,41,26,2,married,Marketing,68,70,22.0,Bachelors,Y,0
Male,31,21,2,single,HR,79,74,12.4,Bachelors,N,0
Male,27,26,1,married,Marketing,107,64,4.7,Bachelors,N,0
Female,48,30,2,divorced,IT,64,72,28.4,Bachelors,Y,0
Male,43,25,1,single,Finance,69,77,22.8,Bachelors,N,0
Female,29,21,2,single,Marketing,88,78,10.2,Masters,N,0
Male,48,15,2,divorced,Engineering,97,56,28.7,Bachelors,N,1
Male,40,16,1,married,IT,67,79,22.1,Bachelors,N,0
Female,53,29,3,single,IT,84,81,33.5,Bachelors,Y,1
Male,25,18,3,married,Engineering,57,65,10.2,Masters,N,1
Female,31,34,1,single,IT,104,97,11.3,Masters,Y,0
Male,34,15,3,married,Finance,101,82,18.6,Bachelors,N,1
Male,40,18,1,married,Marketing,86,71,17.5,Bachelors,N,1
Female,56,29,1,married,IT,80,59,34.9,Bachelors,Y,0
Female,47,24,1,single,Finance,75,93,27.8,Bachelors,N,0
Female,40,29,1,married,Engineering,62,74,18.9,Masters,Y,0
Male,27,17,2,married,Marketing,94,68,5.9,PhD,N,1
Female,51,29,1,married,Engineering,86,76,30.5,Bachelors,Y,0
Male,28,18,2,single,Marketing,71,54,9.6,Bachelors,Y,0
Male,49,18,1,married,IT,79,75,30.5,Bachelors,Y,0
Female,39,27,1,married,IT,55,69,21.3,Masters,Y,0
Male,48,25,2,married,Marketing,79,74,30.3,Bachelors,N,1
Female,47,22,2,married,Finance,66,68,29.9,Masters,Y,0
Male,34,13,3,divorced,Finance,95,64,20.1,Bachelors,N,1
Male,31,34,1,married,Finance,99,74,10.6,Bachelors,N,0
Male,33,11,1,married,HR,67,71,14.1,PhD,N,0
Female,45,21,1,married,Finance,79,87,22.2,Bachelors,Y,0
Female,42,34,2,married,IT,80,88,22.9,Bachelors,Y,1
Female,37,17,2,single,HR,49,95,22.4,Bachelors,Y,0
Female,40,28,3,single,Finance,81,79,26.0,Bachelors,Y,1
Female,42,42,1,married,IT,52,94,23.7,Bachelors,N,0
Female,24,20,3,married,HR,63,76,6.2,Bachelors,Y,0
Male,39,6,1,divorced,IT,69,79,16.0,Masters,N,0
Male,28,9,3,single,Marketing,61,83,10.1,Bachelors,N,1
Male,26,23,3,divorced,IT,93,83,10.2,Bachelors,N,1
Female,28,36,1,married,HR,58,62,9.1,Bachelors,N,0
Female,27,26,2,single,Finance,65,42,12.2,Bachelors,Y,0
Male,25,22,2,married,HR,79,76,4.6,Masters,N,1
Female,36,38,2,single,Finance,78,80,16.9,Bachelors,N,0
Female,57,40,2,married,Finance,58,83,42.3,Bachelors,Y,0
Male,31,16,1,married,Engineering,85,71,7.8,Bachelors,N,0
Female,43,16,2,married,Marketing,67,75,25.4,PhD,Y,1
Female,45,25,1,single,Engineering,57,86,21.2,Bachelors,Y,0
Male,37,15,1,married,HR,92,74,16.3,Bachelors,N,1
Female,41,28,2,married,Engineering,94,78,26.9,Bachelors,N,1
Male,26,16,3,married,Finance,82,70,11.1,Masters,Y,1
Female,53,36,1,married,HR,62,87,35.6,Bachelors,Y,0
Female,56,37,2,married,Engineering,61,72,39.1,Bachelors,Y,1
Female,28,28,1,married,IT,79,66,9.1,Masters,Y,0
Male,27,24,1,divorced,Marketing,80,56,3.7,Masters,N,0
Female,39,32,2,divorced,IT,57,73,25.1,Masters,N,1
Female,34,30,1,single,HR,49,97,17.3,Bachelors,Y,0
Male,40,23,2,married,Engineering,84,71,20.5,Bachelors,N,1
Female,36,30,1,married,Finance,54,71,19.1,Bachelors,Y,0
Male,53,30,1,married,Engineering,75,72,35.1,Masters,N,1
Female,51,21,2,divorced,HR,89,67,34.3,Masters,N,0
Male,37,14,1,married,HR,70,67,17.4,Bachelors,Y,0
Male,44,17,1,single,HR,92,65,23.8,Bachelors,N,1
Male,44,20,2,divorced,HR,67,54,29.5,Bachelors,N,1
Female,37,37,1,married,Engineering,80,93,17.3,Masters,N,0
Male,29,17,1,divorced,IT,86,65,9.9,Masters,Y,1
Female,42,21,1,divorced,Finance,75,79,25.3,Masters,Y,0
Male,42,23,3,married,Finance,72,78,28.3,Bachelors,N,1
Male,37,22,3,married,Marketing,87,74,18.5,Masters,N,1
Male,23,6,2,married,HR,84,70,3.8,Bachelors,N,1
Female,35,29,2,married,HR,92,77,15.4,Bachelors,Y,1
Male,35,8,1,single,HR,72,78,15.9,Masters,Y,1
Female,41,26,1,married,IT,85,79,20.0,Bachelors,Y,0
Female,57,24,1,single,HR,59,81,36.2,PhD,Y,0
Female,30,34,1,single,Marketing,67,93,9.5,Masters,Y,0
Male,40,18,2,divorced,Marketing,72,84,22.7,Bachelors,N,0
Male,47,10,2,single,IT,74,73,28.5,Masters,N,1
Female,60,35,1,married,HR,68,81,41.9,Masters,N,0
Male,32,9,3,married,Engineering,97,77,13.8,Bachelors,N,1
Female,45,31,2,married,Engineering,75,76,24.0,Bachelors,Y,0
Male,40,13,2,single,Finance,94,67,20.7,Bachelors,N,1
Female,43,27,2,divorced,IT,70,79,23.0,Bachelors,Y,1
Female,41,33,1,divorced,Engineering,85,67,21.1,Masters,Y,0
Female,45,33,2,single,Finance,72,108,26.2,Bachelors,Y,0
Male,15,26,2,single,Marketing,70,65,-5.6,Bachelors,N,0
Female,47,29,2,married,Finance,82,85,26.4,Bachelors,N,0
Male,37,19,3,married,HR,97,69,21.4,Bachelors,N,1
Male,34,15,1,married,HR,87,78,15.8,Bachelors,N,0
Female,58,31,1,single,Marketing,79,75,36.6,Masters,N,0
Female,36,32,1,married,IT,85,82,15.8,Bachelors,Y,0
Female,38,29,2,married,HR,66,69,18.7,Bachelors,Y,0
Female,57,19,1,single,HR,61,94,36.7,Masters,N,0
Male,29,19,2,married,Finance,84,77,14.5,Bachelors,N,1
Male,31,20,3,single,Finance,100,53,20.0,Bachelors,N,1
Female,40,25,2,divorced,Finance,73,80,21.1,Masters,N,0
Male,42,10,1,single,Engineering,87,53,21.0,Bachelors,N,1
Male,37,26,1,single,Marketing,80,60,17.9,Bachelors,N,1
Male,25,20,3,married,IT,83,81,9.2,Masters,Y,1
Male,31,16,3,married,Finance,73,40,16.4,Bachelors,N,1
Male,31,11,2,single,IT,86,82,12.8,Bachelors,N,1
Male,35,13,2,single,Finance,90,74,16.6,Bachelors,N,1
Male,39,25,2,divorced,HR,61,69,21.9,Masters,Y,1
Male,39,18,1,married,IT,61,80,19.5,Bachelors,N,1
Female,27,26,1,married,Engineering,48,112,6.0,Bachelors,N,0
Male,44,21,3,married,Finance,97,54,28.2,Bachelors,N,1
Male,38,13,2,married,Marketing,68,90,20.3,Bachelors,N,1
Female,53,39,1,married,HR,74,91,27.5,Masters,Y,0
Male,39,26,1,single,Finance,101,61,18.9,Masters,Y,1
Female,50,27,2,married,IT,73,86,33.8,Masters,Y,1
Female,45,26,1,married,Finance,76,66,24.1,Bachelors,Y,0
Male,46,2,3,single,HR,69,64,28.5,Masters,Y,1
Male,40,9,1,married,Marketing,83,44,18.5,Bachelors,N,0
Female,41,21,1,married,Marketing,58,63,21.7,Bachelors,Y,0
Female,60,30,1,married,Marketing,47,84,38.0,Bachelors,Y,0
Male,43,16,2,single,HR,80,75,25.5,Bachelors,N,0
Female,46,21,1,married,Finance,73,85,26.3,Bachelors,N,0
Male,25,16,1,single,HR,73,77,2.3,Bachelors,N,1
Female,31,33,1,married,HR,61,81,12.9,Bachelors,N,0
Male,38,21,1,married,Finance,77,78,20.5,Bachelors,N,1
Female,43,18,2,married,Engineering,61,92,25.5,PhD,Y,0
Female,37,29,1,single,Marketing,78,82,17.1,Bachelors,N,0
Female,43,21,2,married,IT,75,74,24.0,Masters,N,1
Male,48,23,2,married,IT,99,68,29.1,Bachelors,N,1
Male,41,22,1,married,Finance,75,59,20.1,Masters,N,0
Male,26,12,2,single,IT,80,80,9.5,Bachelors,N,1
Male,35,13,1,married,Engineering,82,50,16.1,Masters,Y,0
Male,29,15,2,married,HR,75,68,7.1,Masters,Y,0
Female,38,16,2,married,Marketing,46,86,17.0,Bachelors,Y,0
Male,32,20,2,divorced,IT,85,57,12.3,Masters,N,1
Male,32,16,2,married,IT,108,53,13.1,Bachelors,N,1
Female,31,35,2,married,Finance,81,52,13.9,PhD,Y,0
Female,40,23,1,single,Finance,93,76,18.9,Bachelors,Y,0
Female,37,26,1,married,HR,80,66,17.8,Masters,N,0
Female,18,20,1,single,Marketing,68,90,1.2,Bachelors,N,0
Male,52,11,3,married,IT,87,51,34.8,Masters,N,1
Male,44,10,3,divorced,HR,92,76,26.2,Bachelors,N,1
Female,38,35,2,divorced,Marketing,50,64,17.7,Masters,N,0
Female,42,25,3,married,HR,75,61,23.9,Masters,Y,0
Male,26,18,2,single,IT,78,55,9.1,Bachelors,Y,1
Female,55,27,1,married,Finance,87,92,36.5,Bachelors,Y,1
Male,51,10,1,divorced,Finance,84,55,32.3,Bachelors,N,1
Male,37,16,1,married,Finance,50,83,14.9,PhD,Y,0
Male,44,21,2,divorced,Engineering,85,72,25.2,PhD,N,1
Female,43,22,1,married,HR,45,73,22.2,Masters,Y,0
Female,31,34,1,single,IT,85,67,14.4,Bachelors,N,0
Male,32,12,1,married,HR,70,92,12.6,Bachelors,N,0
Female,43,27,1,single,Finance,56,72,23.2,Bachelors,Y,0
Male,32,21,3,married,HR,70,62,16.6,Bachelors,N,1
Male,34,14,1,single,Marketing,69,87,13.1,Bachelors,N,1
Female,41,30,1,divorced,HR,68,99,21.8,Masters,Y,0
Female,41,28,1,married,Engineering,59,78,20.0,Masters,Y,0
Female,42,30,1,married,Engineering,66,94,24.9,Bachelors,N,1
Female,33,15,1,married,Finance,51,72,11.3,Bachelors,Y,0
Female,36,19,2,married,IT,66,106,18.4,Masters,Y,0
Female,31,33,2,married,Marketing,87,64,14.3,PhD,Y,0
Male,43,24,1,married,IT,74,59,22.8,Bachelors,N,1
Male,19,12,1,married,IT,87,85,-0.7,Bachelors,Y,1
Male,45,16,1,married,Marketing,64,66,24.6,Bachelors,Y,0
Male,47,19,3,single,Engineering,86,86,29.2,Bachelors,N,1
Female,39,34,1,single,Finance,83,74,22.5,Bachelors,Y,0
Male,15,5,2,single,HR,97,77,-3.7,Bachelors,Y,1
Male,33,12,2,single,Engineering,82,61,12.4,Masters,N,1
Male,35,16,2,divorced,Finance,88,69,15.6,Masters,N,1
Female,33,34,1,single,Engineering,54,64,15.7,PhD,Y,0
Male,31,32,2,single,Marketing,75,69,17.6,Bachelors,Y,1
Female,54,28,2,married,IT,60,69,36.7,Bachelors,Y,1
Male,41,9,1,married,Marketing,83,94,22.6,Bachelors,N,1
Male,28,20,2,divorced,HR,73,66,13.7,Bachelors,N,1
Female,29,37,1,married,Marketing,78,65,7.1,Bachelors,N,0
Female,39,30,1,single,IT,99,88,19.8,Bachelors,N,1
Male,34,12,2,married,Engineering,87,55,19.7,Bachelors,N,1
Female,45,35,1,married,Finance,86,90,26.7,Masters,Y,0
Female,37,33,1,married,HR,55,73,16.5,Bachelors,Y,0
Male,40,11,2,married,Engineering,78,69,22.7,Masters,Y,1
Female,57,32,2,married,Finance,72,77,42.7,PhD,Y,1
Female,48,35,2,married,IT,70,76,30.3,Bachelors,Y,1
Female,41,37,1,married,Marketing,92,80,19.2,Masters,N,0
Female,40,29,2,married,Engineering,61,72,23.2,Bachelors,N,0
Female,39,27,1,single,Finance,73,66,17.2,Bachelors,Y,1
Female,51,37,2,married,Finance,40,80,31.5,Bachelors,Y,0
Female,36,22,1,married,Marketing,75,75,15.1,Bachelors,Y,0
Female,42,32,1,married,Engineering,76,64,22.0,Bachelors,Y,0
Female,42,21,1,single,Engineering,69,87,20.3,Bachelors,Y,0
Female,37,36,1,divorced,IT,74,79,17.8,Masters,Y,0
Female,31,28,1,married,Engineering,63,66,10.3,Masters,N,0
Male,38,25,1,married,Marketing,65,67,19.6,Bachelors,N,0
Female,41,32,3,married,Engineering,58,78,25.1,Bachelors,Y,1
Female,46,22,1,married,IT,59,67,25.7,Bachelors,N,0
Male,31,26,3,married,Finance,64,107,14.8,Masters,Y,1
Female,51,39,1,married,Engineering,54,79,33.9,Bachelors,Y,0
Male,28,23,1,married,Marketing,70,67,9.8,PhD,N,0
Male,49,13,1,married,Engineering,75,99,26.1,Bachelors,N,0
Female,28,28,2,married,HR,71,85,9.0,Bachelors,N,0
Male,39,18,3,married,IT,65,84,23.2,Masters,N,1
Female,45,25,2,married,Finance,58,81,22.6,Bachelors,Y,0
Female,35,40,2,single,HR,62,80,17.9,Bachelors,Y,0
Male,39,18,2,married,Marketing,85,59,19.3,Masters,N,1
Male,46,1,2,married,Engineering,65,78,26.5,Bachelors,N,1
Male,18,20,1,single,IT,73,92,-3.4,Bachelors,N,1
Female,46,27,1,married,Engineering,81,98,28.5,Bachelors,N,0
Female,22,29,1,married,Engineering,60,65,3.2,Bachelors,Y,0
Female,34,27,2,single,Engineering,55,102,15.1,Bachelors,Y,0
Male,49,22,2,single,Engineering,78,60,29.9,Bachelors,N,1
Female,37,36,1,single,IT,60,68,17.3,Bachelors,Y,0
Male,26,19,1,married,HR,46,59,9.2,Bachelors,N,0
Female,40,27,1,married,Marketing,72,75,19.5,Bachelors,Y,0
Male,52,17,1,single,HR,90,46,28.3,Bachelors,N,0
Female,27,30,2,married,IT,69,80,9.3,Bachelors,Y,0
Male,27,13,1,single,Marketing,92,66,7.5,Bachelors,N,1
Female,53,33,1,married,Finance,77,80,33.7,Bachelors,N,0
Male,50,20,1,single,HR,69,64,29.9,Bachelors,N,0
Female,41,39,2,divorced,IT,94,60,23.3,Bachelors,N,1
Female,32,37,2,married,IT,73,76,12.0,Bachelors,N,0
Male,52,13,1,married,IT,85,84,34.2,Bachelors,N,1
Female,54,34,1,single,Marketing,58,67,33.0,Bachelors,Y,0
Female,47,24,1,married,Engineering,51,69,26.5,Bachelors,N,0
Male,29,22,2,divorced,Finance,66,75,11.8,Bachelors,N,1
Male,35,14,1,divorced,Marketing,91,55,15.4,Masters,N,0
Female,40,23,3,married,Marketing,90,82,27.2,Bachelors,Y,1
Male,38,19,2,single,HR,83,75,22.6,Masters,N,1
Female,53,13,1,single,Finance,71,73,32.0,Bachelors,Y,0
Male,43,7,2,married,IT,91,61,29.0,Bachelors,N,1
Female,33,28,2,married,Marketing,86,63,16.9,Bachelors,Y,0
Male,47,18,3,married,Finance,62,60,31.3,Masters,N,0
Female,44,27,1,married,HR,89,86,22.7,Bachelors,N,0
Female,47,20,1,single,Engineering,65,90,26.9,Masters,N,0
Female,53,25,2,married,Finance,83,80,31.2,Masters,N,0
Female,33,32,1,divorced,IT,57,72,14.1,Masters,Y,0
Male,35,21,1,married,Marketing,92,70,12.4,Masters,N,0
Female,37,29,2,married,Engineering,52,70,20.0,Masters,Y,0
Male,23,24,1,single,HR,93,72,2.0,PhD,Y,0
Male,38,20,2,married,IT,87,78,20.3,Bachelors,N,1
Male,56,13,3,married,Engineering,61,64,38.8,Bachelors,N,1
Male,21,16,1,divorced,HR,95,60,-0.4,Bachelors,N,1
Female,41,21,1,married,IT,58,74,22.5,Masters,Y,1
Female,47,29,1,married,Marketing,83,93,25.7,Bachelors,N,1
Male,36,24,1,married,HR,81,103,14.2,Bachelors,Y,0
Male,35,22,1,married,Engineering,65,77,12.9,Bachelors,N,0
Female,31,38,2,divorced,IT,57,79,14.7,Bachelors,N,1
Male,37,16,1,single,Finance,126,58,14.8,Bachelors,Y,1
Male,29,26,3,single,IT,107,57,13.0,Bachelors,N,1
Male,18,16,3,married,Engineering,77,75,6.4,Masters,N,1
Female,51,38,1,married,Engineering,75,70,29.6,Masters,Y,0
Female,49,29,1,single,Finance,84,92,27.4,Masters,Y,0
Male,36,22,1,married,Engineering,64,62,18.2,Bachelors,N,0
Male,37,26,1,married,IT,88,87,14.6,Bachelors,N,0
Female,50,28,3,married,HR,81,75,36.2,Bachelors,Y,1
Female,43,31,1,divorced,IT,74,93,22.2,Bachelors,Y,0
Male,43,25,3,married,Engineering,96,78,28.8,PhD,N,1
Female,39,29,1,single,Finance,71,90,19.9,Bachelors,N,0
Male,46,10,1,married,Finance,93,69,27.1,Bachelors,N,1
Male,38,30,1,single,Marketing,82,62,17.1,Bachelors,N,1
Female,43,27,1,single,Finance,51,92,22.2,Masters,N,0
Male,25,18,2,married,Finance,91,91,6.0,Masters,Y,1
Female,44,36,1,married,Engineering,85,67,26.7,Bachelors,N,0
Male,29,14,2,married,HR,78,75,11.0,Bachelors,N,1
Male,30,11,1,single,HR,63,75,13.9,Bachelors,N,0
Female,35,31,1,married,Engineering,80,81,15.5,Masters,Y,0
Male,27,7,2,single,Finance,83,87,8.6,Masters,N,1
Female,58,28,1,married,IT,73,70,37.6,PhD,Y,1
Male,46,19,2,married,HR,82,83,26.6,Bachelors,N,1
Male,51,16,3,married,Engineering,92,66,35.4,Bachelors,N,1
Male,26,8,1,single,IT,83,41,5.8,Bachelors,N,0
Female,42,39,1,single,Finance,64,62,20.8,Masters,N,0
Male,25,18,3,single,Engineering,60,70,8.9,Bachelors,Y,1
Female,36,38,2,married,HR,64,94,17.0,Bachelors,Y,0
Male,28,16,1,divorced,IT,90,82,8.6,Masters,N,1
Female,51,24,1,single,IT,65,81,32.4,Bachelors,N,0
Male,32,19,3,married,HR,90,56,14.7,Bachelors,N,1
Female,50,28,2,single,IT,53,65,31.1,Bachelors,Y,1
Female,46,22,1,married,HR,57,85,24.2,Bachelors,N,0
Female,60,38,2,married,Engineering,57,79,44.3,Masters,N,1
Female,30,26,1,single,Marketing,71,91,6.5,Bachelors,N,0
Female,52,18,1,single,Finance,91,76,30.7,PhD,Y,0
Female,51,37,2,married,Engineering,96,70,34.4,Masters,Y,0
Male,28,14,1,married,Finance,92,66,6.7,Bachelors,N,0
Male,44,14,1,married,Finance,56,69,22.7,PhD,Y,0
Female,44,19,1,divorced,HR,60,55,25.3,Bachelors,Y,0
Female,40,40,1,single,Marketing,33,85,15.5,Bachelors,Y,0
Female,35,22,1,divorced,Finance,71,81,15.1,Bachelors,Y,1
Male,30,18,2,divorced,Finance,99,81,10.9,PhD,N,1
Male,52,23,3,divorced,Engineering,89,79,34.9,Bachelors,N,1
Male,36,20,1,divorced,Marketing,58,82,18.1,Bachelors,N,1
Female,48,29,1,married,Marketing,86,100,28.0,Masters,Y,0
Male,29,7,3,single,Finance,94,71,10.7,Bachelors,N,1
Male,29,13,1,married,Marketing,98,43,6.0,Masters,N,0
Male,44,19,3,single,Engineering,93,80,27.9,Bachelors,N,1
Male,25,13,1,single,HR,73,84,2.2,Bachelors,N,0
