Applicant_ID,Gender,Age,Ethnicity,Income,Education_Level,Employment_Status,Credit_Score,Loan_Amount,Region,Marital_Status,Loan_Approved
A04067,Non-binary,57,Hispanic,60876.09113214429,PhD,Self-employed,702,11655.73282404457,Urban,Divorced,Yes
A04068,Non-binary,34,White,85144.69921348555,Master,Employed,525,24313.527386274738,Suburban,Single,Yes
A04069,Non-binary,52,Hispanic,94857.32940103521,Bachelor,Employed,609,21386.19016900537,Rural,Single,Yes
A04070,Male,46,White,53665.84135348171,Master,Employed,718,29044.27107520728,Urban,Single,Yes
A04071,Non-binary,59,Other,26802.642994844195,Bachelor,Self-employed,814,15023.408003311824,Suburban,Single,Yes
A04072,Male,34,Asian,76807.27199109558,Bachelor,Self-employed,588,11139.243139068645,Urban,Divorced,Yes
A04073,Non-binary,60,Asian,54480.738070899984,PhD,Unemployed,500,24706.594094010048,Rural,Single,Yes
A04074,Male,25,Other,78860.8128312208,High School,Employed,818,18195.81087684155,Suburban,Married,Yes
A04075,Male,18,Other,65621.44450035239,High School,Unemployed,467,17666.879612252204,Urban,Married,Yes
A04076,Female,62,Black,42331.117884763,High School,Unemployed,636,27390.13204774451,Suburban,Married,Yes
A04077,Non-binary,53,Hispanic,61164.88721318762,PhD,Unemployed,594,20848.81181223502,Rural,Divorced,Yes
A04078,Non-binary,24,Hispanic,86166.76734108655,PhD,Unemployed,679,24520.979070381243,Rural,Divorced,Yes
A04079,Male,63,Hispanic,57016.92022065513,High School,Unemployed,310,16886.763241611297,Rural,Divorced,No
A04080,Male,22,White,39303.89673109245,Master,Employed,656,16374.276753647579,Rural,Divorced,Yes
A04081,Male,41,Black,28227.11662806687,Master,Self-employed,430,18173.134081064978,Suburban,Single,No
A04082,Female,45,Hispanic,44556.70626270697,PhD,Unemployed,504,23351.833040164325,Urban,Single,Yes
A04083,Female,60,White,51797.27476458036,Master,Self-employed,735,20254.500443949742,Rural,Single,Yes
A04084,Male,34,White,76399.98271834519,High School,Unemployed,615,22339.804874499554,Suburban,Single,Yes
A04085,Non-binary,54,Asian,37583.014643767565,Bachelor,Employed,613,6983.83738752164,Rural,Single,Yes
A04086,Non-binary,37,White,91075.03771459272,Master,Unemployed,785,10590.158367037338,Rural,Single,Yes
A04087,Female,20,Other,33256.95578317617,High School,Unemployed,410,9231.603838157145,Suburban,Married,Yes
A04088,Female,54,White,106629.72185113674,High School,Unemployed,589,18103.530728570022,Suburban,Divorced,Yes
A04089,Male,43,Other,94510.37113508943,High School,Employed,546,13011.700627368904,Suburban,Divorced,Yes
A04090,Non-binary,32,Other,62823.32498775984,Master,Unemployed,711,28448.273817584908,Rural,Single,Yes
A04091,Male,68,Asian,27046.129304608156,Bachelor,Employed,749,19893.07516839587,Rural,Married,Yes
A04092,Female,65,Asian,58891.518760351566,Master,Self-employed,720,21083.442264511712,Urban,Single,Yes
A04093,Non-binary,25,White,52263.18084026989,High School,Self-employed,699,14551.039418030501,Rural,Single,Yes
A04094,Non-binary,30,Asian,34514.255538981524,High School,Self-employed,755,14395.059546199172,Urban,Single,Yes
A04095,Female,65,Asian,65820.19254494885,High School,Employed,424,27756.19318438088,Rural,Divorced,Yes
A04096,Male,20,Hispanic,43527.13740288712,PhD,Unemployed,559,28912.061622973582,Urban,Divorced,Yes
A04097,Male,18,White,45701.883059008374,Master,Self-employed,834,22079.110062457512,Urban,Married,Yes
A04098,Non-binary,26,White,55926.42730855289,Bachelor,Self-employed,379,9841.260815345606,Urban,Married,No
A04099,Female,48,White,48501.82342588593,Master,Unemployed,571,17872.60934688108,Suburban,Single,Yes
A04100,Non-binary,58,Asian,101563.13234220058,High School,Self-employed,717,21566.337432461747,Suburban,Married,Yes
A04101,Female,43,Asian,49285.70734000901,High School,Self-employed,701,18860.16864973104,Urban,Married,Yes
A04102,Male,34,Other,68817.6202278895,PhD,Unemployed,352,9399.16954704593,Suburban,Married,Yes
A04103,Female,51,Black,62910.449844207236,High School,Employed,571,29247.577880210603,Rural,Single,Yes
A04104,Male,26,Black,67055.00450517744,Master,Employed,527,15822.530234775733,Suburban,Single,Yes
A04105,Female,68,Black,68581.76807221863,Master,Self-employed,670,13294.254363254438,Suburban,Divorced,Yes
A04106,Non-binary,30,Hispanic,77627.22973212245,Master,Self-employed,491,19845.619020090595,Rural,Single,Yes
A04107,Male,22,Asian,65328.92151237285,High School,Employed,322,25921.267322802523,Rural,Divorced,No
A04108,Non-binary,58,Other,64497.9158977264,PhD,Self-employed,635,22565.08228939357,Urban,Married,Yes
A04109,Non-binary,30,Other,61169.541369362785,Master,Employed,529,13421.796734107875,Suburban,Married,Yes
A04110,Male,18,Black,57231.64295320051,Bachelor,Self-employed,829,12597.03195557418,Rural,Single,Yes
A04111,Male,42,Hispanic,41764.04236678645,Bachelor,Self-employed,787,9042.106347737947,Rural,Divorced,Yes
A04112,Non-binary,64,Hispanic,58782.63245159597,Bachelor,Employed,463,18541.976943396618,Suburban,Married,Yes
A04113,Non-binary,21,Black,64825.34750531067,Master,Unemployed,722,17634.545328033983,Suburban,Married,Yes
A04114,Non-binary,53,Black,68043.2911314559,PhD,Self-employed,659,22569.353023232376,Urban,Married,Yes
A04115,Non-binary,69,Asian,63605.69545980473,High School,Self-employed,468,16572.44878610326,Suburban,Divorced,Yes
A04116,Male,27,Hispanic,55340.89973102932,PhD,Unemployed,812,24868.53747178065,Rural,Divorced,Yes
A04117,Male,45,Other,58858.401936082046,High School,Self-employed,647,23273.420943128924,Suburban,Single,Yes
A04118,Non-binary,23,Black,48927.070308984155,High School,Unemployed,498,16355.59177248057,Urban,Single,Yes
A04119,Female,44,Asian,66264.47982013128,High School,Unemployed,511,21955.872972863897,Suburban,Married,Yes
A04120,Female,29,Other,55577.435441717564,High School,Employed,451,26644.860456232447,Suburban,Married,Yes
A04121,Male,69,Hispanic,63611.2187639494,Master,Unemployed,829,15196.47025044087,Suburban,Single,Yes
A04122,Non-binary,65,Black,80016.06086765105,Bachelor,Employed,389,18933.360641569663,Rural,Divorced,Yes
A04123,Non-binary,20,Black,45812.8218071516,Master,Employed,313,18836.059038615185,Rural,Divorced,No
A04124,Male,63,Asian,71933.90761820969,PhD,Employed,318,18211.42481430811,Rural,Divorced,Yes
A04125,Female,50,Asian,60664.203597707456,High School,Self-employed,381,24009.48154875759,Rural,Single,Yes
A04126,Female,27,Hispanic,100423.8719916151,Master,Self-employed,818,24405.41289313732,Urban,Divorced,Yes
A04127,Female,48,Black,55673.99343072981,Master,Unemployed,301,22033.365955745106,Rural,Single,No
A04128,Male,32,Asian,73903.29166302133,Master,Employed,562,21794.6755373468,Rural,Married,Yes
A04129,Female,24,Black,60307.069035119544,High School,Self-employed,839,17188.957889758363,Urban,Divorced,Yes
A04130,Male,53,Hispanic,32233.909833730126,High School,Self-employed,789,21652.639795061565,Rural,Divorced,Yes
A04131,Male,31,Black,49586.21808961711,High School,Unemployed,636,13574.151779142405,Rural,Single,Yes
A04132,Non-binary,65,Other,77609.42210856787,Master,Self-employed,585,32392.710060169433,Rural,Divorced,Yes
A04133,Female,31,Black,51346.110787834536,Master,Self-employed,553,26751.331978323746,Suburban,Divorced,Yes
A04134,Male,20,White,20000.0,PhD,Self-employed,784,24782.683547407,Urban,Single,Yes
A04135,Female,66,White,59371.939661509925,Bachelor,Self-employed,500,22041.686894533254,Rural,Single,Yes
A04136,Female,63,Hispanic,38153.27404097979,Bachelor,Self-employed,591,22045.910084143903,Urban,Divorced,Yes
A04137,Non-binary,67,Hispanic,62636.35465193438,High School,Self-employed,577,11549.393961926844,Rural,Married,Yes
A04138,Female,20,Hispanic,91022.94162796038,Bachelor,Unemployed,634,13706.942334513798,Suburban,Single,Yes
A04139,Non-binary,39,Other,75389.14621605807,High School,Employed,710,14330.151291196078,Rural,Single,Yes
A04140,Male,36,Other,90733.11657479955,High School,Self-employed,509,20291.75356349667,Rural,Single,Yes
A04141,Female,52,Black,48769.75957111017,Master,Employed,309,18592.395709312194,Suburban,Single,No
A04142,Male,29,Asian,57136.673327289354,Bachelor,Unemployed,539,24056.641762636056,Suburban,Single,Yes
A04143,Female,22,White,39111.27606384441,PhD,Unemployed,469,15172.261567600666,Urban,Single,No
A04144,Male,27,White,46319.1310991981,High School,Employed,772,25133.066948401425,Urban,Single,Yes
A04145,Female,58,White,41462.3033542764,High School,Employed,771,15898.098579516776,Rural,Divorced,Yes
A04146,Female,50,Black,33865.54061576085,PhD,Unemployed,528,17910.181815127005,Rural,Married,Yes
A04147,Female,30,Black,87317.1325066268,Bachelor,Self-employed,707,24477.223782293426,Suburban,Married,Yes
A04148,Female,52,Hispanic,20000.0,PhD,Employed,698,22523.272934524637,Rural,Married,Yes
A04149,Female,68,Asian,87402.77809609113,Bachelor,Employed,502,13742.720056195678,Urban,Single,Yes
A04150,Female,49,Hispanic,84921.17849840462,Bachelor,Self-employed,348,25320.30311563522,Suburban,Single,No
A04151,Female,28,Black,69995.85350957996,Bachelor,Employed,394,20444.931496600504,Suburban,Married,Yes
A04152,Female,65,Other,37709.85463811862,Bachelor,Self-employed,417,9288.967129019415,Suburban,Divorced,No
A04153,Female,55,Hispanic,28356.497771135855,Bachelor,Unemployed,373,15786.590459099265,Rural,Single,No
A04154,Male,41,Black,49031.92637472871,Bachelor,Employed,336,17951.867386233036,Urban,Married,Yes
A04155,Non-binary,52,Black,72502.40912679848,High School,Self-employed,629,14153.30786346012,Suburban,Married,Yes
A04156,Female,36,Other,60061.272748813484,Master,Self-employed,725,26713.563216926235,Urban,Married,Yes
A04157,Non-binary,23,Other,39130.010098104845,High School,Unemployed,486,18126.20575530397,Suburban,Married,Yes
A04158,Female,57,Other,82964.0956931298,High School,Employed,683,22300.914905725556,Suburban,Divorced,Yes
A04159,Female,62,Asian,93687.66656363076,PhD,Self-employed,758,21032.93831596237,Urban,Single,Yes
A04160,Male,61,Black,55468.01671970805,Master,Employed,608,23528.726900848793,Suburban,Divorced,Yes
A04161,Male,59,Other,62186.738071946915,Master,Self-employed,725,28365.25320782501,Rural,Divorced,Yes
A04162,Non-binary,52,Asian,29823.02632741008,Master,Employed,691,23378.50275202664,Urban,Single,Yes
A04163,Male,21,White,51712.2656778193,Bachelor,Employed,630,28713.070880927815,Urban,Divorced,Yes
A04164,Male,50,White,70208.79956001988,Bachelor,Self-employed,707,23511.259596153526,Suburban,Single,Yes
A04165,Non-binary,30,White,67097.13080515555,Bachelor,Self-employed,606,20657.65971968904,Urban,Single,Yes
A04166,Male,53,Black,49846.643015805865,High School,Employed,370,21607.280520869306,Rural,Married,No
A04167,Female,60,Asian,54515.12983047106,Master,Employed,743,6873.157311628149,Suburban,Divorced,Yes
A04168,Non-binary,36,Asian,51055.785269108965,Master,Unemployed,448,17724.222697759193,Rural,Divorced,Yes
A04169,Non-binary,60,White,54430.7057256323,High School,Self-employed,736,19282.08722334845,Rural,Single,Yes
A04170,Female,29,Hispanic,68464.69605036253,Bachelor,Employed,561,22190.27151111188,Rural,Married,Yes
A04171,Male,28,White,20649.258292617553,PhD,Employed,656,19872.451903226254,Urban,Married,Yes
A04172,Non-binary,23,Black,58513.009703841555,Master,Self-employed,604,21669.379905140104,Suburban,Married,Yes
A04173,Non-binary,29,White,66999.51071251379,High School,Employed,842,13384.05027557309,Suburban,Single,Yes
A04174,Female,44,White,48590.30628717846,Bachelor,Employed,454,12093.285638783946,Rural,Single,Yes
A04175,Female,58,Asian,50413.33912070237,High School,Unemployed,415,14084.339118488748,Rural,Divorced,Yes
A04176,Male,42,White,50992.11118369101,PhD,Unemployed,350,27855.97220424872,Suburban,Divorced,No
A04177,Non-binary,59,Other,50419.0005292568,PhD,Self-employed,371,13660.505709854846,Suburban,Single,No
A04178,Male,20,Other,60117.67555700747,Bachelor,Self-employed,442,16056.974978007718,Rural,Divorced,Yes
A04179,Male,20,Hispanic,62580.055160275675,High School,Self-employed,466,20525.76739143413,Suburban,Divorced,Yes
A04180,Female,37,Black,20000.0,Bachelor,Unemployed,369,12041.885282536587,Rural,Divorced,Yes
A04181,Non-binary,45,Black,73057.60742944576,High School,Unemployed,795,15638.27586313414,Rural,Single,Yes
A04182,Non-binary,40,Asian,54200.022313060814,High School,Unemployed,819,23383.908981837147,Rural,Single,Yes
A04183,Non-binary,65,Black,98659.26350937068,PhD,Employed,462,17809.787999215114,Rural,Single,Yes
A04184,Female,20,Hispanic,36167.029222025834,High School,Unemployed,586,28417.431163673013,Urban,Single,Yes
A04185,Female,59,Other,42653.70982491337,High School,Unemployed,533,11507.219657048256,Suburban,Divorced,Yes
A04186,Female,41,Asian,55941.82042833478,PhD,Self-employed,643,18271.984050428182,Suburban,Divorced,Yes
A04187,Female,60,Other,68264.50899372071,Master,Unemployed,552,17811.10947757614,Suburban,Single,Yes
A04188,Female,57,Hispanic,20984.653452569968,Master,Unemployed,556,19955.32922821467,Rural,Divorced,Yes
A04189,Non-binary,23,Asian,43417.99895767786,Master,Employed,805,13866.18201277274,Urban,Divorced,Yes
A04190,Male,37,White,71826.40321147686,Master,Unemployed,770,17097.610609115985,Suburban,Divorced,Yes
A04191,Non-binary,28,Black,41037.521071349154,High School,Self-employed,588,23945.61715327033,Rural,Divorced,No
A04192,Male,49,Hispanic,87400.52752752455,Master,Employed,848,18652.993445602006,Rural,Married,Yes
A04193,Female,44,Asian,50922.328023018556,Master,Unemployed,804,14651.360473966139,Urban,Married,Yes
A04194,Male,38,Other,42012.53597316207,High School,Unemployed,822,30400.25129949699,Urban,Single,Yes
A04195,Non-binary,61,Asian,72204.8851557904,Master,Unemployed,383,20245.499053335217,Rural,Single,Yes
A04196,Non-binary,65,White,92152.34773648893,Master,Employed,644,23066.7197830926,Suburban,Divorced,Yes
A04197,Male,67,Hispanic,68327.92517487794,Bachelor,Employed,678,23820.721562675742,Rural,Married,Yes
A04198,Female,30,Asian,85208.58798446516,Master,Unemployed,431,19646.210886077955,Urban,Single,Yes
A04199,Female,39,Hispanic,93532.70681273927,Bachelor,Self-employed,510,16051.28181059658,Rural,Single,Yes
A04200,Non-binary,52,Hispanic,41562.82640144843,Master,Unemployed,376,20995.98837953724,Rural,Married,Yes
A04201,Male,64,Other,78767.82668119173,High School,Employed,439,16499.441849241528,Urban,Single,Yes
A04202,Female,39,Black,29530.58981392905,Master,Employed,427,21857.84398307347,Urban,Single,Yes
A04203,Female,45,White,68498.0506357277,PhD,Employed,365,19178.79830003652,Rural,Married,Yes
A04204,Non-binary,38,Asian,58573.64218970361,High School,Self-employed,446,25147.075048368417,Urban,Divorced,Yes
A04205,Female,63,Black,84859.00406084125,Master,Unemployed,366,14292.497704950498,Suburban,Married,Yes
A04206,Male,35,Other,83445.03025969682,Master,Unemployed,771,23592.584615549476,Suburban,Single,Yes
A04207,Non-binary,48,Black,71395.66701068805,High School,Employed,450,23068.901342153244,Suburban,Married,Yes
A04208,Non-binary,63,Hispanic,65968.55798965637,PhD,Unemployed,303,18804.88355100887,Urban,Divorced,Yes
A04209,Male,54,Hispanic,70167.37353443902,High School,Self-employed,317,23650.9777203498,Rural,Single,No
A04210,Non-binary,38,White,61235.41742753091,PhD,Self-employed,823,22094.46434211377,Rural,Single,Yes
A04211,Female,31,Asian,58776.085177841924,High School,Unemployed,555,23335.75889684524,Rural,Single,Yes
A04212,Female,42,Asian,88851.56344504886,High School,Unemployed,808,23017.58055065351,Rural,Divorced,Yes
A04213,Male,44,Other,91257.79639356353,Bachelor,Unemployed,334,20250.60186171583,Suburban,Single,Yes
A04214,Female,57,White,57166.81604595586,Bachelor,Unemployed,806,17018.97851298134,Rural,Single,Yes
A04215,Male,40,Asian,64752.7280602149,High School,Unemployed,622,16961.22395050152,Rural,Divorced,Yes
A04216,Male,48,Hispanic,61633.10449545549,Bachelor,Unemployed,752,18926.76789776184,Urban,Married,Yes
A04217,Female,64,White,27766.0311612561,Master,Employed,658,24215.716761562486,Urban,Divorced,Yes
A04218,Male,46,Black,53271.28844775987,Master,Employed,351,23161.244409635507,Rural,Married,No
A04219,Female,64,White,91994.08402096207,Master,Employed,828,25029.907386365852,Suburban,Single,Yes
A04220,Non-binary,47,White,45004.48249936379,Bachelor,Self-employed,332,25531.391102170164,Suburban,Divorced,Yes
A04221,Non-binary,68,Asian,102290.86924602604,Bachelor,Self-employed,627,18915.033258756393,Suburban,Divorced,Yes
A04222,Male,43,Other,83442.52619178765,Master,Self-employed,735,29812.10838385852,Urban,Married,Yes
A04223,Female,37,Other,68029.96301092418,High School,Self-employed,718,19480.09975611649,Suburban,Divorced,Yes
A04224,Female,55,Asian,71216.86571952842,Master,Employed,376,17530.51769127545,Urban,Married,Yes
A04225,Non-binary,36,Asian,41655.86607329949,Bachelor,Unemployed,349,21666.664900969983,Suburban,Married,Yes
A04226,Non-binary,44,Asian,54695.42495550596,PhD,Unemployed,741,22418.559854804236,Urban,Married,Yes
A04227,Female,42,Other,88827.98220643519,Master,Unemployed,497,16292.199802975032,Urban,Divorced,Yes
A04228,Male,57,Asian,47709.41321652933,Master,Self-employed,762,19206.739988159436,Urban,Single,Yes
A04229,Non-binary,55,Black,81222.63513897598,Bachelor,Employed,676,17765.142892899203,Rural,Divorced,Yes
A04230,Male,69,Black,32459.196211258834,Bachelor,Unemployed,845,20707.714538470547,Urban,Married,Yes
A04231,Male,40,Hispanic,36036.83175049978,Bachelor,Self-employed,735,23979.29506836489,Urban,Single,Yes
A04232,Non-binary,46,Black,98027.69331172633,Bachelor,Self-employed,571,18670.453616914827,Urban,Divorced,Yes
A04233,Male,32,White,59763.25707519351,Master,Self-employed,454,22863.574942661355,Suburban,Single,Yes
A04234,Male,20,Hispanic,49230.00226011318,Bachelor,Unemployed,620,13055.76208284788,Urban,Single,Yes
A04235,Female,27,Black,87254.81653997925,PhD,Employed,568,24448.92912387416,Rural,Single,Yes
A04236,Male,32,White,84916.43109927008,High School,Unemployed,459,17732.84821537567,Suburban,Married,Yes
A04237,Female,33,Black,78415.09130514477,Bachelor,Employed,622,17643.692603392054,Suburban,Married,Yes
A04238,Non-binary,34,White,48602.041611757886,Bachelor,Employed,313,22001.69946676623,Rural,Single,No
A04239,Non-binary,36,Asian,54261.64848124649,Master,Unemployed,675,22264.50715781265,Urban,Single,Yes
A04240,Female,28,White,66232.5764744946,High School,Unemployed,419,19438.460100270724,Urban,Married,Yes
A04241,Non-binary,65,Asian,73887.98684294474,High School,Self-employed,613,15556.006470021337,Suburban,Married,Yes
A04242,Male,22,White,49830.328519629256,High School,Self-employed,647,17602.155363412538,Rural,Married,Yes
A04243,Male,22,White,63414.742212413934,Bachelor,Unemployed,345,20476.21208604034,Suburban,Married,No
A04244,Male,31,Black,65347.82601594812,Master,Unemployed,645,22449.205716272598,Suburban,Married,Yes
A04245,Non-binary,67,White,85735.39512750506,Master,Employed,768,15885.254578231285,Urban,Married,Yes
A04246,Male,43,Black,75089.31657870238,Bachelor,Employed,681,16799.289595774095,Urban,Divorced,Yes
A04247,Non-binary,25,White,29863.967103294184,High School,Self-employed,670,21314.718177793122,Rural,Married,Yes
A04248,Male,22,Other,55727.39383029228,High School,Employed,758,19583.860367694248,Suburban,Single,Yes
A04249,Female,24,Hispanic,41424.33260033167,Master,Unemployed,518,20732.491415499953,Rural,Divorced,Yes
A04250,Non-binary,33,Black,71361.74841223347,PhD,Employed,420,6927.794619080452,Suburban,Married,Yes
A04251,Non-binary,31,Black,78463.06701010089,Bachelor,Employed,588,18525.438661653778,Rural,Married,Yes
A04252,Male,54,Asian,62031.11971220489,PhD,Employed,811,24266.347362462187,Rural,Married,Yes
A04253,Non-binary,58,Other,54637.459387443,PhD,Unemployed,637,16920.625147900195,Rural,Married,Yes
A04254,Non-binary,21,Asian,61383.39586071966,High School,Self-employed,680,22432.627888455012,Rural,Single,Yes
A04255,Female,53,Other,64178.38546955509,PhD,Employed,805,13956.276777774365,Suburban,Single,Yes
A04256,Female,65,Other,47198.006965661865,Bachelor,Unemployed,687,12186.074653977725,Rural,Divorced,Yes
A04257,Male,34,White,35625.777984612694,Master,Employed,303,22089.08789638985,Suburban,Single,Yes
A04258,Female,64,Asian,20000.0,Bachelor,Employed,500,19727.67523936857,Rural,Married,Yes
A04259,Male,53,Hispanic,85343.64263477767,Bachelor,Unemployed,501,18320.56524552834,Urban,Married,Yes
A04260,Male,23,Other,69927.32487269932,Bachelor,Employed,555,24232.33208413039,Suburban,Divorced,Yes
A04261,Male,33,Other,67250.22022688345,Bachelor,Unemployed,498,18440.796245366175,Suburban,Divorced,Yes
A04262,Non-binary,46,Black,85303.97775905898,PhD,Self-employed,372,16836.903757237105,Suburban,Married,Yes
A04263,Female,53,White,34890.63980615167,High School,Employed,518,16295.899967991605,Rural,Single,Yes
A04264,Male,55,Hispanic,25287.382482899622,Master,Unemployed,732,15238.274096137877,Suburban,Divorced,Yes
A04265,Female,54,Other,67684.6383303818,High School,Employed,706,22333.238532876687,Rural,Divorced,Yes
A04266,Male,65,Black,65865.42750886861,PhD,Employed,392,18439.509691096668,Rural,Single,Yes
A04267,Female,65,Asian,25373.863806544927,High School,Employed,379,25712.604712717104,Urban,Divorced,No
A04268,Female,27,Other,67190.42124280945,High School,Unemployed,507,5238.341654142876,Urban,Single,Yes
A04269,Male,58,Black,51995.54095200864,PhD,Unemployed,391,24614.201357637456,Urban,Married,Yes
A04270,Non-binary,53,Asian,43858.23880524837,High School,Unemployed,831,21798.148077166967,Rural,Single,Yes
A04271,Female,46,White,53331.52583435174,Master,Self-employed,352,19545.87941212319,Suburban,Divorced,Yes
A04272,Non-binary,31,Asian,20000.0,PhD,Employed,382,13542.933668607191,Suburban,Married,No
A04273,Non-binary,21,Other,48172.51553216124,Master,Unemployed,373,11700.613397465193,Urban,Divorced,Yes
A04274,Male,61,Hispanic,45914.10861031591,High School,Employed,709,23755.453118673435,Suburban,Single,Yes
A04275,Male,59,Asian,71142.0489387228,Bachelor,Employed,743,21210.73303585255,Urban,Divorced,Yes
A04276,Male,53,Hispanic,56835.397269782276,Bachelor,Employed,429,21116.093660342183,Urban,Divorced,Yes
A04277,Female,67,Hispanic,72777.37747357762,PhD,Unemployed,483,19487.645795274213,Suburban,Single,Yes
A04278,Male,62,Asian,20000.0,Bachelor,Self-employed,664,24249.038164680696,Suburban,Married,Yes
A04279,Male,30,White,43218.035548579035,Bachelor,Self-employed,495,17070.640781827755,Rural,Married,No
A04280,Female,63,Asian,71119.94103142888,Bachelor,Self-employed,314,18317.974267034035,Suburban,Divorced,Yes
A04281,Female,35,Black,53822.707388536895,PhD,Self-employed,509,19117.022038708237,Suburban,Single,Yes
A04282,Male,50,Hispanic,76909.21065948735,Master,Unemployed,434,18931.700569682933,Urban,Divorced,Yes
A04283,Male,38,Other,23907.941812215533,Bachelor,Self-employed,683,26682.86245632895,Rural,Married,Yes
A04284,Male,33,Hispanic,74622.21679378948,PhD,Self-employed,774,13727.810306963678,Suburban,Single,Yes
A04285,Male,32,Other,47217.21564429919,Master,Unemployed,803,10227.147409485726,Rural,Divorced,Yes
A04286,Non-binary,22,Black,45276.05831234652,PhD,Unemployed,776,12729.868816318774,Rural,Divorced,Yes
A04287,Non-binary,23,Black,79820.94093854903,Bachelor,Employed,596,23418.25475595716,Urban,Single,Yes
A04288,Male,55,Black,83238.02259913011,Bachelor,Employed,681,19496.126882404413,Urban,Divorced,Yes
A04289,Non-binary,20,Asian,80693.99392174564,High School,Self-employed,743,12006.397314347094,Suburban,Married,Yes
A04290,Female,65,Hispanic,100772.83850096533,High School,Employed,422,20498.325151747096,Urban,Single,Yes
A04291,Non-binary,29,Other,85336.07216886668,High School,Unemployed,588,18380.073117668806,Rural,Divorced,Yes
A04292,Non-binary,53,Black,44091.268325354016,Master,Employed,509,22797.472980937262,Urban,Married,Yes
A04293,Male,50,Black,62832.76256271301,PhD,Employed,793,23971.33201722398,Urban,Married,Yes
A04294,Non-binary,53,Other,52796.0418303013,Master,Unemployed,689,32590.7947750776,Rural,Married,Yes
A04295,Non-binary,50,Hispanic,100581.79719898131,High School,Self-employed,362,14089.245899327667,Rural,Divorced,Yes
A04296,Non-binary,48,Hispanic,82097.39909397418,High School,Employed,708,10686.199203006514,Urban,Divorced,Yes
A04297,Non-binary,38,Other,56222.397265730884,Bachelor,Employed,819,22945.5877179306,Urban,Single,Yes
A04298,Female,44,White,77558.19595506004,Master,Self-employed,544,24933.563185117313,Urban,Single,Yes
A04299,Male,44,Hispanic,35356.03067373791,Bachelor,Employed,464,13621.52807522828,Rural,Single,Yes
A04300,Male,25,Other,65005.234752909455,Bachelor,Self-employed,392,13626.355903509768,Rural,Single,Yes
A04301,Female,54,Other,41241.55014793832,PhD,Unemployed,583,21721.831435051452,Urban,Single,Yes
A04302,Non-binary,49,Black,26228.155987451857,High School,Unemployed,423,28572.41409550146,Suburban,Married,No
A04303,Female,43,Other,75690.72475059667,Bachelor,Self-employed,489,15616.956249550161,Rural,Single,Yes
A04304,Non-binary,19,Asian,78171.82190375103,Bachelor,Unemployed,616,20435.333976728696,Urban,Married,Yes
A04305,Female,29,Black,69144.25272423972,High School,Unemployed,496,10504.276366259137,Rural,Divorced,Yes
A04306,Male,39,Black,56340.65918866998,High School,Unemployed,584,19007.07229465134,Urban,Single,Yes
A04307,Male,34,Hispanic,34672.82690307181,PhD,Unemployed,408,19431.76125340973,Urban,Married,No
A04308,Male,24,White,36773.06258565505,PhD,Unemployed,508,27337.702227020873,Urban,Divorced,No
A04309,Non-binary,60,Hispanic,40614.400405224056,Bachelor,Unemployed,414,16466.611031305118,Suburban,Single,No
A04310,Non-binary,21,Asian,55326.53416550152,Bachelor,Employed,805,23432.051969127628,Suburban,Single,Yes
A04311,Female,54,Black,81523.5746720983,Bachelor,Employed,630,16141.190504094398,Rural,Divorced,Yes
A04312,Female,55,Black,81208.08422157305,Master,Employed,503,20451.66130585581,Rural,Single,Yes
A04313,Male,49,Other,27028.648007742457,PhD,Unemployed,614,30386.605936825286,Suburban,Divorced,Yes
A04314,Non-binary,28,White,46135.33326566106,Bachelor,Employed,564,28965.507146608208,Urban,Single,No
A04315,Female,18,White,45596.77960856322,High School,Self-employed,588,29802.83969111865,Suburban,Divorced,No
A04316,Non-binary,42,Other,20000.0,PhD,Self-employed,780,21987.861039806987,Suburban,Married,Yes
A04317,Non-binary,59,Asian,71322.41893899816,PhD,Self-employed,305,18948.68768205565,Urban,Married,Yes
A04318,Male,69,White,55076.803513629566,Bachelor,Employed,440,21424.628408136818,Rural,Divorced,Yes
A04319,Male,41,Black,57737.14926738048,Master,Unemployed,581,22330.24136253098,Suburban,Divorced,Yes
A04320,Non-binary,60,Asian,86917.42116751277,Bachelor,Self-employed,589,21946.573615446578,Rural,Married,Yes
A04321,Non-binary,34,Hispanic,61766.180265687144,Master,Employed,504,16443.067295229677,Suburban,Married,Yes
A04322,Non-binary,25,Hispanic,51385.39070067964,Master,Employed,631,16242.201085485553,Suburban,Married,Yes
A04323,Non-binary,62,Asian,71441.55242009886,High School,Unemployed,702,17018.710424315275,Rural,Married,Yes
A04324,Male,44,Black,81177.43693151124,Bachelor,Unemployed,532,25351.577134932842,Rural,Single,Yes
A04325,Female,69,Hispanic,65929.35132098451,Master,Employed,331,25895.185633235662,Urban,Married,Yes
A04326,Male,35,Black,73783.79197396297,PhD,Unemployed,491,35917.169591375816,Urban,Married,Yes
A04327,Female,44,Other,57088.64700514231,Bachelor,Unemployed,706,22128.22885799574,Suburban,Single,Yes
A04328,Non-binary,39,White,58362.84507280675,Master,Unemployed,597,16057.854366325526,Suburban,Single,Yes
A04329,Female,33,Asian,62260.41420597657,PhD,Unemployed,334,17605.549597540245,Urban,Single,Yes
A04330,Male,19,White,44937.58099134677,High School,Unemployed,519,19212.489148714918,Urban,Married,Yes
A04331,Male,22,Other,48638.76771260798,High School,Employed,631,27531.243114798104,Suburban,Divorced,Yes
